,index,wid,option,choice,rt,correct,trial_number,game,phase,multi_time,multi_dim,n_true_memories,value,remembered_value,n_total_memories_shown,n_total_memories,n_remembered_shown,n_remembered
792,1448,w3fc2d2c,Blue,,,0,1,2,choice,Before,Blue,2,-2,-2.0,6,6,2,2
793,1449,w3fc2d2c,Food,1.0,2139.0,0,1,3,choice,After,Food,3,-1,3.0,3,3,2,2
794,1450,w3fc2d2c,Red,1.0,2082.0,1,1,4,choice,Before,Red,1,2,2.0,5,5,1,1
795,1451,w3fc2d2c,Scene,0.0,3208.0,1,1,5,choice,After,Scene,1,-2,-2.0,6,6,1,1
796,1452,w3fc2d2c,Yellow,0.0,4430.0,1,1,6,choice,Before,Yellow,1,-2,-2.0,6,6,1,1
797,1453,w3fc2d2c,Blue,0.0,5084.0,1,1,7,choice,After,Blue,1,-1,-1.0,6,6,1,1
798,1454,w3fc2d2c,Object,1.0,5036.0,1,1,8,choice,Before,Object,3,1,1.0,6,6,3,3
799,1461,we10d2c6,Yellow,0.0,7293.0,1,1,1,choice,After,Yellow,3,-1,0.0,5,5,2,2
800,1462,we10d2c6,Object,1.0,6917.0,1,1,2,choice,Before,Object,2,1,1.0,6,6,2,2
801,1463,we10d2c6,Yellow,1.0,7283.0,1,1,3,choice,After,Yellow,2,3,3.0,5,5,2,2
802,1464,we10d2c6,Green,,,0,1,4,choice,Before,Green,1,1,1.0,3,3,1,1
803,1465,we10d2c6,Object,1.0,3878.0,0,1,5,choice,After,Object,1,-2,1.0,2,2,0,0
804,1466,we10d2c6,Scene,1.0,2487.0,1,1,6,choice,Before,Scene,2,1,0.0,5,5,2,2
805,1467,we10d2c6,Food,1.0,1161.0,0,1,7,choice,After,Food,1,-2,2.0,1,1,0,1
806,1468,we26c55e,Food,1.0,6093.0,1,1,1,choice,Before,Food,1,1,1.0,2,2,0,1
807,1469,we26c55e,Food,1.0,3551.0,0,1,2,choice,After,Food,3,-1,3.0,3,3,0,1
808,1470,we26c55e,Food,0.0,3587.0,1,1,3,choice,Before,Food,1,-2,-1.0,4,4,1,1
809,1471,we26c55e,Scene,1.0,3026.0,1,1,4,choice,After,Scene,1,1,-1.0,3,3,1,2
810,1472,we26c55e,Red,0.0,2022.0,1,1,5,choice,Before,Red,2,-4,-2.0,5,5,2,2
811,1473,we26c55e,Green,1.0,2639.0,0,1,6,choice,After,Green,1,-1,-1.0,4,4,0,1
812,1474,we26c55e,Green,1.0,2502.0,1,1,7,choice,Before,Green,3,1,-1.0,3,3,1,2
813,1475,we26c55e,Blue,1.0,2200.0,1,1,8,choice,After,Blue,1,2,2.0,1,1,0,2
814,1482,w496c8be,Green,1.0,1155.0,1,1,1,choice,Before,Green,1,2,2.0,4,4,1,1
815,1483,w496c8be,Blue,1.0,1268.0,1,1,2,choice,After,Blue,3,2,4.0,5,5,2,2
816,1484,w496c8be,Scene,1.0,856.0,1,1,3,choice,Before,Scene,2,3,3.0,3,3,1,1
817,1485,w496c8be,Blue,1.0,987.0,1,1,5,choice,Before,Blue,2,4,4.0,4,4,2,2
818,1486,we90925d,Food,1.0,3754.0,0,1,1,choice,Before,Food,1,-2,-1.0,5,5,1,1
819,1487,we90925d,Green,0.0,2444.0,1,1,2,choice,After,Green,1,-2,-2.0,5,5,1,1
820,1488,we90925d,Yellow,1.0,2042.0,1,1,3,choice,Before,Yellow,3,4,5.0,5,5,3,3
821,1489,we90925d,Red,1.0,2488.0,1,1,4,choice,After,Red,1,2,2.0,5,5,1,1
822,1490,we90925d,Food,0.0,540.0,1,1,5,choice,Before,Food,3,-2,-2.0,5,5,2,2
823,1491,we90925d,Yellow,1.0,2814.0,0,1,6,choice,After,Yellow,1,-2,1.0,5,5,1,1
824,1492,we90925d,Blue,0.0,3260.0,1,1,7,choice,Before,Blue,1,-2,2.0,3,3,1,1
825,1493,we90925d,Object,1.0,3089.0,1,1,8,choice,After,Object,3,1,1.0,4,4,3,3
826,1500,w63ea659,Food,1.0,4584.0,1,1,1,choice,After,Food,1,2,1.0,4,4,1,2
827,1501,w63ea659,Food,1.0,961.0,1,1,2,choice,Before,Food,2,4,4.0,5,5,2,2
828,1502,w63ea659,Green,1.0,3034.0,1,1,3,choice,After,Green,3,5,2.0,5,5,2,2
829,1503,w63ea659,Red,1.0,885.0,1,1,4,choice,Before,Red,1,1,1.0,3,3,1,1
830,1504,w63ea659,Yellow,0.0,4362.0,0,1,5,choice,After,Yellow,1,2,-1.0,3,3,1,1
831,1505,w63ea659,Red,1.0,638.0,1,1,6,choice,Before,Red,3,1,1.0,5,5,2,2
832,1506,w63ea659,Animal,1.0,1564.0,0,1,7,choice,After,Animal,2,-1,-4.0,4,4,2,2
833,1507,w63ea659,Animal,1.0,708.0,1,1,8,choice,Before,Animal,2,1,1.0,3,3,1,2
834,1514,w31b60c3,Animal,1.0,5536.0,0,1,1,choice,Before,Animal,2,-3,1.0,4,4,1,2
835,1515,w31b60c3,Yellow,1.0,3380.0,1,1,2,choice,After,Yellow,3,2,4.0,5,5,3,3
836,1516,w31b60c3,Object,,,0,1,3,choice,Before,Object,2,1,3.0,4,4,2,2
837,1517,w31b60c3,Animal,1.0,3401.0,0,1,4,choice,After,Animal,2,-1,2.0,2,2,0,0
838,1518,w31b60c3,Yellow,1.0,925.0,1,1,5,choice,Before,Yellow,1,2,2.0,3,3,1,1
839,1519,w31b60c3,Green,0.0,5141.0,0,1,6,choice,After,Green,1,2,2.0,2,2,0,0
840,1520,w31b60c3,Food,1.0,1278.0,1,1,7,choice,Before,Food,1,1,1.0,3,3,1,1
841,1521,w31b60c3,Yellow,0.0,2364.0,0,1,8,choice,After,Yellow,2,3,0.0,1,1,0,0
842,1528,wed3d878,Green,1.0,4937.0,1,1,1,choice,Before,Green,2,2,0.0,5,5,1,1
843,1529,wed3d878,Green,,,0,1,2,choice,After,Green,2,-1,-2.0,4,4,1,1
844,1530,wed3d878,Scene,1.0,2162.0,1,1,3,choice,Before,Scene,1,2,1.0,3,3,0,1
845,1531,wed3d878,Animal,1.0,2329.0,1,1,4,choice,After,Animal,2,4,-1.0,5,5,2,2
846,1532,w0db2e6f,Blue,0.0,2039.0,1,1,1,choice,Before,Blue,3,-3,-5.0,3,3,2,2
847,1533,w0db2e6f,Object,1.0,3416.0,1,1,2,choice,After,Object,2,1,2.0,3,3,0,0
848,1534,w0db2e6f,Animal,1.0,2735.0,1,1,3,choice,Before,Animal,2,1,0.0,3,3,0,0
849,1535,w0db2e6f,Blue,0.0,1509.0,0,1,4,choice,After,Blue,2,2,2.0,2,2,1,1
850,1536,w0db2e6f,Scene,1.0,1350.0,1,1,5,choice,Before,Scene,1,1,1.0,2,2,0,0
851,1537,w0db2e6f,Food,0.0,1888.0,1,1,6,choice,After,Food,3,-1,2.0,2,2,2,2
852,1538,w0db2e6f,Blue,0.0,779.0,1,1,7,choice,Before,Blue,1,-1,0.0,1,1,1,1
853,1539,w5fb19e8,Blue,1.0,3419.0,1,1,1,choice,After,Blue,3,1,0.0,3,3,2,2
854,1540,w5fb19e8,Food,0.0,2982.0,1,1,2,choice,Before,Food,3,-2,-2.0,4,4,2,3
855,1541,w5fb19e8,Blue,0.0,4775.0,1,1,3,choice,After,Blue,2,-3,-3.0,3,3,1,2
856,1542,w5fb19e8,Green,0.0,2337.0,1,1,4,choice,Before,Green,2,-2,0.0,4,4,1,1
857,1543,w5fb19e8,Scene,1.0,4746.0,1,1,5,choice,After,Scene,2,3,3.0,4,4,2,3
858,1544,w5fb19e8,Food,0.0,1926.0,1,1,6,choice,Before,Food,3,-3,-2.0,5,5,3,3
859,1545,w5fb19e8,Object,1.0,2747.0,1,1,7,choice,After,Object,2,3,3.0,3,3,2,4
860,1546,w5fb19e8,Yellow,0.0,2814.0,1,1,8,choice,Before,Yellow,2,-2,-2.0,3,3,1,2
861,1553,wdde7ef1,Food,1.0,2543.0,1,1,1,choice,Before,Food,1,1,1.0,6,6,1,1
862,1554,wdde7ef1,Blue,1.0,1009.0,1,1,2,choice,After,Blue,2,2,2.0,5,5,2,2
863,1555,wdde7ef1,Yellow,0.0,840.0,1,1,3,choice,Before,Yellow,3,-2,-2.0,4,4,3,3
864,1556,wdde7ef1,Scene,0.0,4344.0,1,1,4,choice,After,Scene,2,-3,-3.0,5,5,1,1
865,1557,wdde7ef1,Green,1.0,642.0,1,1,5,choice,Before,Green,3,1,1.0,4,4,2,2
866,1558,wdde7ef1,Green,0.0,4712.0,1,1,6,choice,After,Green,3,-3,-4.0,4,4,2,3
867,1559,wdde7ef1,Object,0.0,1596.0,1,1,7,choice,Before,Object,2,-3,-3.0,4,4,1,2
868,1560,wdde7ef1,Green,,,0,1,8,choice,After,Green,2,-3,-1.0,4,4,1,2
869,1567,w56b42b0,Blue,1.0,3584.0,0,1,1,choice,Before,Blue,3,-3,5.0,3,3,1,1
870,1568,w56b42b0,Animal,,,0,1,2,choice,After,Animal,1,-2,-2.0,3,3,1,1
871,1569,w56b42b0,Object,1.0,4723.0,0,1,3,choice,Before,Object,3,-1,2.0,2,2,1,1
872,1570,w56b42b0,Yellow,0.0,2875.0,1,1,4,choice,After,Yellow,2,-1,-4.0,2,2,0,0
873,1571,w56b42b0,Green,1.0,2254.0,1,1,5,choice,Before,Green,3,2,2.0,3,3,2,2
874,1572,w56b42b0,Red,0.0,1651.0,1,1,6,choice,After,Red,3,-3,0.0,2,2,2,2
875,1573,w56b42b0,Red,0.0,2091.0,1,1,7,choice,Before,Red,1,-2,-2.0,2,2,1,2
876,1574,w56b42b0,Animal,0.0,2344.0,0,1,8,choice,After,Animal,3,2,-1.0,3,3,1,1
877,1581,w01da968,Object,0.0,2925.0,1,1,1,choice,Before,Object,2,-1,2.0,4,4,1,1
878,1582,w01da968,Blue,0.0,5086.0,1,1,2,choice,After,Blue,1,-1,-2.0,4,4,1,2
879,1583,w01da968,Scene,0.0,1467.0,1,1,3,choice,Before,Scene,1,-1,-1.0,4,4,1,1
880,1584,w01da968,Red,,,0,1,4,choice,After,Red,1,-2,1.0,5,5,1,1
881,1585,w01da968,Animal,1.0,1053.0,1,1,5,choice,Before,Animal,2,1,1.0,4,4,2,2
882,1586,w01da968,Yellow,0.0,1840.0,1,1,7,choice,Before,Yellow,3,-1,-1.0,4,4,3,3
883,1587,w01da968,Blue,0.0,2114.0,1,1,8,choice,After,Blue,2,-4,-4.0,3,3,2,2
884,1594,w896f77a,Animal,0.0,2232.0,1,1,1,choice,After,Animal,2,-3,0.0,3,3,1,2
885,1595,w896f77a,Yellow,1.0,1702.0,1,1,2,choice,Before,Yellow,3,2,2.0,5,5,3,4
886,1596,w896f77a,Blue,0.0,1632.0,0,1,3,choice,After,Blue,2,3,0.0,4,4,1,2
887,1597,w896f77a,Blue,0.0,2218.0,1,1,4,choice,Before,Blue,1,-2,-2.0,3,3,1,1
888,1598,w896f77a,Object,1.0,4534.0,1,1,5,choice,After,Object,3,5,5.0,6,6,3,3
889,1599,w896f77a,Animal,1.0,4388.0,1,1,6,choice,Before,Animal,2,1,1.0,3,3,2,2
890,1600,w896f77a,Green,1.0,3286.0,0,1,7,choice,After,Green,3,-4,-5.0,2,2,2,2
891,1601,w896f77a,Red,1.0,2751.0,1,1,8,choice,Before,Red,3,1,1.0,5,5,3,3
892,1602,wc8b5d36,Blue,1.0,2735.0,0,1,1,choice,After,Blue,2,-1,-1.0,4,4,2,2
893,1603,wc8b5d36,Scene,0.0,1757.0,1,1,2,choice,Before,Scene,1,-1,-1.0,4,4,1,1
894,1604,wc8b5d36,Object,1.0,4108.0,0,1,3,choice,After,Object,1,-1,-1.0,5,5,1,1
895,1605,wc8b5d36,Green,0.0,1711.0,1,1,4,choice,Before,Green,1,-1,-1.0,4,4,1,1
896,1606,wc8b5d36,Red,1.0,2822.0,1,1,5,choice,After,Red,2,4,4.0,5,5,2,2
897,1607,wc8b5d36,Green,0.0,1398.0,1,1,6,choice,Before,Green,3,-1,-1.0,6,6,3,3
898,1608,wc8b5d36,Food,0.0,3651.0,0,1,7,choice,After,Food,1,1,-1.0,3,3,0,2
899,1609,wc8b5d36,Red,1.0,801.0,1,1,8,choice,Before,Red,1,1,1.0,4,4,1,1
900,1616,wb2d9807,Blue,0.0,4757.0,0,1,1,choice,Before,Blue,3,1,-4.0,3,3,3,3
901,1617,wb2d9807,Blue,1.0,2611.0,1,1,2,choice,After,Blue,2,3,0.0,4,4,1,1
902,1618,wb2d9807,Yellow,0.0,3773.0,1,1,3,choice,Before,Yellow,3,-2,-6.0,3,3,3,3
903,1619,wb2d9807,Animal,0.0,1728.0,1,1,5,choice,Before,Animal,2,-1,0.0,1,1,0,0
904,1620,wb2d9807,Scene,1.0,2705.0,0,1,6,choice,After,Scene,2,-1,0.0,2,2,1,2
905,1621,w0baed73,Object,0.0,6990.0,0,1,1,choice,Before,Object,3,1,-2.0,5,5,3,3
906,1622,w0baed73,Scene,1.0,2631.0,0,1,2,choice,After,Scene,3,-4,0.0,4,4,2,2
907,1623,w0baed73,Animal,1.0,1151.0,1,1,3,choice,Before,Animal,2,1,0.0,5,5,2,2
908,1624,w0baed73,Blue,1.0,3329.0,0,1,4,choice,After,Blue,2,-3,-4.0,3,3,1,1
909,1625,w0baed73,Blue,1.0,1111.0,1,1,5,choice,Before,Blue,1,1,1.0,6,6,1,1
910,1626,w0baed73,Red,1.0,1417.0,1,1,7,choice,Before,Red,3,1,0.0,3,3,2,3
911,1627,wfd8b568,Red,1.0,6522.0,1,1,1,choice,After,Red,2,3,3.0,3,3,1,3
912,1628,wfd8b568,Yellow,0.0,1895.0,1,1,2,choice,Before,Yellow,2,-3,-3.0,4,4,2,2
913,1629,wfd8b568,Animal,,,0,1,3,choice,After,Animal,1,1,-2.0,3,3,1,1
914,1630,wfd8b568,Animal,0.0,1590.0,1,1,4,choice,Before,Animal,3,-2,-2.0,4,4,2,2
915,1631,wfd8b568,Yellow,0.0,2688.0,1,1,5,choice,After,Yellow,1,-2,1.0,3,3,0,3
916,1632,wfd8b568,Blue,1.0,2019.0,1,1,6,choice,Before,Blue,2,1,0.0,4,4,0,1
917,1633,wfd8b568,Animal,1.0,2759.0,1,1,7,choice,After,Animal,2,4,4.0,4,4,2,2
918,1634,wfd8b568,Scene,1.0,2441.0,1,1,8,choice,Before,Scene,1,1,1.0,3,3,1,2
919,1655,wfbb00e1,Blue,1.0,2197.0,1,1,1,choice,After,Blue,3,1,2.0,2,2,1,1
920,1656,wfbb00e1,Green,0.0,1837.0,0,1,2,choice,Before,Green,2,1,3.0,3,3,1,1
921,1657,wfbb00e1,Object,1.0,1844.0,0,1,3,choice,After,Object,3,-1,1.0,1,1,0,1
922,1658,wfbb00e1,Red,1.0,2298.0,1,1,4,choice,Before,Red,1,1,-2.0,3,3,0,0
923,1659,wfbb00e1,Scene,1.0,1420.0,0,1,5,choice,After,Scene,3,-1,2.0,3,3,1,1
924,1660,wfbb00e1,Food,1.0,2118.0,1,1,6,choice,Before,Food,3,1,5.0,3,3,1,1
925,1661,wfbb00e1,Red,0.0,5181.0,1,1,7,choice,After,Red,1,-1,2.0,2,2,1,2
926,1662,wfbb00e1,Blue,1.0,993.0,1,1,8,choice,Before,Blue,2,1,0.0,4,4,2,2
927,1670,wea09e5e,Yellow,0.0,3897.0,0,1,1,choice,After,Yellow,3,1,1.0,5,5,2,2
928,1671,wea09e5e,Scene,1.0,2038.0,1,1,2,choice,Before,Scene,1,2,2.0,5,5,1,1
929,1672,wea09e5e,Red,0.0,4371.0,0,1,3,choice,After,Red,3,1,-1.0,4,4,1,1
930,1673,wea09e5e,Object,1.0,4558.0,1,1,4,choice,Before,Object,2,1,3.0,5,5,2,2
931,1674,wea09e5e,Scene,0.0,6731.0,1,1,5,choice,After,Scene,2,-1,0.0,4,4,1,1
932,1675,wea09e5e,Animal,1.0,4809.0,0,1,6,choice,Before,Animal,1,-2,-2.0,6,6,1,1
933,1676,wea09e5e,Food,,,0,1,7,choice,After,Food,1,2,2.0,5,5,1,1
934,1677,wea09e5e,Yellow,1.0,921.0,0,1,8,choice,Before,Yellow,2,-1,-1.0,5,5,2,2
