,index,wid,option,choice,rt,correct,trial_number,game,phase,n_true_memories,value,remembered_value,n_total_memories_shown,n_total_memories,n_remembered_shown,n_remembered
1669,1877,w107fce5,Pattern,1.0,3145.0,0,2,6,choice,2,-3,-4.0,2,2,2,2
1670,1878,w107fce5,Small,1.0,28.0,1,3,6,choice,1,2,2.0,2,2,0,0
1671,1879,w107fce5,Land,0.0,188.0,1,4,6,choice,4,-3,-7.0,2,2,2,2
1672,1880,w107fce5,Small,0.0,1388.0,0,1,7,choice,4,2,2.0,2,2,1,1
1673,1881,w107fce5,Land,1.0,331.0,0,2,7,choice,1,-1,-1.0,2,2,1,2
1674,1882,w107fce5,Object,0.0,509.0,0,3,7,choice,3,3,-1.0,2,2,1,2
1675,1883,w107fce5,Solid,0.0,468.0,1,4,7,choice,2,-2,1.0,2,2,1,1
1676,1884,w9be1ae9,Large,1.0,2965.0,0,1,1,choice,2,-1,-3.0,2,2,1,2
1677,1885,w9be1ae9,Animal,0.0,2512.0,0,2,1,choice,4,2,1.0,2,2,0,1
1678,1886,w9be1ae9,Solid,1.0,2904.0,1,3,1,choice,1,1,1.0,2,2,0,1
1679,1887,w9be1ae9,Land,1.0,1885.0,1,4,1,choice,3,1,-1.0,2,2,1,3
1680,1888,w9be1ae9,Pattern,1.0,1702.0,1,1,2,choice,1,1,-1.0,3,3,1,3
1681,1889,w9be1ae9,Sea,1.0,633.0,1,2,2,choice,2,1,3.0,3,3,0,1
1682,1890,w9be1ae9,Small,0.0,520.0,1,3,2,choice,3,-2,1.0,3,3,2,2
1683,1891,w9be1ae9,Animal,1.0,513.0,1,4,2,choice,4,2,0.0,3,3,3,3
1684,1892,w9be1ae9,Land,0.0,2380.0,1,1,3,choice,2,-3,1.0,2,2,1,3
1685,1893,w9be1ae9,Large,1.0,1078.0,1,2,3,choice,1,2,1.0,2,2,1,2
1686,1894,w9be1ae9,Pattern,0.0,1139.0,0,3,3,choice,3,1,4.0,2,2,1,1
1687,1895,w9be1ae9,Object,0.0,924.0,0,4,3,choice,4,1,3.0,2,2,2,2
1688,1896,w9be1ae9,Solid,1.0,1702.0,1,1,4,choice,3,3,3.0,4,4,3,3
1689,1897,w9be1ae9,Land,1.0,1423.0,0,2,4,choice,1,-1,-1.0,4,4,0,0
1690,1898,w9be1ae9,Small,0.0,2140.0,0,3,4,choice,2,1,4.0,4,4,2,2
1691,1899,w9be1ae9,Animal,1.0,1611.0,1,4,4,choice,4,1,5.0,4,4,3,3
1692,1900,w9be1ae9,Solid,1.0,7487.0,1,1,5,choice,3,6,1.0,1,1,1,1
1693,1901,w9be1ae9,Large,0.0,5709.0,0,2,5,choice,2,1,0.0,1,1,0,0
1694,1902,w9be1ae9,Sea,1.0,1158.0,0,3,5,choice,1,-1,2.0,1,1,0,0
1695,1903,w9be1ae9,Object,0.0,1119.0,1,4,5,choice,4,-2,-2.0,1,1,0,0
1696,1904,w9be1ae9,Pattern,1.0,626.0,0,1,6,choice,4,-5,0.0,2,2,1,2
1697,1905,w9be1ae9,Large,1.0,679.0,1,2,6,choice,2,3,1.0,2,2,1,1
1698,1906,w9be1ae9,Object,0.0,509.0,1,3,6,choice,1,-2,-1.0,2,2,0,2
1699,1907,w9be1ae9,Land,1.0,1046.0,1,4,6,choice,3,1,-1.0,2,2,2,5
1700,1908,w9be1ae9,Sea,1.0,1718.0,0,1,7,choice,3,-1,-4.0,4,4,2,2
1701,1909,w9be1ae9,Small,0.0,725.0,0,2,7,choice,1,2,1.0,4,4,1,1
1702,1910,w9be1ae9,Pattern,1.0,828.0,0,3,7,choice,4,-1,0.0,4,4,4,4
1703,1911,w9be1ae9,Animal,0.0,797.0,0,4,7,choice,2,1,0.0,4,4,2,3
1704,1912,w720e820,Large,1.0,1556.0,0,1,1,choice,2,-2,-1.0,3,3,1,1
1705,1913,w720e820,Animal,0.0,1973.0,0,2,1,choice,3,1,0.0,3,3,1,2
1706,1914,w720e820,Solid,1.0,1055.0,1,3,1,choice,4,4,1.0,3,3,1,1
1707,1915,w720e820,Land,0.0,1157.0,0,4,1,choice,1,1,-2.0,3,3,0,1
1708,1916,w720e820,Solid,1.0,1006.0,1,1,2,choice,4,3,2.0,2,2,1,1
1709,1917,w720e820,Animal,1.0,1407.0,0,2,2,choice,2,-1,3.0,2,2,1,2
1710,1918,w720e820,Large,0.0,945.0,0,3,2,choice,3,1,1.0,2,2,1,2
1711,1919,w720e820,Sea,1.0,1135.0,0,4,2,choice,1,-2,1.0,2,2,1,3
1712,1920,w720e820,Small,1.0,2673.0,1,1,3,choice,3,3,-2.0,2,2,1,2
1713,1921,w720e820,Solid,1.0,2109.0,0,2,3,choice,1,-1,-1.0,2,2,0,2
1714,1922,w720e820,Sea,1.0,1947.0,1,3,3,choice,4,2,0.0,2,2,1,3
1715,1923,w720e820,Object,1.0,2133.0,1,4,3,choice,2,1,0.0,2,2,0,2
1716,1924,w720e820,Small,1.0,1608.0,1,1,4,choice,3,2,3.0,4,4,2,3
1717,1925,w720e820,Object,0.0,709.0,1,2,4,choice,1,-1,-1.0,4,4,1,2
1718,1926,w720e820,Land,0.0,324.0,0,3,4,choice,2,1,0.0,4,4,1,2
1719,1927,w720e820,Pattern,1.0,391.0,1,4,4,choice,4,4,0.0,4,4,3,3
1720,1928,w720e820,Small,1.0,1474.0,1,1,5,choice,3,2,-2.0,2,2,1,2
1721,1929,w720e820,Animal,0.0,922.0,1,2,5,choice,2,-1,1.0,2,2,2,4
1722,1930,w720e820,Pattern,1.0,1287.0,1,3,5,choice,4,1,-1.0,2,2,1,3
1723,1931,w720e820,Land,1.0,1630.0,1,4,5,choice,1,2,-2.0,2,2,0,1
1724,1932,w720e820,Pattern,1.0,2494.0,0,1,6,choice,2,-2,3.0,1,1,0,2
1725,1933,w720e820,Small,0.0,2010.0,0,2,6,choice,4,1,-1.0,1,1,1,3
1726,1934,w720e820,Object,0.0,2012.0,1,3,6,choice,3,-1,1.0,1,1,1,2
1727,1935,w720e820,Sea,1.0,643.0,1,4,6,choice,1,1,1.0,1,1,1,4
1728,1936,w720e820,Sea,1.0,1797.0,1,1,7,choice,4,1,5.0,2,2,1,2
1729,1937,w720e820,Animal,0.0,712.0,1,2,7,choice,1,-1,1.0,2,2,0,2
1730,1938,w720e820,Pattern,1.0,637.0,0,3,7,choice,2,-2,2.0,2,2,1,2
1731,1939,w720e820,Large,1.0,398.0,1,4,7,choice,3,2,1.0,2,2,1,2
1732,1968,wd7482cf,Small,1.0,3103.0,1,1,1,choice,2,3,2.0,3,3,1,2
1733,1969,wd7482cf,Animal,1.0,2658.0,1,2,1,choice,3,2,-3.0,3,3,1,2
1734,1970,wd7482cf,Land,1.0,2248.0,0,3,1,choice,4,-1,2.0,3,3,2,3
1735,1971,wd7482cf,Pattern,0.0,3979.0,1,4,1,choice,1,-2,2.0,3,3,1,2
1736,1972,wd7482cf,Animal,1.0,2914.0,1,1,2,choice,2,2,2.0,4,4,2,3
1737,1973,wd7482cf,Pattern,0.0,2194.0,0,2,2,choice,1,1,1.0,4,4,1,1
1738,1974,wd7482cf,Sea,0.0,3068.0,0,3,2,choice,3,1,1.0,4,4,2,2
1739,1975,wd7482cf,Small,0.0,2827.0,1,4,2,choice,4,-1,-1.0,4,4,2,2
1740,1976,wd7482cf,Large,0.0,1931.0,1,1,3,choice,4,-1,-6.0,4,4,3,4
1741,1977,wd7482cf,Solid,1.0,1567.0,1,2,3,choice,1,1,-1.0,4,4,1,2
1742,1978,wd7482cf,Animal,0.0,2260.0,0,3,3,choice,3,2,-2.0,4,4,1,2
1743,1979,wd7482cf,Sea,0.0,1008.0,1,4,3,choice,2,-2,-3.0,4,4,2,2
1744,1980,wd7482cf,Sea,0.0,1351.0,1,1,4,choice,3,-1,-3.0,4,4,2,2
1745,1981,wd7482cf,Large,0.0,2452.0,1,2,4,choice,4,-2,-3.0,4,4,2,3
1746,1982,wd7482cf,Solid,1.0,1052.0,1,3,4,choice,1,2,2.0,4,4,1,2
1747,1983,wd7482cf,Object,1.0,1772.0,1,4,4,choice,2,1,0.0,4,4,1,2
1748,1984,wd7482cf,Large,1.0,2404.0,1,1,5,choice,1,1,1.0,4,4,0,1
1749,1985,wd7482cf,Land,0.0,4203.0,1,2,5,choice,3,-1,-3.0,4,4,2,2
1750,1986,wd7482cf,Object,0.0,2758.0,0,3,5,choice,4,1,-2.0,4,4,2,2
1751,1987,wd7482cf,Pattern,0.0,3967.0,0,4,5,choice,2,3,2.0,4,4,1,2
1752,1988,wd7482cf,Solid,1.0,3043.0,1,1,6,choice,3,1,2.0,5,5,2,2
1753,1989,wd7482cf,Small,1.0,2673.0,1,2,6,choice,2,1,1.0,5,5,2,2
1754,1990,wd7482cf,Object,0.0,1995.0,1,3,6,choice,1,-1,-1.0,5,5,1,2
1755,1991,wd7482cf,Land,0.0,2655.0,0,4,6,choice,4,3,1.0,5,5,4,5
1756,1992,wd7482cf,Land,0.0,3100.0,1,1,7,choice,1,-1,2.0,3,3,0,0
1757,1993,wd7482cf,Large,0.0,1935.0,0,2,7,choice,3,1,-2.0,3,3,2,3
1758,1994,wd7482cf,Animal,1.0,634.0,1,3,7,choice,4,1,3.0,3,3,2,2
1759,1995,wd7482cf,Solid,1.0,5837.0,1,4,7,choice,2,2,-1.0,3,3,1,1
1760,1996,wa13a069,Solid,0.0,4188.0,0,1,1,choice,1,2,1.0,5,5,1,2
1761,1997,wa13a069,Large,1.0,3218.0,1,2,1,choice,2,1,0.0,5,5,2,2
1762,1998,wa13a069,Land,1.0,4146.0,0,3,1,choice,3,-1,-2.0,5,5,3,4
1763,1999,wa13a069,Animal,0.0,4106.0,1,4,1,choice,4,-3,-3.0,5,5,3,4
1764,2000,wa13a069,Animal,0.0,1787.0,1,1,2,choice,4,-4,-4.0,5,5,4,4
1765,2001,wa13a069,Pattern,0.0,4276.0,1,2,2,choice,1,-2,-2.0,5,5,1,1
1766,2002,wa13a069,Small,1.0,6905.0,0,3,2,choice,3,-1,-2.0,5,5,3,3
1767,2003,wa13a069,Sea,1.0,3091.0,1,4,2,choice,2,3,2.0,5,5,2,2
1768,2004,wa13a069,Object,0.0,1752.0,1,1,3,choice,4,-1,-4.0,5,5,4,4
1769,2005,wa13a069,Large,1.0,4905.0,1,2,3,choice,1,1,-2.0,5,5,1,1
1770,2006,wa13a069,Pattern,1.0,4376.0,1,3,3,choice,3,2,-1.0,5,5,2,3
1771,2007,wa13a069,Land,0.0,5098.0,1,4,3,choice,2,-3,-3.0,5,5,2,3
1772,2008,wa13a069,Animal,1.0,3272.0,0,1,4,choice,4,-2,-3.0,4,4,3,4
1773,2009,wa13a069,Solid,1.0,1982.0,1,2,4,choice,3,1,1.0,4,4,2,3
1774,2010,wa13a069,Small,1.0,3187.0,1,3,4,choice,2,1,0.0,4,4,2,3
1775,2011,wa13a069,Land,1.0,3588.0,1,4,4,choice,1,1,2.0,4,4,1,2
1776,2012,wa13a069,Object,1.0,1979.0,1,1,5,choice,4,2,3.0,5,5,3,4
1777,2013,wa13a069,Solid,1.0,5117.0,0,2,5,choice,3,-3,-2.0,5,5,3,4
1778,2014,wa13a069,Sea,1.0,5115.0,1,3,5,choice,1,1,2.0,5,5,1,2
1779,2015,wa13a069,Large,0.0,2484.0,1,4,5,choice,2,-3,-1.0,5,5,2,3
1780,2016,wa13a069,Land,0.0,4492.0,1,1,6,choice,3,-1,-1.0,5,5,2,2
1781,2017,wa13a069,Pattern,1.0,3868.0,1,2,6,choice,4,1,0.0,5,5,3,3
1782,2018,wa13a069,Large,0.0,3471.0,1,3,6,choice,2,-2,-2.0,5,5,2,3
1783,2019,wa13a069,Object,1.0,2516.0,1,4,6,choice,1,2,2.0,5,5,1,2
1784,2020,wa13a069,Animal,1.0,3228.0,1,1,7,choice,2,4,4.0,3,3,1,4
1785,2021,wa13a069,Small,0.0,5169.0,0,2,7,choice,1,2,2.0,3,3,1,2
1786,2022,wa13a069,Sea,1.0,1959.0,0,3,7,choice,3,-2,-1.0,3,3,1,2
1787,2023,wa13a069,Pattern,1.0,1354.0,1,4,7,choice,4,3,3.0,3,3,2,4
1788,2024,w497e696,Sea,1.0,2750.0,0,1,1,choice,3,-2,-1.0,3,3,1,2
1789,2025,w497e696,Large,0.0,3756.0,1,2,1,choice,1,-2,2.0,3,3,0,1
1790,2026,w497e696,Object,0.0,1457.0,1,3,1,choice,4,-3,-2.0,3,3,2,4
1791,2027,w497e696,Solid,1.0,2290.0,1,4,1,choice,2,4,-4.0,3,3,2,4
1792,2028,w497e696,Sea,1.0,3150.0,0,1,2,choice,2,-2,1.0,5,5,1,2
1793,2029,w497e696,Animal,1.0,2738.0,1,2,2,choice,3,2,0.0,5,5,2,3
1794,2030,w497e696,Large,0.0,3943.0,1,3,2,choice,1,-1,-1.0,5,5,0,0
1795,2031,w497e696,Solid,0.0,3984.0,1,4,2,choice,4,-1,-1.0,5,5,3,3
1796,2032,w497e696,Pattern,1.0,4034.0,0,1,3,choice,3,-2,-2.0,4,4,2,3
1797,2033,w497e696,Animal,0.0,1627.0,0,2,3,choice,2,1,3.0,4,4,1,1
1798,2034,w497e696,Land,1.0,3735.0,1,3,3,choice,1,1,-2.0,4,4,0,2
1799,2035,w497e696,Large,0.0,5081.0,0,4,3,choice,4,3,-1.0,4,4,2,2
1800,2036,w497e696,Small,0.0,5058.0,1,1,4,choice,1,-1,-1.0,2,2,0,1
1801,2037,w497e696,Pattern,1.0,2275.0,1,2,4,choice,3,2,3.0,2,2,1,1
1802,2038,w497e696,Sea,1.0,2127.0,1,3,4,choice,2,3,0.0,2,2,0,2
1803,2039,w497e696,Animal,1.0,2084.0,0,4,4,choice,4,-3,2.0,2,2,1,2
1804,2040,w497e696,Object,1.0,3228.0,1,1,5,choice,3,1,2.0,4,4,2,3
1805,2041,w497e696,Solid,1.0,3365.0,0,2,5,choice,1,-2,-1.0,4,4,0,2
1806,2042,w497e696,Land,1.0,1781.0,0,3,5,choice,2,-1,-1.0,4,4,1,2
1807,2043,w497e696,Large,0.0,1876.0,0,4,5,choice,4,2,1.0,4,4,3,4
1808,2044,w497e696,Small,0.0,2051.0,0,1,6,choice,1,2,1.0,1,1,0,2
1809,2045,w497e696,Land,0.0,2179.0,1,2,6,choice,4,-3,2.0,1,1,1,2
1810,2046,w497e696,Object,1.0,3958.0,0,3,6,choice,3,-1,5.0,1,1,0,1
1811,2047,w497e696,Pattern,0.0,2254.0,1,4,6,choice,2,-3,-1.0,1,1,0,4
1812,2048,w497e696,Small,0.0,2340.0,1,1,7,choice,4,-1,0.0,5,5,4,4
1813,2049,w497e696,Object,1.0,2447.0,1,2,7,choice,3,2,3.0,5,5,2,2
1814,2050,w497e696,Solid,0.0,2803.0,1,3,7,choice,2,-1,0.0,5,5,2,3
1815,2051,w497e696,Land,1.0,1382.0,1,4,7,choice,1,1,-1.0,5,5,1,2
1816,2104,w58ddb10,Pattern,1.0,3606.0,0,1,1,choice,1,-2,-2.0,3,3,1,3
1817,2105,w58ddb10,Animal,1.0,4243.0,1,2,1,choice,3,1,0.0,3,3,1,2
1818,2106,w58ddb10,Land,0.0,3462.0,1,3,1,choice,4,-2,-2.0,3,3,2,3
1819,2107,w58ddb10,Small,1.0,3331.0,0,4,1,choice,2,-1,-1.0,3,3,0,1
1820,2108,w58ddb10,Small,0.0,4153.0,0,1,2,choice,4,2,4.0,4,4,3,4
1821,2109,w58ddb10,Sea,0.0,1642.0,1,2,2,choice,3,-1,-2.0,4,4,3,4
1822,2110,w58ddb10,Pattern,1.0,4168.0,1,3,2,choice,1,2,2.0,4,4,0,0
1823,2111,w58ddb10,Animal,0.0,1589.0,1,4,2,choice,2,-3,-4.0,4,4,2,3
1824,2112,w58ddb10,Solid,,,0,1,3,choice,1,2,1.0,3,3,0,1
1825,2113,w58ddb10,Large,1.0,3820.0,1,2,3,choice,4,2,-5.0,3,3,2,2
1826,2114,w58ddb10,Sea,1.0,3360.0,0,3,3,choice,2,-3,-4.0,3,3,2,3
1827,2115,w58ddb10,Animal,1.0,4666.0,1,4,3,choice,3,2,-3.0,3,3,1,1
1828,2116,w58ddb10,Object,,,0,1,4,choice,2,3,0.0,3,3,1,1
1829,2117,w58ddb10,Large,1.0,1925.0,0,2,4,choice,4,-1,-1.0,3,3,2,2
1830,2118,w58ddb10,Solid,1.0,3301.0,0,3,4,choice,1,-2,2.0,3,3,1,1
1831,2119,w58ddb10,Sea,0.0,1913.0,0,4,4,choice,3,1,-3.0,3,3,1,1
1832,2120,w58ddb10,Large,1.0,2665.0,0,1,5,choice,1,-1,-2.0,3,3,1,2
1833,2121,w58ddb10,Land,1.0,2446.0,0,2,5,choice,3,-1,2.0,3,3,1,2
1834,2122,w58ddb10,Pattern,1.0,2455.0,0,3,5,choice,2,-2,0.0,3,3,1,3
1835,2123,w58ddb10,Object,0.0,2191.0,0,4,5,choice,4,1,-1.0,3,3,2,4
1836,2124,w58ddb10,Object,1.0,2185.0,0,1,6,choice,1,-1,-1.0,1,1,0,1
1837,2125,w58ddb10,Land,0.0,1729.0,0,2,6,choice,4,1,4.0,1,1,1,1
1838,2126,w58ddb10,Solid,1.0,3868.0,1,3,6,choice,3,6,2.0,1,1,1,1
1839,2127,w58ddb10,Small,1.0,5478.0,1,4,6,choice,2,1,1.0,1,1,1,1
1840,2128,w58ddb10,Solid,1.0,1919.0,0,1,7,choice,2,-1,-1.0,3,3,2,3
1841,2129,w58ddb10,Land,0.0,5975.0,1,2,7,choice,1,-2,-2.0,3,3,0,2
1842,2130,w58ddb10,Animal,1.0,1563.0,0,3,7,choice,4,-1,-1.0,3,3,1,3
1843,2131,w58ddb10,Large,0.0,2106.0,0,4,7,choice,3,1,-3.0,3,3,2,4
1844,2132,wa36b055,Land,1.0,2871.0,1,1,1,choice,4,5,2.0,2,2,1,2
1845,2133,wa36b055,Pattern,0.0,874.0,1,2,1,choice,3,-1,-1.0,2,2,1,4
1846,2134,wa36b055,Small,1.0,2688.0,0,3,1,choice,1,-1,1.0,2,2,1,4
1847,2135,wa36b055,Object,1.0,1178.0,1,4,1,choice,2,1,-2.0,2,2,1,4
1848,2136,wa36b055,Solid,1.0,3259.0,1,1,2,choice,4,1,4.0,1,1,0,1
1849,2137,wa36b055,Sea,1.0,2151.0,0,2,2,choice,2,-3,0.0,1,1,0,2
1850,2138,wa36b055,Object,0.0,2120.0,0,3,2,choice,1,2,2.0,1,1,0,2
1851,2139,wa36b055,Large,0.0,1777.0,1,4,2,choice,3,-1,2.0,1,1,0,3
1852,2140,wa36b055,Pattern,,,0,1,3,choice,2,1,-2.0,3,3,2,3
1853,2141,wa36b055,Animal,0.0,64.0,1,2,3,choice,4,-1,-2.0,3,3,1,2
1854,2142,wa36b055,Small,1.0,617.0,1,3,3,choice,1,2,2.0,3,3,0,1
1855,2143,wa36b055,Land,0.0,2160.0,0,4,3,choice,3,3,0.0,3,3,1,1
1856,2144,wa36b055,Land,0.0,3041.0,0,1,4,choice,1,1,-1.0,1,1,0,3
1857,2145,wa36b055,Object,0.0,1954.0,1,2,4,choice,4,-4,1.0,1,1,1,1
1858,2146,wa36b055,Pattern,0.0,980.0,1,3,4,choice,2,-1,1.0,1,1,0,1
1859,2147,wa36b055,Large,1.0,542.0,0,4,4,choice,3,-3,1.0,1,1,1,3
1860,2148,wa36b055,Sea,0.0,2229.0,1,1,5,choice,2,-1,-3.0,3,3,1,3
1861,2149,wa36b055,Animal,0.0,5538.0,1,2,5,choice,3,-1,-3.0,3,3,2,3
1862,2150,wa36b055,Small,1.0,1325.0,0,3,5,choice,4,-1,-4.0,3,3,3,4
1863,2151,wa36b055,Pattern,0.0,2340.0,0,4,5,choice,1,1,-1.0,3,3,0,1
1864,2152,wa36b055,Solid,1.0,2779.0,1,1,6,choice,1,1,-2.0,2,2,0,3
1865,2153,wa36b055,Animal,0.0,3228.0,0,2,6,choice,4,2,0.0,2,2,2,4
1866,2154,wa36b055,Sea,1.0,1475.0,1,3,6,choice,3,1,-2.0,2,2,1,3
1867,2155,wa36b055,Large,0.0,991.0,1,4,6,choice,2,-3,-2.0,2,2,0,2
1868,2156,wa36b055,Small,1.0,1717.0,0,1,7,choice,4,-1,1.0,2,2,2,3
1869,2157,wa36b055,Animal,0.0,316.0,0,2,7,choice,1,2,2.0,2,2,0,3
1870,2158,wa36b055,Land,0.0,843.0,0,3,7,choice,3,1,0.0,2,2,1,3
1871,2159,wa36b055,Solid,0.0,580.0,1,4,7,choice,2,-1,-2.0,2,2,1,3
1872,2188,w0ae94e6,Land,1.0,7291.0,0,1,1,choice,2,-1,0.0,5,5,2,2
1873,2189,w0ae94e6,Small,,,0,2,1,choice,1,-2,1.0,5,5,0,0
1874,2190,w0ae94e6,Animal,0.0,4733.0,0,3,1,choice,3,1,1.0,5,5,3,3
1875,2191,w0ae94e6,Solid,0.0,4009.0,1,4,1,choice,4,-1,3.0,5,5,3,3
1876,2192,w0ae94e6,Object,1.0,7483.0,1,1,2,choice,4,4,4.0,6,6,4,4
1877,2193,w0ae94e6,Pattern,0.0,5302.0,1,2,2,choice,1,-1,-1.0,6,6,1,1
1878,2194,w0ae94e6,Land,,,0,3,2,choice,2,1,1.0,6,6,2,2
1879,2195,w0ae94e6,Small,1.0,6345.0,0,4,2,choice,3,-2,-1.0,6,6,3,3
1880,2196,w0ae94e6,Solid,0.0,4568.0,0,1,3,choice,3,2,2.0,6,6,3,3
1881,2197,w0ae94e6,Land,1.0,3848.0,1,2,3,choice,1,2,2.0,6,6,1,1
1882,2198,w0ae94e6,Large,0.0,4218.0,1,3,3,choice,2,-4,-4.0,6,6,2,2
1883,2199,w0ae94e6,Object,0.0,3660.0,1,4,3,choice,4,-4,-4.0,6,6,4,4
1884,2200,w0ae94e6,Pattern,0.0,4848.0,0,1,4,choice,4,2,1.0,4,4,3,3
1885,2201,w0ae94e6,Large,0.0,5507.0,0,2,4,choice,2,1,0.0,4,4,2,2
1886,2202,w0ae94e6,Sea,0.0,4430.0,0,3,4,choice,3,2,-2.0,4,4,2,2
1887,2203,w0ae94e6,Animal,0.0,4413.0,1,4,4,choice,1,-1,-2.0,4,4,1,1
1888,2204,w0ae94e6,Pattern,0.0,2952.0,1,1,5,choice,4,-5,-2.0,5,5,4,4
1889,2205,w0ae94e6,Large,0.0,3303.0,1,2,5,choice,1,-2,-2.0,5,5,1,1
1890,2206,w0ae94e6,Sea,1.0,3506.0,1,3,5,choice,2,2,2.0,5,5,1,2
1891,2207,w0ae94e6,Object,0.0,3334.0,1,4,5,choice,3,-3,-3.0,5,5,3,4
1892,2208,w0ae94e6,Small,1.0,5786.0,1,1,6,choice,2,1,1.0,6,6,2,2
1893,2209,w0ae94e6,Land,0.0,1481.0,1,2,6,choice,3,-4,-4.0,6,6,3,3
1894,2210,w0ae94e6,Pattern,1.0,2481.0,1,3,6,choice,4,1,1.0,6,6,4,4
1895,2211,w0ae94e6,Object,0.0,3952.0,0,4,6,choice,1,1,1.0,6,6,1,1
1896,2212,w0ae94e6,Animal,0.0,4787.0,1,1,7,choice,3,-2,0.0,5,5,2,2
1897,2213,w0ae94e6,Small,0.0,4196.0,1,2,7,choice,4,-1,0.0,5,5,4,4
1898,2214,w0ae94e6,Sea,1.0,3557.0,1,3,7,choice,1,1,2.0,5,5,1,1
1899,2215,w0ae94e6,Solid,0.0,3260.0,1,4,7,choice,2,-3,-3.0,5,5,2,2
1900,2216,wd5e9df2,Small,1.0,1458.0,1,1,1,choice,1,1,-1.0,2,2,0,0
1901,2217,wd5e9df2,Solid,0.0,3553.0,1,2,1,choice,4,-2,-4.0,2,2,2,2
1902,2218,wd5e9df2,Land,0.0,4082.0,1,3,1,choice,2,-1,-3.0,2,2,1,1
1903,2219,wd5e9df2,Animal,0.0,2607.0,1,4,1,choice,3,-2,-6.0,2,2,1,1
1904,2220,wd5e9df2,Sea,1.0,2275.0,0,1,2,choice,1,-1,-2.0,3,3,0,0
1905,2221,wd5e9df2,Animal,1.0,2121.0,1,2,2,choice,2,1,3.0,3,3,2,2
1906,2222,wd5e9df2,Large,0.0,3021.0,1,3,2,choice,3,-3,0.0,3,3,2,2
1907,2223,wd5e9df2,Pattern,1.0,1822.0,0,4,2,choice,4,-2,1.0,3,3,2,2
1908,2224,wd5e9df2,Animal,1.0,964.0,0,1,3,choice,1,-2,-1.0,3,3,1,1
1909,2225,wd5e9df2,Solid,1.0,1149.0,1,2,3,choice,2,2,1.0,3,3,1,1
1910,2226,wd5e9df2,Sea,1.0,813.0,1,3,3,choice,3,2,3.0,3,3,2,2
1911,2227,wd5e9df2,Small,1.0,649.0,0,4,3,choice,4,-4,-1.0,3,3,2,2
1912,2228,wd5e9df2,Object,1.0,3042.0,0,1,4,choice,2,-4,1.0,1,1,1,1
1913,2229,wd5e9df2,Large,1.0,931.0,1,2,4,choice,4,1,-1.0,1,1,0,0
1914,2230,wd5e9df2,Solid,1.0,895.0,0,3,4,choice,3,-2,3.0,1,1,1,1
1915,2231,wd5e9df2,Land,1.0,1216.0,1,4,4,choice,1,2,-1.0,1,1,0,0
1916,2232,wd5e9df2,Pattern,1.0,1071.0,0,1,7,choice,4,-1,1.0,3,3,1,1
1917,2233,wd5e9df2,Sea,1.0,1215.0,1,2,7,choice,1,2,2.0,3,3,0,0
1918,2234,wd5e9df2,Large,0.0,901.0,1,3,7,choice,2,-1,0.0,3,3,1,1
1919,2235,wd5e9df2,Object,1.0,806.0,0,4,7,choice,3,-5,2.0,3,3,2,2
1920,2236,wcd5d786,Solid,,,0,1,1,choice,2,3,-1.0,3,3,0,2
1921,2237,wcd5d786,Sea,,,0,2,1,choice,3,-1,-3.0,3,3,1,2
1922,2238,wcd5d786,Object,1.0,1797.0,0,3,1,choice,4,-3,-4.0,3,3,2,5
1923,2239,wcd5d786,Large,0.0,6538.0,1,4,1,choice,1,-2,-2.0,3,3,0,2
1924,2240,wcd5d786,Large,0.0,4766.0,0,1,2,choice,1,1,1.0,6,6,1,1
1925,2241,wcd5d786,Animal,0.0,1936.0,1,2,2,choice,3,-2,-2.0,6,6,3,3
1926,2242,wcd5d786,Solid,1.0,2679.0,0,3,2,choice,4,-1,3.0,6,6,4,4
1927,2243,wcd5d786,Sea,1.0,2034.0,0,4,2,choice,2,-1,3.0,6,6,2,2
1928,2244,wcd5d786,Animal,0.0,1854.0,1,1,3,choice,2,-3,-3.0,5,5,2,2
1929,2245,wcd5d786,Land,1.0,3973.0,0,2,3,choice,1,-1,-1.0,5,5,1,2
1930,2246,wcd5d786,Pattern,1.0,2402.0,1,3,3,choice,3,3,-3.0,5,5,2,2
1931,2247,wcd5d786,Large,0.0,4494.0,1,4,3,choice,4,-2,-5.0,5,5,3,3
1932,2248,wcd5d786,Pattern,1.0,2842.0,1,1,4,choice,3,3,1.0,5,5,2,2
1933,2249,wcd5d786,Sea,1.0,1618.0,1,2,4,choice,2,1,0.0,5,5,2,3
1934,2250,wcd5d786,Small,0.0,4148.0,1,3,4,choice,1,-1,2.0,5,5,1,1
1935,2251,wcd5d786,Animal,1.0,1840.0,1,4,4,choice,4,4,6.0,5,5,3,4
1936,2252,wcd5d786,Land,1.0,4110.0,1,1,5,choice,2,4,3.0,5,5,2,3
1937,2253,wcd5d786,Solid,0.0,1885.0,1,2,5,choice,1,-2,-2.0,5,5,1,1
1938,2254,wcd5d786,Object,0.0,4107.0,0,3,5,choice,3,2,-1.0,5,5,3,3
1939,2255,wcd5d786,Large,1.0,4123.0,1,4,5,choice,4,1,-2.0,5,5,3,4
1940,2256,wcd5d786,Object,1.0,3897.0,0,1,6,choice,3,-1,1.0,5,5,2,2
1941,2257,wcd5d786,Pattern,0.0,1588.0,1,2,6,choice,2,-3,0.0,5,5,2,3
