,index,wid,option,choice,rt,correct,trial_number,game,phase,multi_time,multi_dim,dim_shown,n_true_memories,value,remembered_value,n_total_memories_shown,n_total_memories,n_remembered_shown,n_remembered,recalled_mem_value
888,1415,w8843fd3,Scene,1.0,1496.0,1,2,2,choice,Before,Category,Category,3,3,3.0,6,6,3,3,3.0
889,1416,w8843fd3,Object,0.0,2947.0,1,3,2,choice,Before,Category,Category,2,-1,-1.0,6,6,2,2,-1.0
890,1418,w8843fd3,Animal,0.0,3519.0,1,2,3,choice,After,Category,Category,2,-3,-3.0,5,5,2,2,-3.0
891,1419,w8843fd3,Food,1.0,978.0,1,3,3,choice,After,Category,Category,3,1,1.0,5,5,3,3,1.0
892,1420,w8843fd3,Red,0.0,3836.0,1,1,4,choice,Before,Color,Color,1,-1,-1.0,5,5,1,2,-1.0
893,1421,w8843fd3,Blue,1.0,731.0,1,2,4,choice,Before,Color,Color,2,3,3.0,5,5,2,2,3.0
894,1422,w8843fd3,Yellow,0.0,400.0,1,3,4,choice,Before,Color,Color,3,-1,-1.0,5,5,2,2,-2.0
895,1423,w8843fd3,Yellow,1.0,2837.0,1,1,5,choice,After,Color,Color,2,4,3.0,5,5,1,2,2.0
896,1424,w8843fd3,Blue,0.0,4767.0,1,2,5,choice,After,Color,Color,1,-2,-2.0,5,5,1,1,-2.0
897,1425,w8843fd3,Green,0.0,2449.0,1,3,5,choice,After,Color,Color,3,-1,-1.0,5,5,3,3,-1.0
898,1426,w8843fd3,Food,0.0,3647.0,0,1,6,choice,Before,Category,Category,3,2,0.0,5,5,2,2,2.0
899,1427,w8843fd3,Scene,0.0,1420.0,1,2,6,choice,Before,Category,Category,2,-3,-3.0,5,5,2,2,-3.0
900,1428,w8843fd3,Object,1.0,1680.0,1,3,6,choice,Before,Category,Category,1,2,2.0,5,5,1,1,2.0
901,1429,w8843fd3,Red,0.0,3189.0,0,1,7,choice,After,Color,Color,3,1,-2.0,4,4,2,2,-4.0
902,1430,w8843fd3,Yellow,1.0,674.0,1,2,7,choice,After,Color,Color,2,1,1.0,4,4,1,1,-1.0
903,1431,w8843fd3,Blue,0.0,2484.0,1,3,7,choice,After,Color,Color,1,-2,-2.0,4,4,1,1,-2.0
904,1447,wa136b3d,Green,1.0,3351.0,1,1,1,choice,Before,Color,Color,1,1,2.0,4,4,1,1,2.0
905,1448,wa136b3d,Red,1.0,1418.0,0,2,1,choice,Before,Color,Color,2,-4,-3.0,4,4,1,2,-2.0
906,1449,wa136b3d,Yellow,1.0,2820.0,1,3,1,choice,Before,Color,Color,3,2,2.0,4,4,2,2,0.0
907,1450,wa136b3d,Object,1.0,4147.0,0,1,2,choice,After,Category,Category,1,-2,-2.0,5,5,1,1,-2.0
908,1451,wa136b3d,Scene,1.0,1421.0,0,2,2,choice,After,Category,Category,3,-1,-3.0,5,5,2,2,-4.0
909,1452,wa136b3d,Food,0.0,1255.0,0,3,2,choice,After,Category,Category,2,3,3.0,5,5,2,2,3.0
910,1453,wa136b3d,Green,0.0,3836.0,1,1,3,choice,Before,Color,Color,3,-1,2.0,3,3,1,1,1.0
911,1454,wa136b3d,Red,1.0,3038.0,1,2,3,choice,Before,Color,Color,2,1,4.0,3,3,2,2,4.0
912,1456,wa136b3d,Scene,0.0,3421.0,0,1,4,choice,After,Category,Category,2,1,-4.0,4,4,1,1,-2.0
913,1457,wa136b3d,Animal,1.0,5996.0,1,2,4,choice,After,Category,Category,3,1,0.0,4,4,2,2,-2.0
914,1458,wa136b3d,Object,1.0,4050.0,0,3,4,choice,After,Category,Category,1,-2,2.0,4,4,1,1,2.0
915,1459,wa136b3d,Green,1.0,5130.0,1,1,5,choice,Before,Color,Color,3,1,-1.0,1,1,1,1,-1.0
916,1462,wa136b3d,Blue,1.0,963.0,1,1,6,choice,After,Color,Color,2,1,1.0,3,3,1,1,2.0
917,1464,wa136b3d,Red,0.0,3687.0,1,3,6,choice,After,Color,Color,3,-1,-6.0,3,3,2,2,-4.0
918,1465,wa136b3d,Animal,0.0,3498.0,1,1,7,choice,Before,Category,Category,2,-3,2.0,4,4,2,2,2.0
919,1466,wa136b3d,Object,1.0,1725.0,1,2,7,choice,Before,Category,Category,3,2,-1.0,4,4,2,2,0.0
920,1474,w9cf2bd7,Red,1.0,3478.0,0,1,1,choice,After,Color,Color,2,-1,1.0,3,3,2,3,1.0
921,1476,w9cf2bd7,Green,0.0,3805.0,0,3,1,choice,After,Color,Color,1,2,-2.0,3,3,1,3,-2.0
922,1477,w9cf2bd7,Scene,1.0,3953.0,1,1,2,choice,Before,Category,Category,3,1,4.0,4,4,2,3,2.0
923,1478,w9cf2bd7,Food,1.0,4789.0,1,2,2,choice,Before,Category,Category,2,1,3.0,4,4,2,2,3.0
924,1481,w9cf2bd7,Scene,1.0,1270.0,1,2,3,choice,After,Category,Category,2,2,4.0,3,3,1,1,2.0
925,1482,w9cf2bd7,Food,0.0,2908.0,1,3,3,choice,After,Category,Category,3,-1,-1.0,3,3,2,2,0.0
926,1484,w9cf2bd7,Blue,0.0,1187.0,1,2,4,choice,Before,Color,Color,2,-1,0.0,2,2,2,2,0.0
927,1487,w9cf2bd7,Green,1.0,622.0,0,2,5,choice,After,Color,Color,3,-2,0.0,3,3,1,1,-1.0
928,1488,w9cf2bd7,Blue,0.0,535.0,0,3,5,choice,After,Color,Color,2,3,0.0,3,3,2,2,0.0
929,1489,w9cf2bd7,Blue,0.0,3654.0,1,1,6,choice,Before,Color,Color,2,-3,-4.0,6,6,2,2,-4.0
930,1490,w9cf2bd7,Red,1.0,1013.0,1,2,6,choice,Before,Color,Color,3,1,4.0,6,6,3,3,4.0
931,1491,w9cf2bd7,Yellow,1.0,1219.0,1,3,6,choice,Before,Color,Color,1,2,2.0,6,6,1,1,2.0
932,1492,w9cf2bd7,Object,0.0,1834.0,1,1,7,choice,After,Category,Category,3,-3,-5.0,5,5,2,3,-3.0
933,1493,w9cf2bd7,Scene,1.0,1416.0,0,2,7,choice,After,Category,Category,1,-1,1.0,5,5,1,1,1.0
934,1494,w9cf2bd7,Animal,1.0,929.0,1,3,7,choice,After,Category,Category,2,4,4.0,5,5,2,2,4.0
935,1501,wf537da7,Object,,,0,1,1,choice,After,Category,Category,3,2,0.0,5,5,2,2,1.0
936,1502,wf537da7,Animal,0.0,7155.0,1,2,1,choice,After,Category,Category,2,-3,-3.0,5,5,2,2,-3.0
937,1503,wf537da7,Food,1.0,2724.0,1,3,1,choice,After,Category,Category,1,1,1.0,5,5,1,1,1.0
938,1504,wf537da7,Object,1.0,1690.0,0,1,2,choice,Before,Category,Category,2,-3,-4.0,4,4,1,1,-2.0
939,1505,wf537da7,Scene,1.0,1841.0,1,2,2,choice,Before,Category,Category,3,2,4.0,4,4,2,2,3.0
940,1506,wf537da7,Food,0.0,2657.0,0,3,2,choice,Before,Category,Category,1,1,-1.0,4,4,1,2,-1.0
941,1507,wf537da7,Yellow,0.0,4037.0,0,1,3,choice,After,Color,Color,3,2,2.0,2,2,1,1,2.0
942,1508,wf537da7,Red,1.0,1024.0,0,2,3,choice,After,Color,Color,2,-2,0.0,2,2,1,1,1.0
943,1510,wf537da7,Animal,0.0,1840.0,1,1,4,choice,Before,Category,Category,3,-2,-5.0,5,5,2,2,-3.0
944,1511,wf537da7,Object,0.0,1655.0,1,2,4,choice,Before,Category,Category,1,-1,-1.0,5,5,1,1,-1.0
945,1512,wf537da7,Scene,1.0,1248.0,1,3,4,choice,Before,Category,Category,2,2,3.0,5,5,2,2,3.0
946,1513,wf537da7,Yellow,0.0,3627.0,0,1,5,choice,After,Color,Color,2,4,-3.0,2,2,1,2,-1.0
947,1514,wf537da7,Green,1.0,987.0,0,2,5,choice,After,Color,Color,3,-2,-1.0,2,2,1,1,-1.0
948,1517,wf537da7,Object,0.0,895.0,1,2,6,choice,Before,Category,Category,1,-2,-2.0,3,3,1,1,-2.0
949,1518,wf537da7,Food,0.0,1875.0,1,3,6,choice,Before,Category,Category,3,-1,-4.0,3,3,2,2,-3.0
950,1520,wf537da7,Yellow,0.0,1246.0,0,2,7,choice,After,Color,Color,2,3,-1.0,3,3,1,2,-2.0
951,1521,wf537da7,Red,1.0,508.0,0,3,7,choice,After,Color,Color,3,-3,2.0,3,3,2,2,3.0
952,1530,wa4fe3e4,Blue,0.0,522.0,0,3,1,choice,Before,Color,Color,3,1,-1.0,1,1,1,2,-2.0
953,1531,wa4fe3e4,Blue,1.0,1336.0,1,1,2,choice,After,Color,Color,2,1,2.0,3,3,1,2,1.0
954,1533,wa4fe3e4,Red,1.0,413.0,1,3,2,choice,After,Color,Color,3,2,2.0,3,3,1,1,4.0
955,1534,wa4fe3e4,Scene,1.0,5450.0,1,1,3,choice,Before,Category,Category,1,2,2.0,6,6,1,1,4.0
956,1535,wa4fe3e4,Animal,1.0,1975.0,0,2,3,choice,Before,Category,Category,2,-1,3.0,6,6,1,1,2.0
957,1536,wa4fe3e4,Food,0.0,2161.0,1,3,3,choice,Before,Category,Category,3,-1,-2.0,6,6,1,1,-2.0
958,1539,wa4fe3e4,Animal,0.0,292.0,1,3,4,choice,After,Category,Category,3,-1,1.0,3,3,1,1,3.0
959,1540,wa4fe3e4,Yellow,0.0,2753.0,1,1,5,choice,Before,Color,Color,2,-4,-2.0,2,2,1,1,-1.0
960,1541,wa4fe3e4,Green,1.0,1035.0,1,2,5,choice,Before,Color,Color,3,1,0.0,2,2,1,1,1.0
961,1543,wa4fe3e4,Food,1.0,2769.0,1,1,6,choice,After,Category,Category,3,1,-1.0,4,4,2,2,-4.0
962,1546,wa5817fc,Red,0.0,4509.0,1,1,1,choice,After,Color,Color,1,-2,-2.0,5,5,1,1,-2.0
963,1547,wa5817fc,Yellow,1.0,1747.0,1,2,1,choice,After,Color,Color,2,3,3.0,5,5,2,2,3.0
964,1548,wa5817fc,Blue,0.0,2495.0,1,3,1,choice,After,Color,Color,3,-1,2.0,5,5,2,2,3.0
965,1549,wa5817fc,Yellow,0.0,2159.0,0,1,2,choice,Before,Color,Color,3,1,0.0,5,5,2,2,2.0
966,1550,wa5817fc,Green,1.0,1351.0,0,2,2,choice,Before,Color,Color,2,-1,0.0,5,5,2,2,0.0
967,1551,wa5817fc,Red,0.0,4777.0,1,3,2,choice,Before,Color,Color,1,-2,-2.0,5,5,1,2,-2.0
968,1552,wa5817fc,Animal,0.0,2019.0,0,1,3,choice,After,Category,Category,3,1,-2.0,4,4,3,3,-2.0
969,1553,wa5817fc,Object,1.0,1019.0,0,2,3,choice,After,Category,Category,2,-1,1.0,4,4,1,1,2.0
970,1555,wa5817fc,Animal,1.0,891.0,1,1,4,choice,Before,Category,Category,2,2,0.0,6,6,2,2,0.0
971,1556,wa5817fc,Object,0.0,1377.0,1,2,4,choice,Before,Category,Category,3,-3,-2.0,6,6,3,3,-2.0
972,1557,wa5817fc,Scene,1.0,872.0,0,3,4,choice,Before,Category,Category,1,-1,-2.0,6,6,1,1,-2.0
973,1558,wa5817fc,Scene,0.0,2813.0,1,1,5,choice,After,Category,Category,2,-1,1.0,4,4,2,2,1.0
974,1559,wa5817fc,Object,1.0,2425.0,1,2,5,choice,After,Category,Category,3,1,-2.0,4,4,1,1,1.0
975,1560,wa5817fc,Animal,0.0,2667.0,1,3,5,choice,After,Category,Category,1,-1,-2.0,4,4,1,2,-2.0
976,1561,wa5817fc,Blue,0.0,1800.0,1,1,6,choice,Before,Color,Color,3,-1,-4.0,3,3,1,1,-1.0
977,1562,wa5817fc,Red,0.0,5151.0,1,2,6,choice,Before,Color,Color,2,-1,0.0,3,3,1,2,1.0
978,1563,wa5817fc,Green,1.0,876.0,1,3,6,choice,Before,Color,Color,1,2,2.0,3,3,1,2,2.0
979,1564,wa5817fc,Yellow,1.0,3674.0,1,1,7,choice,After,Color,Color,1,2,-1.0,5,5,1,1,-1.0
980,1565,wa5817fc,Green,0.0,920.0,0,2,7,choice,After,Color,Color,3,1,-1.0,5,5,2,2,1.0
981,1566,wa5817fc,Blue,0.0,428.0,1,3,7,choice,After,Color,Color,2,-3,-1.0,5,5,2,2,-1.0
982,1573,wd238f0c,Green,0.0,4588.0,1,1,1,choice,After,Color,Color,2,-1,-1.0,4,4,1,1,-2.0
983,1574,wd238f0c,Yellow,1.0,1950.0,0,2,1,choice,After,Color,Color,1,-1,-1.0,4,4,1,2,-1.0
984,1575,wd238f0c,Blue,0.0,3554.0,0,3,1,choice,After,Color,Color,3,1,5.0,4,4,2,2,3.0
985,1576,wd238f0c,Scene,1.0,1318.0,1,1,2,choice,Before,Category,Category,3,2,6.0,1,1,1,1,2.0
986,1579,wd238f0c,Red,1.0,4092.0,1,1,3,choice,After,Color,Color,2,1,3.0,3,3,1,1,2.0
987,1580,wd238f0c,Green,0.0,4158.0,0,2,3,choice,After,Color,Color,1,2,2.0,3,3,1,1,2.0
988,1581,wd238f0c,Yellow,0.0,3124.0,1,3,3,choice,After,Color,Color,3,-2,-1.0,3,3,1,1,-2.0
989,1583,wd238f0c,Animal,0.0,1092.0,1,2,4,choice,Before,Category,Category,3,-2,-3.0,2,2,2,3,-4.0
990,1586,wd238f0c,Green,0.0,1002.0,1,2,5,choice,After,Color,Color,3,-3,-3.0,2,2,2,2,-4.0
991,1588,w16b46ff,Object,1.0,5501.0,1,1,1,choice,Before,Category,Category,3,1,1.0,3,3,1,1,2.0
992,1589,w16b46ff,Animal,0.0,4914.0,1,2,1,choice,Before,Category,Category,2,-1,-1.0,3,3,2,2,-1.0
993,1593,w16b46ff,Scene,1.0,1772.0,0,3,2,choice,After,Category,Category,3,-1,2.0,2,2,2,2,3.0
994,1595,w16b46ff,Food,1.0,1356.0,1,2,3,choice,Before,Category,Category,3,1,1.0,3,3,3,3,1.0
995,1597,w16b46ff,Red,1.0,2329.0,1,1,4,choice,After,Color,Color,1,2,1.0,4,4,1,1,1.0
996,1598,w16b46ff,Blue,0.0,2177.0,1,2,4,choice,After,Color,Color,2,-2,3.0,4,4,1,1,2.0
997,1599,w16b46ff,Yellow,0.0,1844.0,0,3,4,choice,After,Color,Color,3,1,5.0,4,4,2,2,3.0
998,1600,w16b46ff,Food,0.0,2226.0,1,1,5,choice,Before,Category,Category,3,-1,1.0,3,3,1,1,2.0
999,1601,w16b46ff,Animal,1.0,1680.0,1,2,5,choice,Before,Category,Category,2,1,-2.0,3,3,1,1,-1.0
1000,1602,w16b46ff,Scene,0.0,867.0,0,3,5,choice,Before,Category,Category,1,2,2.0,3,3,1,1,2.0
1001,1605,w16b46ff,Yellow,0.0,1001.0,0,3,6,choice,After,Color,Color,1,2,2.0,1,1,1,1,2.0
1002,1606,wb6ad69e,Animal,,,0,1,1,choice,After,Category,Category,2,1,-2.0,6,6,2,2,-2.0
1003,1607,wb6ad69e,Food,1.0,3049.0,0,2,1,choice,After,Category,Category,1,-1,2.0,6,6,1,1,2.0
1004,1608,wb6ad69e,Scene,1.0,1990.0,1,3,1,choice,After,Category,Category,3,3,3.0,6,6,3,3,3.0
1005,1609,wb6ad69e,Yellow,1.0,3462.0,0,1,2,choice,Before,Color,Color,3,-2,2.0,6,6,3,3,2.0
1006,1610,wb6ad69e,Red,0.0,2695.0,1,2,2,choice,Before,Color,Color,1,-2,-2.0,6,6,1,1,-2.0
1007,1611,wb6ad69e,Green,1.0,1143.0,1,3,2,choice,Before,Color,Color,2,3,4.0,6,6,2,2,4.0
1008,1612,wb6ad69e,Object,0.0,6370.0,1,1,3,choice,After,Category,Category,2,-4,-4.0,6,6,2,2,-4.0
1009,1613,wb6ad69e,Food,1.0,3544.0,1,2,3,choice,After,Category,Category,1,2,2.0,6,6,1,1,2.0
1010,1614,wb6ad69e,Animal,1.0,1712.0,1,3,3,choice,After,Category,Category,3,3,3.0,6,6,3,3,3.0
1011,1615,wb6ad69e,Object,1.0,6245.0,1,1,4,choice,Before,Category,Category,3,2,2.0,6,6,3,3,2.0
1012,1616,wb6ad69e,Scene,1.0,3555.0,1,2,4,choice,Before,Category,Category,1,2,2.0,6,6,1,1,2.0
1013,1617,wb6ad69e,Animal,0.0,3250.0,1,3,4,choice,Before,Category,Category,2,-3,-3.0,6,6,2,2,-3.0
1014,1618,wb6ad69e,Green,1.0,3701.0,0,1,5,choice,After,Color,Color,3,-1,2.0,6,6,3,3,2.0
1015,1619,wb6ad69e,Red,0.0,2231.0,0,2,5,choice,After,Color,Color,2,3,0.0,6,6,2,2,0.0
1016,1620,wb6ad69e,Yellow,0.0,4392.0,1,3,5,choice,After,Color,Color,1,-2,-2.0,6,6,1,1,-2.0
1017,1621,wb6ad69e,Green,0.0,5660.0,0,1,6,choice,Before,Color,Color,1,2,-1.0,6,6,1,1,-1.0
1018,1622,wb6ad69e,Blue,1.0,5698.0,0,2,6,choice,Before,Color,Color,3,-2,1.0,6,6,3,3,1.0
1019,1623,wb6ad69e,Red,0.0,3003.0,1,3,6,choice,Before,Color,Color,2,-1,-1.0,6,6,2,2,-1.0
1020,1624,wb6ad69e,Object,0.0,3564.0,1,1,7,choice,After,Category,Category,2,-3,-3.0,6,6,2,2,-3.0
1021,1625,wb6ad69e,Scene,1.0,3950.0,1,2,7,choice,After,Category,Category,3,1,1.0,6,6,3,3,1.0
1022,1626,wb6ad69e,Food,1.0,4154.0,1,3,7,choice,After,Category,Category,1,1,1.0,6,6,1,1,1.0
1023,1633,waf9be39,Blue,0.0,3753.0,1,1,2,choice,Before,Color,Color,2,-1,-1.0,6,6,2,2,-1.0
1024,1634,waf9be39,Green,1.0,3382.0,1,2,2,choice,Before,Color,Color,1,2,2.0,6,6,1,1,2.0
1025,1635,waf9be39,Red,0.0,2077.0,1,3,2,choice,Before,Color,Color,3,-2,-1.0,6,6,3,3,-1.0
1026,1637,waf9be39,Animal,0.0,2147.0,1,2,3,choice,After,Category,Category,2,-2,-2.0,4,4,1,1,-2.0
1027,1638,waf9be39,Food,0.0,707.0,0,3,3,choice,After,Category,Category,3,2,-3.0,4,4,2,2,-2.0
1028,1639,waf9be39,Blue,0.0,3225.0,0,1,4,choice,Before,Color,Color,2,1,0.0,4,4,1,1,-2.0
1029,1640,waf9be39,Red,1.0,2058.0,1,2,4,choice,Before,Color,Color,1,2,2.0,4,4,1,1,2.0
1030,1641,waf9be39,Yellow,1.0,1631.0,0,3,4,choice,Before,Color,Color,3,-1,-1.0,4,4,2,2,1.0
1031,1642,waf9be39,Food,1.0,2260.0,1,1,5,choice,After,Category,Category,3,2,2.0,1,1,1,1,1.0
1032,1645,waf9be39,Red,0.0,3481.0,1,1,6,choice,Before,Color,Color,2,-2,-2.0,6,6,2,2,-2.0
1033,1646,waf9be39,Yellow,1.0,3106.0,1,2,6,choice,Before,Color,Color,1,1,1.0,6,6,1,1,1.0
1034,1647,waf9be39,Green,1.0,879.0,1,3,6,choice,Before,Color,Color,3,1,1.0,6,6,3,3,1.0
1035,1648,waf9be39,Blue,0.0,3952.0,1,1,7,choice,After,Color,Color,1,-1,-2.0,6,6,1,1,-2.0
1036,1649,waf9be39,Red,0.0,1194.0,1,2,7,choice,After,Color,Color,3,-2,-2.0,6,6,3,3,-2.0
1037,1650,waf9be39,Yellow,1.0,1041.0,1,3,7,choice,After,Color,Color,2,2,2.0,6,6,2,2,2.0
1038,1657,w4a66ba2,Food,1.0,2105.0,1,1,1,choice,After,Category,Category,3,3,0.0,3,3,1,1,-1.0
1039,1658,w4a66ba2,Object,0.0,1524.0,1,2,1,choice,After,Category,Category,2,-2,0.0,3,3,1,1,-1.0
1040,1659,w4a66ba2,Scene,1.0,1170.0,1,3,1,choice,After,Category,Category,1,2,2.0,3,3,1,2,2.0
1041,1660,w4a66ba2,Scene,0.0,1530.0,1,1,2,choice,Before,Category,Category,3,-2,-2.0,4,4,3,3,-2.0
1042,1661,w4a66ba2,Food,1.0,1867.0,1,2,2,choice,Before,Category,Category,2,2,2.0,4,4,1,2,1.0
1043,1663,w4a66ba2,Yellow,1.0,1305.0,0,1,3,choice,After,Color,Color,1,-1,-1.0,3,3,1,2,-1.0
1044,1664,w4a66ba2,Green,1.0,1485.0,1,2,3,choice,After,Color,Color,2,3,1.0,3,3,1,2,-1.0
1045,1665,w4a66ba2,Red,1.0,1869.0,0,3,3,choice,After,Color,Color,3,-2,2.0,3,3,1,1,1.0
1046,1668,w4a66ba2,Blue,1.0,1354.0,0,3,4,choice,Before,Color,Color,3,-2,-1.0,2,2,2,2,0.0
1047,1669,w4a66ba2,Food,1.0,1923.0,0,1,6,choice,Before,Category,Category,3,-1,2.0,3,3,2,2,0.0
1048,1671,w4a66ba2,Animal,1.0,793.0,1,3,6,choice,Before,Category,Category,2,4,1.0,3,3,1,1,2.0
1049,1673,w4a66ba2,Yellow,1.0,932.0,0,2,7,choice,After,Color,Color,3,-1,2.0,1,1,1,1,2.0
1050,1676,wdea5d27,Blue,1.0,856.0,0,2,1,choice,After,Color,Color,3,-1,-2.0,1,1,1,2,2.0
1051,1678,wdea5d27,Food,1.0,2736.0,1,1,2,choice,Before,Category,Category,2,1,1.0,3,3,1,1,2.0
1052,1679,wdea5d27,Scene,1.0,1341.0,0,2,2,choice,Before,Category,Category,3,-2,2.0,3,3,2,2,3.0
1053,1681,wdea5d27,Green,0.0,3171.0,1,1,3,choice,After,Color,Color,2,-3,-3.0,3,3,1,2,-1.0
1054,1682,wdea5d27,Red,1.0,976.0,1,2,3,choice,After,Color,Color,3,2,1.0,3,3,2,2,2.0
1055,1684,wdea5d27,Object,0.0,3186.0,1,1,4,choice,Before,Category,Category,3,-2,-1.0,3,3,2,2,0.0
1056,1686,wdea5d27,Animal,1.0,3234.0,1,3,4,choice,Before,Category,Category,2,2,3.0,3,3,1,3,2.0
1057,1687,wdea5d27,Scene,0.0,2174.0,0,1,5,choice,After,Category,Category,3,3,2.0,3,3,1,1,1.0
1058,1688,wdea5d27,Animal,1.0,1313.0,0,2,5,choice,After,Category,Category,2,-2,-4.0,3,3,2,2,-4.0
1059,1692,wdea5d27,Red,1.0,1450.0,1,3,6,choice,Before,Color,Color,3,2,5.0,1,1,1,1,2.0
1060,1693,wdea5d27,Yellow,0.0,1366.0,0,1,7,choice,After,Color,Color,3,1,-1.0,2,2,2,2,-3.0
1061,1720,wbf1c81e,Object,,,0,1,1,choice,Before,Category,Category,3,-3,-2.0,5,5,3,3,-2.0
1062,1721,wbf1c81e,Food,0.0,2911.0,1,2,1,choice,Before,Category,Category,1,-1,-1.0,5,5,1,1,-1.0
1063,1722,wbf1c81e,Animal,1.0,1578.0,1,3,1,choice,Before,Category,Category,2,3,1.0,5,5,1,1,2.0
1064,1723,wbf1c81e,Scene,1.0,2388.0,1,1,2,choice,After,Category,Category,3,1,-1.0,6,6,3,3,-1.0
1065,1724,wbf1c81e,Food,1.0,1573.0,0,2,2,choice,After,Category,Category,2,-1,1.0,6,6,2,2,1.0
1066,1725,wbf1c81e,Object,0.0,1410.0,1,3,2,choice,After,Category,Category,1,-2,-2.0,6,6,1,1,-2.0
1067,1726,wbf1c81e,Green,0.0,2054.0,1,1,3,choice,Before,Color,Color,3,-2,-6.0,3,3,1,1,-2.0
1068,1727,wbf1c81e,Blue,1.0,871.0,1,2,3,choice,Before,Color,Color,1,1,1.0,3,3,1,2,1.0
1069,1728,wbf1c81e,Red,1.0,544.0,0,3,3,choice,Before,Color,Color,2,-1,3.0,3,3,1,1,2.0
1070,1729,wbf1c81e,Red,1.0,2368.0,1,1,4,choice,After,Color,Color,1,1,0.0,4,4,1,1,0.0
1071,1730,wbf1c81e,Blue,0.0,2849.0,1,2,4,choice,After,Color,Color,2,-1,-3.0,4,4,1,1,-1.0
1072,1731,wbf1c81e,Yellow,1.0,726.0,0,3,4,choice,After,Color,Color,3,-1,1.0,4,4,2,2,2.0
1073,1732,wbf1c81e,Object,0.0,3976.0,1,1,5,choice,Before,Category,Category,3,-2,-1.0,4,4,2,2,0.0
1074,1733,wbf1c81e,Animal,1.0,3668.0,1,2,5,choice,Before,Category,Category,2,4,4.0,4,4,1,1,2.0
1075,1734,wbf1c81e,Food,0.0,2500.0,1,3,5,choice,Before,Category,Category,1,-2,-2.0,4,4,1,1,-2.0
1076,1735,wbf1c81e,Blue,0.0,2560.0,1,1,6,choice,After,Color,Color,2,-3,-2.0,4,4,1,2,-1.0
1077,1736,wbf1c81e,Red,1.0,585.0,1,2,6,choice,After,Color,Color,3,1,5.0,4,4,2,2,3.0
1078,1737,wbf1c81e,Yellow,0.0,626.0,0,3,6,choice,After,Color,Color,1,2,-2.0,4,4,1,1,-2.0
1079,1740,wbf1c81e,Red,1.0,403.0,1,3,7,choice,Before,Color,Color,1,1,1.0,1,1,1,2,1.0
1080,1775,w61b360a,Food,1.0,2242.0,1,2,1,choice,Before,Category,Category,1,2,2.0,2,2,1,1,2.0
1081,1776,w61b360a,Object,0.0,3397.0,0,3,1,choice,Before,Category,Category,3,1,1.0,2,2,1,2,1.0
1082,1777,w61b360a,Red,1.0,3445.0,1,1,2,choice,After,Color,Color,3,1,-1.0,4,4,1,1,-1.0
1083,1778,w61b360a,Green,1.0,3879.0,1,2,2,choice,After,Color,Color,1,2,2.0,4,4,1,1,2.0
1084,1779,w61b360a,Blue,1.0,2246.0,0,3,2,choice,After,Color,Color,2,-3,-3.0,4,4,2,2,-3.0
1085,1780,w61b360a,Food,1.0,4822.0,0,1,3,choice,Before,Category,Category,3,-2,-2.0,5,5,3,3,-2.0
1086,1781,w61b360a,Scene,1.0,6120.0,1,2,3,choice,Before,Category,Category,1,2,2.0,5,5,1,1,2.0
1087,1782,w61b360a,Animal,0.0,2835.0,0,3,3,choice,Before,Category,Category,2,1,1.0,5,5,1,1,-1.0
1088,1784,w61b360a,Yellow,0.0,2630.0,1,2,4,choice,After,Color,Color,3,-1,-2.0,3,3,2,2,-1.0
1089,1785,w61b360a,Red,1.0,2532.0,1,3,4,choice,After,Color,Color,1,1,1.0,3,3,1,1,1.0
1090,1786,w61b360a,Blue,1.0,2477.0,1,1,5,choice,Before,Color,Color,1,1,2.0,5,5,1,1,2.0
1091,1787,w61b360a,Yellow,1.0,4171.0,1,2,5,choice,Before,Color,Color,2,1,0.0,5,5,1,2,1.0
1092,1788,w61b360a,Green,1.0,2012.0,0,3,5,choice,Before,Color,Color,3,-2,-2.0,5,5,3,3,-2.0
1093,1789,w61b360a,Red,0.0,2119.0,0,1,6,choice,After,Color,Color,2,3,2.0,4,4,1,1,1.0
1094,1790,w61b360a,Green,0.0,3015.0,1,2,6,choice,After,Color,Color,3,-2,-3.0,4,4,2,2,-2.0
1095,1791,w61b360a,Yellow,1.0,997.0,0,3,6,choice,After,Color,Color,1,-2,-1.0,4,4,1,1,-1.0
1096,1793,w61b360a,Object,0.0,2750.0,1,2,7,choice,Before,Category,Category,2,-3,-3.0,4,4,1,1,-1.0
1097,1794,w61b360a,Scene,1.0,2652.0,1,3,7,choice,Before,Category,Category,3,3,2.0,4,4,3,3,2.0
1098,1803,w8e07aa1,Scene,1.0,907.0,0,3,1,choice,Before,Category,Category,3,-1,3.0,1,1,1,1,-1.0
1099,1806,w8e07aa1,Yellow,1.0,1210.0,0,3,2,choice,After,Color,Color,3,-1,6.0,1,1,1,1,2.0
1100,1807,w8e07aa1,Animal,1.0,5765.0,0,1,3,choice,Before,Category,Category,3,-1,-2.0,5,5,2,2,0.0
1101,1808,w8e07aa1,Food,1.0,2055.0,1,2,3,choice,Before,Category,Category,1,1,2.0,5,5,1,1,2.0
1102,1809,w8e07aa1,Object,0.0,759.0,1,3,3,choice,Before,Category,Category,2,-1,-1.0,5,5,2,2,-1.0
1103,1810,w8e07aa1,Green,1.0,7150.0,0,1,5,choice,Before,Color,Color,3,-4,4.0,2,2,1,1,1.0
1104,1812,w8e07aa1,Red,1.0,2293.0,1,3,5,choice,Before,Color,Color,2,3,-3.0,2,2,1,1,-2.0
