,index,wid,option,choice,rt,correct,trial_number,game,phase,n_true_memories,n_considered,value,remembered_value,n_total_memories_shown,n_total_memories,n_remembered_shown,n_remembered,recalled_mem_value,considered_value,considered_mem_value,considered_recalled_mem_value
619,953,wf3a15bc,Food,1.0,2366.0,0,6,4,choice,2,2,-6,-4.0,2,2,1,1,5.0,-18,5.0,5.0
620,954,w65ae27b,Blue,1.0,2963.0,0,1,1,choice,2,4,-1,-14.0,2,2,1,1,-8.0,-2,-14.0,-8.0
621,955,w65ae27b,Green,0.0,1569.0,0,2,1,choice,1,3,5,-4.0,2,2,1,1,-4.0,10,-4.0,-4.0
622,957,w65ae27b,Object,1.0,1051.0,0,4,1,choice,2,4,-5,-7.0,2,2,1,1,-8.0,-10,-7.0,-8.0
623,958,w65ae27b,Animal,1.0,1465.0,0,5,1,choice,3,4,-1,-9.0,2,2,1,1,-4.0,-2,-9.0,-4.0
624,960,w65ae27b,Yellow,1.0,2368.0,1,1,2,choice,3,1,3,-4.0,4,4,1,1,-7.0,-14,-7.0,-7.0
625,961,w65ae27b,Blue,0.0,2551.0,1,2,2,choice,1,1,-5,-5.0,4,4,1,1,-5.0,-10,-5.0,-5.0
626,962,w65ae27b,Object,0.0,2689.0,0,3,2,choice,2,1,2,9.0,4,4,1,1,5.0,-6,5.0,5.0
627,964,w65ae27b,Green,1.0,1302.0,1,5,2,choice,2,2,7,14.0,4,4,2,2,14.0,12,14.0,14.0
628,965,w65ae27b,Scene,0.0,1902.0,1,6,2,choice,3,3,-3,-3.0,4,4,3,3,-3.0,-6,-3.0,-3.0
629,967,w65ae27b,Animal,0.0,3267.0,1,2,3,choice,1,2,-2,-4.0,3,3,1,1,-4.0,-4,-4.0,-4.0
630,968,w65ae27b,Green,1.0,2253.0,0,3,3,choice,3,3,-1,0.0,3,3,2,2,1.0,-2,0.0,1.0
631,969,w65ae27b,Yellow,1.0,972.0,0,4,3,choice,2,2,-5,-1.0,3,3,1,1,-6.0,-10,-1.0,-6.0
632,970,w65ae27b,Object,1.0,880.0,1,5,3,choice,3,3,2,2.0,3,3,2,2,-1.0,4,2.0,-1.0
633,972,w65ae27b,Scene,1.0,1846.0,0,1,4,choice,3,1,-1,4.0,2,2,1,1,5.0,-4,5.0,5.0
634,973,w65ae27b,Red,1.0,1614.0,0,2,4,choice,1,2,-2,5.0,2,2,1,1,5.0,-4,5.0,5.0
635,977,w65ae27b,Green,1.0,543.0,1,6,4,choice,2,2,7,-8.0,2,2,1,1,-1.0,-1,-1.0,-1.0
636,978,w65ae27b,Yellow,1.0,1680.0,1,1,5,choice,1,2,6,8.0,2,2,1,1,8.0,12,8.0,8.0
637,980,w65ae27b,Scene,1.0,1038.0,0,3,5,choice,1,3,-5,5.0,2,2,1,2,5.0,-5,5.0,5.0
638,981,w65ae27b,Food,1.0,1660.0,1,4,5,choice,3,3,5,7.0,2,2,1,1,8.0,3,2.0,8.0
639,1014,w5e13b84,Animal,1.0,6727.0,1,1,1,choice,2,4,6,0.0,1,1,1,3,-3.0,12,0.0,-3.0
640,1019,w5e13b84,Green,0.0,1175.0,1,6,1,choice,2,4,-1,-12.0,1,1,1,1,-3.0,-2,-12.0,-3.0
641,1022,w5e13b84,Green,0.0,1245.0,0,3,2,choice,3,2,5,3.0,3,3,2,2,-1.0,4,-1.0,-1.0
642,1023,w5e13b84,Scene,1.0,399.0,0,4,2,choice,3,1,-2,10.0,3,3,1,1,8.0,6,8.0,8.0
643,1024,w5e13b84,Yellow,1.0,1341.0,1,5,2,choice,2,2,2,10.0,3,3,1,1,6.0,7,10.0,6.0
644,1025,w5e13b84,Food,1.0,1211.0,0,6,2,choice,2,2,-4,-3.0,3,3,2,2,-3.0,-8,-3.0,-3.0
645,1027,w5e13b84,Blue,0.0,684.0,1,2,3,choice,2,2,-7,-7.0,3,3,2,2,-7.0,-14,-7.0,-7.0
646,1028,w5e13b84,Animal,1.0,1067.0,1,3,3,choice,3,2,1,3.0,3,3,2,2,6.0,-1,6.0,6.0
647,1029,w5e13b84,Object,1.0,865.0,0,4,3,choice,2,2,-2,-16.0,3,3,1,1,-9.0,-4,-16.0,-9.0
648,1030,w5e13b84,Yellow,1.0,1815.0,0,5,3,choice,3,2,-2,2.0,3,3,1,1,4.0,6,-3.0,4.0
649,1032,w5e13b84,Scene,1.0,5069.0,1,1,4,choice,1,1,5,-7.0,4,4,1,1,-7.0,10,-7.0,-7.0
650,1033,w5e13b84,Object,1.0,1843.0,0,2,4,choice,3,2,-1,17.0,4,4,1,1,7.0,-11,13.0,7.0
651,1035,w5e13b84,Red,0.0,1420.0,0,4,4,choice,3,2,2,-12.0,4,4,2,2,-16.0,-8,-16.0,-16.0
652,1036,w5e13b84,Yellow,1.0,649.0,0,5,4,choice,2,2,-2,11.0,4,4,2,2,11.0,-4,11.0,11.0
653,1037,w5e13b84,Animal,1.0,1310.0,0,6,4,choice,2,2,-7,-5.0,4,4,2,2,-5.0,-14,-5.0,-5.0
654,1043,w5e13b84,Green,0.0,1606.0,0,6,5,choice,1,2,4,9.0,1,1,1,1,9.0,4,9.0,9.0
655,1047,wf1704eb,Food,1.0,2049.0,1,4,1,choice,3,1,2,0.0,3,3,3,3,0.0,10,4.0,4.0
656,1048,wf1704eb,Yellow,1.0,836.0,1,5,1,choice,3,1,2,5.0,3,3,1,1,4.0,3,4.0,4.0
657,1050,wf1704eb,Food,1.0,4245.0,0,1,2,choice,2,1,-4,-6.0,6,6,2,2,-6.0,-4,-9.0,-9.0
658,1051,wf1704eb,Animal,0.0,3436.0,0,2,2,choice,1,1,3,-7.0,6,6,1,1,-7.0,3,-7.0,-7.0
659,1052,wf1704eb,Scene,0.0,4637.0,1,3,2,choice,3,1,-1,-1.0,6,6,3,3,-1.0,-1,-3.0,-3.0
660,1053,wf1704eb,Green,0.0,2683.0,1,4,2,choice,1,1,-7,-7.0,6,6,1,1,-7.0,-7,-7.0,-7.0
661,1054,wf1704eb,Red,1.0,1561.0,1,5,2,choice,2,1,3,0.0,6,6,2,2,0.0,3,3.0,3.0
662,1055,wf1704eb,Blue,0.0,2286.0,0,6,2,choice,3,1,2,-7.0,6,6,3,3,-7.0,2,9.0,9.0
663,1057,wf1704eb,Animal,1.0,2700.0,1,2,3,choice,1,1,2,2.0,3,3,1,1,2.0,2,2.0,2.0
664,1058,wf1704eb,Red,0.0,6532.0,0,3,3,choice,3,1,1,-11.0,3,3,2,3,-5.0,-12,-7.0,-7.0
665,1060,wf1704eb,Green,1.0,2049.0,1,5,3,choice,2,1,5,13.0,3,3,1,2,9.0,14,9.0,9.0
666,1061,wf1704eb,Scene,1.0,1044.0,0,6,3,choice,3,2,-6,4.0,3,3,2,2,2.0,-4,2.0,2.0
667,1062,wf1704eb,Red,1.0,5750.0,1,1,4,choice,1,1,9,7.0,4,4,1,1,7.0,9,7.0,7.0
668,1063,wf1704eb,Blue,0.0,4539.0,1,2,4,choice,3,1,-2,13.0,4,4,2,2,16.0,7,7.0,7.0
669,1065,wf1704eb,Yellow,1.0,3367.0,0,4,4,choice,2,1,-5,-8.0,4,4,1,2,1.0,-2,1.0,1.0
670,1066,wf1704eb,Animal,1.0,1647.0,0,5,4,choice,2,1,-2,10.0,4,4,2,2,10.0,6,1.0,1.0
671,1068,wf1704eb,Green,0.0,6783.0,1,1,5,choice,3,1,-2,-5.0,6,6,3,3,-5.0,-1,-4.0,-4.0
672,1069,wf1704eb,Animal,0.0,4608.0,1,2,5,choice,3,1,-1,-1.0,6,6,3,3,-1.0,1,-4.0,-4.0
673,1070,wf1704eb,Food,1.0,1132.0,0,3,5,choice,2,1,-4,-4.0,6,6,2,2,-4.0,2,1.0,1.0
674,1071,wf1704eb,Object,1.0,6501.0,1,4,5,choice,1,1,7,4.0,6,6,1,1,4.0,7,4.0,4.0
675,1072,wf1704eb,Red,,,0,5,5,choice,1,1,9,9.0,6,6,1,1,9.0,9,9.0,9.0
676,1073,wf1704eb,Yellow,1.0,1816.0,0,6,5,choice,2,1,-5,-5.0,6,6,2,2,-5.0,2,1.0,1.0
677,1075,we869265,Blue,1.0,4048.0,0,2,1,choice,1,4,-3,-3.0,4,4,1,1,-3.0,-3,-3.0,-3.0
678,1077,we869265,Food,0.0,2983.0,0,4,1,choice,2,1,1,2.0,4,4,1,1,3.0,3,3.0,3.0
679,1079,we869265,Red,,,0,6,1,choice,3,3,1,2.0,4,4,3,3,2.0,3,2.0,2.0
680,1080,we869265,Yellow,1.0,2254.0,1,1,2,choice,2,4,1,1.0,6,6,2,2,1.0,2,1.0,1.0
681,1081,we869265,Green,0.0,4203.0,0,2,2,choice,3,4,1,1.0,6,6,3,3,1.0,-5,1.0,1.0
682,1082,we869265,Red,,,0,3,2,choice,1,2,-9,-9.0,6,6,1,1,-9.0,-18,-9.0,-9.0
683,1083,we869265,Scene,1.0,5227.0,1,4,2,choice,3,3,3,3.0,6,6,3,3,3.0,-1,-4.0,-4.0
684,1084,we869265,Object,,,0,5,2,choice,2,3,-2,-2.0,6,6,2,2,-2.0,-4,-2.0,-2.0
685,1085,we869265,Animal,1.0,2795.0,0,6,2,choice,1,1,-8,-8.0,6,6,1,1,-8.0,-16,-8.0,-8.0
686,1086,we869265,Food,0.0,6501.0,1,1,3,choice,1,1,-6,-6.0,4,4,1,1,-6.0,-6,-6.0,-6.0
687,1087,we869265,Green,1.0,6298.0,0,2,3,choice,3,1,-5,-4.0,4,4,2,2,-6.0,3,0.0,0.0
688,1088,we869265,Blue,,,0,3,3,choice,2,2,2,2.0,4,4,1,1,3.0,4,2.0,3.0
689,1090,we869265,Object,0.0,2276.0,0,5,3,choice,3,2,2,12.0,4,4,2,2,10.0,20,10.0,10.0
690,1091,we869265,Yellow,1.0,2419.0,1,6,3,choice,1,1,7,7.0,4,4,1,1,7.0,14,7.0,7.0
691,1092,we869265,Object,0.0,3674.0,1,1,4,choice,2,2,-2,-2.0,6,6,2,2,-2.0,-4,-2.0,-2.0
692,1093,we869265,Green,,,0,2,4,choice,1,1,-9,-9.0,6,6,1,1,-9.0,-18,-9.0,-9.0
693,1094,we869265,Blue,1.0,2490.0,1,3,4,choice,3,3,1,1.0,6,6,3,3,1.0,-5,1.0,1.0
694,1095,we869265,Food,1.0,4686.0,0,4,4,choice,1,1,-8,-8.0,6,6,1,1,-8.0,-16,-8.0,-8.0
695,1096,we869265,Red,1.0,3116.0,1,5,4,choice,2,2,2,2.0,6,6,2,2,2.0,4,2.0,2.0
696,1097,we869265,Animal,0.0,3183.0,0,6,4,choice,3,2,4,4.0,6,6,3,3,4.0,1,-3.0,-3.0
697,1098,we869265,Red,1.0,2787.0,1,1,5,choice,1,1,3,3.0,6,6,1,1,3.0,6,3.0,3.0
698,1099,we869265,Blue,1.0,3385.0,1,2,5,choice,2,2,2,2.0,6,6,2,2,2.0,11,9.0,9.0
699,1100,we869265,Yellow,1.0,2357.0,0,3,5,choice,3,3,-1,-1.0,6,6,3,3,-1.0,-7,-1.0,-1.0
700,1101,we869265,Food,1.0,3636.0,1,4,5,choice,3,2,1,1.0,6,6,3,3,1.0,4,-4.0,-4.0
701,1102,we869265,Scene,1.0,2264.0,1,5,5,choice,2,2,7,7.0,6,6,2,2,7.0,14,7.0,7.0
702,1103,we869265,Animal,0.0,4309.0,1,6,5,choice,1,1,-4,-4.0,6,6,1,1,-4.0,-8,-4.0,-4.0
703,1128,we0078b2,Animal,0.0,2509.0,1,1,1,choice,3,2,-4,-7.0,4,4,2,2,-7.0,5,14.0,9.0
704,1130,we0078b2,Green,1.0,2111.0,1,3,1,choice,1,2,9,0.0,4,4,1,1,0.0,18,9.0,9.0
705,1131,we0078b2,Scene,1.0,2371.0,0,4,1,choice,2,2,-2,0.0,4,4,2,2,0.0,-4,8.0,8.0
706,1132,we0078b2,Yellow,0.0,4285.0,1,5,1,choice,2,1,-3,0.0,4,4,1,1,0.0,0,3.0,3.0
707,1133,we0078b2,Blue,0.0,1303.0,1,6,1,choice,3,3,-4,-7.0,4,4,2,2,-7.0,-17,-2.0,-2.0
708,1134,we0078b2,Red,1.0,4383.0,0,1,2,choice,3,2,-2,-8.0,5,5,2,2,-3.0,-1,5.0,5.0
709,1135,we0078b2,Green,0.0,3110.0,1,2,2,choice,2,2,-2,-8.0,5,5,2,2,-8.0,4,-3.0,-3.0
710,1136,we0078b2,Yellow,0.0,6347.0,0,3,2,choice,1,1,3,-3.0,5,5,1,2,-3.0,6,-3.0,-3.0
711,1137,we0078b2,Animal,1.0,3204.0,0,4,2,choice,1,2,-4,-3.0,5,5,1,2,-3.0,-8,-3.0,-3.0
712,1138,we0078b2,Object,0.0,4873.0,0,5,2,choice,3,1,2,-11.0,5,5,3,3,-11.0,5,-3.0,-3.0
713,1139,we0078b2,Food,1.0,4688.0,1,6,2,choice,2,1,1,-5.0,5,5,1,1,0.0,12,5.0,5.0
714,1140,we0078b2,Animal,0.0,4321.0,1,1,3,choice,1,1,-4,-3.0,5,5,1,1,-3.0,-8,-3.0,-3.0
715,1141,we0078b2,Scene,0.0,5553.0,0,2,3,choice,3,3,1,-9.0,5,5,3,3,-9.0,2,-3.0,-3.0
716,1142,we0078b2,Yellow,0.0,6942.0,0,3,3,choice,2,2,7,-1.0,5,5,2,2,-1.0,14,2.0,2.0
717,1143,we0078b2,Green,1.0,3715.0,1,4,3,choice,3,3,1,-3.0,5,5,2,2,-3.0,-1,4.0,0.0
718,1144,we0078b2,Red,0.0,2481.0,1,5,3,choice,1,1,-9,-9.0,5,5,1,1,-9.0,-18,-9.0,-9.0
719,1145,we0078b2,Object,0.0,4028.0,0,6,3,choice,2,1,2,-1.0,5,5,1,1,-1.0,1,-1.0,-1.0
720,1147,we0078b2,Food,,,0,2,4,choice,3,2,-3,-9.0,4,4,1,1,0.0,1,-4.0,1.0
721,1148,we0078b2,Object,0.0,2860.0,1,3,4,choice,2,2,-3,0.0,4,4,2,2,0.0,-3,9.0,9.0
722,1149,we0078b2,Green,1.0,3414.0,1,4,4,choice,1,1,9,0.0,4,4,1,1,0.0,18,1.0,1.0
723,1150,we0078b2,Red,1.0,5011.0,0,5,4,choice,3,2,-1,-5.0,4,4,2,2,0.0,2,0.0,5.0
724,1151,we0078b2,Scene,1.0,3849.0,1,6,4,choice,1,1,8,0.0,4,4,1,1,0.0,16,5.0,5.0
725,1152,we0078b2,Food,0.0,3037.0,0,1,5,choice,2,2,7,-1.0,5,5,1,1,0.0,6,3.0,4.0
726,1153,we0078b2,Yellow,0.0,4940.0,0,2,5,choice,2,2,1,-1.0,5,5,1,1,0.0,2,2.0,3.0
727,1154,we0078b2,Red,0.0,4375.0,0,3,5,choice,1,1,3,-5.0,5,5,1,1,-5.0,6,-5.0,-5.0
728,1155,we0078b2,Animal,1.0,3066.0,1,4,5,choice,3,2,1,-9.0,5,5,3,3,-9.0,6,-2.0,-2.0
729,1156,we0078b2,Scene,0.0,3846.0,1,5,5,choice,1,1,-7,-9.0,5,5,1,1,-9.0,-14,-9.0,-9.0
730,1157,we0078b2,Blue,0.0,1850.0,1,6,5,choice,3,2,-3,-13.0,5,5,3,3,-13.0,-10,-13.0,-13.0
731,1158,w44a1a9f,Object,1.0,3514.0,1,1,1,choice,2,4,2,-7.0,4,4,1,1,-7.0,-3,-4.0,-7.0
732,1159,w44a1a9f,Animal,1.0,2090.0,1,2,1,choice,1,2,3,0.0,4,4,1,1,0.0,6,5.0,5.0
733,1161,w44a1a9f,Yellow,0.0,879.0,0,4,1,choice,3,3,1,-10.0,4,4,3,3,-10.0,-5,-10.0,-10.0
734,1162,w44a1a9f,Scene,0.0,5534.0,1,5,1,choice,3,13,-1,-6.0,4,4,2,2,-6.0,-2,-2.0,-8.0
735,1163,w44a1a9f,Green,1.0,1335.0,1,6,1,choice,2,2,7,-3.0,4,4,1,1,-3.0,14,-3.0,-3.0
736,1170,w44a1a9f,Animal,1.0,3507.0,1,1,4,choice,3,1,2,0.0,2,2,1,1,0.0,3,3.0,3.0
737,1171,w44a1a9f,Food,1.0,1398.0,1,2,4,choice,2,1,2,0.0,2,2,1,1,0.0,8,5.0,5.0
738,1175,w44a1a9f,Red,1.0,2029.0,1,6,4,choice,3,1,2,-9.0,2,2,1,1,0.0,1,5.0,5.0
739,1178,w44a1a9f,Scene,1.0,1009.0,1,3,5,choice,2,2,6,0.0,1,1,1,1,0.0,15,9.0,9.0
740,1181,w44a1a9f,Blue,1.0,1858.0,1,6,5,choice,2,2,4,0.0,1,1,1,1,0.0,8,9.0,9.0
741,1182,w6e46ddf,Scene,1.0,2658.0,0,1,1,choice,3,3,-3,-6.0,4,4,2,2,-11.0,-6,-6.0,-11.0
742,1183,w6e46ddf,Animal,0.0,2819.0,0,2,1,choice,1,4,3,0.0,4,4,1,2,0.0,3,5.0,5.0
743,1184,w6e46ddf,Object,1.0,1036.0,0,3,1,choice,2,4,-7,-6.0,4,4,1,1,3.0,-7,-6.0,3.0
744,1186,w6e46ddf,Yellow,1.0,698.0,1,5,1,choice,3,3,1,-15.0,4,4,2,3,-6.0,7,-11.0,-11.0
745,1188,w6e46ddf,Green,1.0,1692.0,0,1,2,choice,2,3,-5,-1.0,4,4,2,2,-1.0,8,5.0,5.0
746,1189,w6e46ddf,Scene,0.0,1007.0,1,2,2,choice,1,3,-6,2.0,4,4,1,2,2.0,-12,2.0,2.0
747,1191,w6e46ddf,Red,1.0,472.0,1,4,2,choice,1,1,2,-6.0,4,4,1,3,-6.0,2,-6.0,-6.0
748,1192,w6e46ddf,Animal,1.0,572.0,1,5,2,choice,3,3,1,4.0,4,4,2,2,-1.0,0,10.0,5.0
749,1193,w6e46ddf,Blue,1.0,1441.0,0,6,2,choice,3,2,-4,10.0,4,4,1,1,2.0,-15,7.0,2.0
750,1194,w6e46ddf,Food,1.0,1068.0,1,1,3,choice,2,2,3,-2.0,4,4,2,2,-2.0,6,-2.0,-2.0
751,1197,w6e46ddf,Animal,1.0,619.0,1,4,3,choice,3,2,4,-1.0,4,4,2,3,-3.0,-9,-6.0,-6.0
752,1199,w6e46ddf,Blue,1.0,832.0,0,6,3,choice,3,1,-1,-12.0,4,4,2,2,-3.0,-10,-6.0,-6.0
753,1200,w6e46ddf,Yellow,1.0,1217.0,1,1,4,choice,2,2,2,-10.0,5,5,2,3,-10.0,-10,-3.0,-3.0
754,1202,w6e46ddf,Green,0.0,1841.0,0,3,4,choice,3,1,1,11.0,5,5,2,2,7.0,-6,3.0,3.0
755,1203,w6e46ddf,Scene,1.0,3459.0,0,4,4,choice,1,1,-6,3.0,5,5,1,1,3.0,-12,3.0,3.0
756,1205,w6e46ddf,Object,0.0,6299.0,1,6,4,choice,2,2,-2,-3.0,5,5,2,2,-3.0,-4,-3.0,-3.0
757,1207,w6e46ddf,Scene,1.0,2340.0,0,2,5,choice,3,1,-2,-5.0,3,3,1,1,-9.0,7,-9.0,-9.0
758,1209,w6e46ddf,Food,1.0,1487.0,1,4,5,choice,2,2,1,-3.0,3,3,2,3,-3.0,10,-3.0,-3.0
759,1210,w6e46ddf,Red,0.0,1486.0,0,5,5,choice,2,1,4,-2.0,3,3,1,2,-8.0,18,-8.0,-8.0
760,1212,w977f12b,Scene,1.0,2284.0,0,1,1,choice,3,2,-1,0.0,5,5,2,2,0.0,2,0.0,0.0
761,1214,w977f12b,Animal,,,0,3,1,choice,1,2,4,-4.0,5,5,1,1,-4.0,4,-4.0,-4.0
762,1215,w977f12b,Object,0.0,1567.0,1,4,1,choice,2,2,-5,-5.0,5,5,2,2,-5.0,-10,-5.0,-5.0
763,1216,w977f12b,Red,0.0,2827.0,0,5,1,choice,3,2,2,-6.0,5,5,3,3,-6.0,0,-2.0,-2.0
764,1217,w977f12b,Green,1.0,6743.0,0,6,1,choice,2,2,-2,-3.0,5,5,2,2,-3.0,-4,-3.0,-3.0
765,1219,w977f12b,Animal,1.0,7270.0,1,2,2,choice,2,2,3,5.0,5,5,1,1,1.0,6,5.0,1.0
766,1220,w977f12b,Food,0.0,4204.0,0,3,2,choice,3,2,1,-8.0,5,5,3,3,-8.0,1,-10.0,-10.0
767,1221,w977f12b,Object,0.0,7147.0,1,4,2,choice,1,1,-9,-9.0,5,5,1,1,-9.0,-18,-9.0,-9.0
768,1222,w977f12b,Green,1.0,1180.0,1,5,2,choice,2,2,1,3.0,5,5,2,2,3.0,0,3.0,3.0
769,1223,w977f12b,Blue,0.0,4420.0,0,6,2,choice,3,2,2,-12.0,5,5,2,2,-16.0,-3,-5.0,-9.0
770,1224,w977f12b,Red,1.0,2354.0,1,1,3,choice,3,3,4,8.0,6,6,3,3,8.0,8,8.0,8.0
771,1225,w977f12b,Scene,0.0,4766.0,1,2,3,choice,2,2,-5,-1.0,6,6,2,2,-1.0,-10,-1.0,-1.0
772,1226,w977f12b,Blue,0.0,5828.0,0,3,3,choice,2,2,1,0.0,6,6,2,2,0.0,2,0.0,0.0
773,1227,w977f12b,Food,1.0,7227.0,0,4,3,choice,3,3,-1,-2.0,6,6,3,3,-2.0,-2,-2.0,-2.0
774,1228,w977f12b,Animal,1.0,5676.0,1,5,3,choice,1,1,5,5.0,6,6,1,1,5.0,10,5.0,5.0
775,1229,w977f12b,Yellow,0.0,4981.0,1,6,3,choice,1,1,-6,-6.0,6,6,1,1,-6.0,-12,-6.0,-6.0
776,1230,w977f12b,Object,,,0,1,4,choice,3,2,3,6.0,5,5,2,2,7.0,18,7.0,7.0
777,1231,w977f12b,Yellow,0.0,2040.0,0,2,4,choice,3,3,4,-6.0,5,5,3,3,-6.0,8,-6.0,-6.0
778,1232,w977f12b,Food,1.0,3356.0,1,3,4,choice,2,2,5,-3.0,5,5,2,2,-3.0,10,-3.0,-3.0
779,1234,w977f12b,Green,1.0,1179.0,1,5,4,choice,2,2,1,1.0,5,5,2,2,1.0,2,1.0,1.0
780,1235,w977f12b,Scene,0.0,1570.0,1,6,4,choice,1,1,-9,-9.0,5,5,1,1,-9.0,-18,-9.0,-9.0
781,1236,w977f12b,Object,0.0,2654.0,0,1,5,choice,2,2,3,-13.0,5,5,1,1,-4.0,6,-13.0,-4.0
782,1237,w977f12b,Blue,0.0,2831.0,1,2,5,choice,3,3,-2,-21.0,5,5,2,2,-12.0,-4,-21.0,-12.0
783,1238,w977f12b,Yellow,1.0,4117.0,0,3,5,choice,2,2,-2,0.0,5,5,2,2,0.0,5,-4.0,-4.0
784,1239,w977f12b,Animal,1.0,2503.0,1,4,5,choice,3,3,4,1.0,5,5,3,3,1.0,17,1.0,1.0
785,1240,w977f12b,Scene,0.0,4100.0,1,5,5,choice,1,2,-6,-3.0,5,5,1,1,-3.0,-12,-3.0,-3.0
786,1241,w977f12b,Green,0.0,3771.0,0,6,5,choice,1,1,5,6.0,5,5,1,1,6.0,10,6.0,6.0
787,1242,wea7f2f9,Green,,,0,1,1,choice,3,4,1,8.0,4,4,2,2,4.0,18,-4.0,-4.0
788,1243,wea7f2f9,Yellow,1.0,3755.0,1,2,1,choice,2,1,1,4.0,4,4,1,1,3.0,-4,3.0,3.0
789,1244,wea7f2f9,Animal,0.0,5087.0,1,3,1,choice,3,1,-2,-1.0,4,4,3,3,-1.0,0,2.0,2.0
790,1245,wea7f2f9,Scene,1.0,3180.0,1,4,1,choice,1,1,2,2.0,4,4,1,1,2.0,2,2.0,2.0
791,1247,wea7f2f9,Red,0.0,2234.0,1,6,1,choice,1,2,-6,-6.0,4,4,1,2,-6.0,-12,-6.0,-6.0
792,1251,wea7f2f9,Blue,1.0,3601.0,1,4,2,choice,1,1,5,3.0,4,4,1,2,3.0,5,3.0,3.0
793,1252,wea7f2f9,Scene,1.0,4070.0,0,5,2,choice,2,2,-1,-1.0,4,4,2,3,-1.0,-1,6.0,6.0
794,1253,wea7f2f9,Red,0.0,2678.0,1,6,2,choice,3,2,-1,5.0,4,4,2,2,-1.0,1,-1.0,-1.0
795,1255,wea7f2f9,Object,1.0,2151.0,1,2,3,choice,3,1,3,0.0,4,4,2,2,-3.0,4,3.0,3.0
796,1257,wea7f2f9,Animal,1.0,3656.0,1,4,3,choice,2,1,6,3.0,4,4,1,1,-4.0,4,-4.0,-4.0
797,1258,wea7f2f9,Yellow,0.0,3023.0,0,5,3,choice,2,1,4,-1.0,4,4,1,1,-4.0,-4,-4.0,-4.0
798,1260,wea7f2f9,Blue,0.0,2380.0,1,1,4,choice,1,1,-7,-5.0,5,5,1,2,-5.0,-7,-5.0,-5.0
799,1263,wea7f2f9,Green,1.0,3001.0,1,4,4,choice,3,1,2,10.0,5,5,3,3,10.0,8,7.0,7.0
800,1264,wea7f2f9,Food,0.0,2967.0,0,5,4,choice,2,1,7,9.0,5,5,2,2,9.0,7,2.0,2.0
801,1271,wea7f2f9,Animal,0.0,2218.0,0,6,5,choice,2,1,3,-2.0,2,2,2,4,-2.0,4,-6.0,-6.0
802,1272,wcbb66d9,Yellow,1.0,2365.0,1,1,1,choice,3,1,3,3.0,1,1,1,1,-4.0,-15,-4.0,-4.0
803,1273,wcbb66d9,Food,0.0,1905.0,1,2,1,choice,2,3,-2,-2.0,1,1,1,1,-4.0,-16,-4.0,-4.0
804,1278,wcbb66d9,Object,,,0,1,2,choice,3,2,-3,4.0,4,4,2,2,-5.0,-19,-5.0,-5.0
805,1279,wcbb66d9,Red,1.0,2668.0,1,2,2,choice,3,2,1,0.0,4,4,2,2,4.0,7,-2.0,2.0
806,1280,wcbb66d9,Animal,1.0,4380.0,1,3,2,choice,2,2,3,-2.0,4,4,1,1,2.0,5,-2.0,2.0
807,1281,wcbb66d9,Green,0.0,1723.0,1,4,2,choice,1,1,-7,-7.0,4,4,1,2,-7.0,-14,-7.0,-7.0
808,1282,wcbb66d9,Food,0.0,3936.0,0,5,2,choice,1,3,2,2.0,4,4,1,1,2.0,4,4.0,4.0
809,1283,wcbb66d9,Yellow,1.0,1144.0,1,6,2,choice,2,2,8,11.0,4,4,1,1,2.0,-3,2.0,2.0
810,1284,wcbb66d9,Green,1.0,2940.0,1,1,3,choice,2,2,6,3.0,6,6,2,2,3.0,12,3.0,3.0
811,1285,wcbb66d9,Object,0.0,6524.0,1,2,3,choice,1,1,-4,-2.0,6,6,1,1,-2.0,-8,-2.0,-2.0
812,1286,wcbb66d9,Animal,1.0,3356.0,1,3,3,choice,3,3,2,-1.0,6,6,3,3,-1.0,12,-1.0,-1.0
813,1287,wcbb66d9,Blue,1.0,1346.0,0,4,3,choice,3,2,-3,0.0,6,6,3,3,0.0,2,7.0,7.0
814,1288,wcbb66d9,Scene,1.0,1173.0,1,5,3,choice,2,2,8,8.0,6,6,2,2,8.0,16,8.0,8.0
815,1289,wcbb66d9,Yellow,1.0,2036.0,1,6,3,choice,1,1,3,2.0,6,6,1,1,2.0,6,2.0,2.0
816,1290,wcbb66d9,Scene,0.0,2476.0,1,1,4,choice,3,3,-2,-2.0,5,5,2,2,-6.0,-5,-6.0,-6.0
817,1291,wcbb66d9,Blue,0.0,1083.0,1,2,4,choice,3,1,-2,-2.0,5,5,3,3,-2.0,7,9.0,9.0
818,1292,wcbb66d9,Animal,0.0,3497.0,0,3,4,choice,2,2,1,0.0,5,5,2,2,0.0,1,0.0,0.0
819,1294,wcbb66d9,Green,0.0,3520.0,0,5,4,choice,2,1,2,5.0,5,5,2,2,5.0,-1,1.0,1.0
820,1295,wcbb66d9,Food,1.0,1015.0,1,6,4,choice,1,1,9,9.0,5,5,1,1,9.0,18,9.0,9.0
821,1297,wcbb66d9,Red,1.0,588.0,1,2,5,choice,3,2,5,6.0,5,5,3,3,6.0,-6,-3.0,-3.0
822,1298,wcbb66d9,Scene,0.0,3692.0,1,3,5,choice,2,1,-8,-6.0,5,5,1,1,-7.0,-18,-7.0,-7.0
