model,feature,choice,rt,n_memories,true_value,recalled_value,game_number
episodic,Object,0,2.0,1,-4,0.0,5
episodic,Food,0,2.5,2,1,0.0,5
episodic,Animal,0,1.5,0,4,0.0,5
episodic,Object,0,2.5,2,1,0.0,4
episodic,Animal,1,3.0,3,-1,0.956089238681008,4
episodic,Scene,0,2.5,2,1,0.0,4
episodic,Animal,0,2.0,1,4,0.0,4
episodic,Object,1,3.0,3,-1,1.3351227377595856,4
episodic,Scene,0,3.5,4,-1,-0.6388871038101782,4
episodic,Scene,0,3.5,4,-1,-1.1789619854564468,6
episodic,Food,1,3.5,4,-1,0.389289047657261,6
episodic,Object,0,2.5,2,2,0.0,6
episodic,Yellow,0,3.5,4,1,-1.1136056126877993,2
episodic,Blue,0,1.5,0,-2,0.0,2
episodic,Green,0,2.0,1,1,0.0,2
episodic,Red,0,1.5,0,1,0.0,2
episodic,Green,1,4.0,5,2,2.206081804546103,2
episodic,Blue,0,3.0,3,-4,-1.7111615004644507,2
episodic,Red,0,1.5,0,-2,0.0,2
episodic,Yellow,0,2.5,2,-3,-1.7947963055290952,2
episodic,Green,0,2.5,2,2,0.0,2
episodic,Scene,0,3.5,4,1,-0.044655253837390996,2
episodic,Food,1,2.0,1,1,2.0115770426915702,2
episodic,Animal,0,3.5,4,-2,0.0,2
episodic,Blue,1,2.0,1,-1,1.1238260350897054,8
episodic,Green,0,3.0,3,1,-0.11895089206945086,8
episodic,Red,1,3.0,3,1,1.5360375029614826,8
episodic,Food,0,2.0,1,1,0.0,7
episodic,Object,0,1.5,0,1,0.0,7
episodic,Scene,0,3.5,4,-3,-5.222574419286124,7
episodic,Yellow,1,3.5,4,1,1.8569970125102362,4
episodic,Red,1,3.0,3,2,1.5885259787394432,4
episodic,Blue,0,2.0,1,-1,-1.550933549442051,4
episodic,Green,0,2.5,2,2,-0.24310273495538925,5
episodic,Blue,0,3.5,4,-3,-1.9904038559563668,5
episodic,Yellow,1,4.0,5,2,2.640503052060378,5
episodic,Blue,0,3.0,3,-1,0.0,4
episodic,Green,0,3.0,3,-2,0.0,4
episodic,Red,1,4.0,5,4,4.210494154486364,4
episodic,Scene,0,2.0,1,2,-1.81617297653123,2
episodic,Food,1,4.5,6,1,0.4287507168352638,2
episodic,Animal,0,2.5,2,-1,-1.2465298971310417,2
episodic,Blue,0,3.5,4,-2,-2.6543755685222568,8
episodic,Red,0,4.5,6,-1,-1.2173711877767124,8
episodic,Yellow,1,2.0,1,3,0.6346630663091195,8
episodic,Food,1,4.0,5,1,1.4413252376580532,6
episodic,Object,1,2.0,1,-1,0.47079000902972123,6
episodic,Scene,1,3.0,3,1,1.6670453659721378,6
episodic,Blue,0,1.5,0,1,0.0,8
episodic,Green,1,4.5,6,1,2.159475085211769,8
episodic,Red,0,2.0,1,-1,0.0,8
episodic,Red,0,4.5,6,-2,-1.23957468054541,4
episodic,Yellow,1,3.5,4,2,3.8140323591817538,4
episodic,Blue,1,3.5,4,1,1.4506517229333702,4
episodic,Object,1,2.0,1,-3,1.3343102438801537,5
episodic,Food,0,3.5,4,-1,-0.5143510932315216,5
episodic,Animal,1,3.0,3,3,1.694008652338555,5
episodic,Food,0,1.5,0,2,0.0,2
episodic,Object,0,4.0,5,-1,-1.9393097956584247,2
episodic,Scene,0,1.5,0,-2,0.0,2
episodic,Blue,1,4.0,5,1,0.5596394301304588,5
episodic,Green,1,4.0,5,3,2.5937039996412605,5
episodic,Yellow,0,2.0,1,-2,0.0,5
episodic,Blue,0,2.0,1,-2,0.0,2
episodic,Yellow,0,1.5,0,-1,0.0,2
episodic,Green,0,3.0,3,1,0.0,2
episodic,Green,1,2.5,2,-1,0.9224889445066914,7
episodic,Yellow,1,3.5,4,-2,2.060402279563424,7
episodic,Red,0,2.5,2,2,0.0,7
episodic,Animal,1,4.0,5,1,0.7108449355688684,4
episodic,Object,0,3.5,4,-4,-2.288864042313945,4
episodic,Food,1,4.0,5,2,2.3760630281781685,4
episodic,Yellow,1,2.5,2,1,1.3102483517372066,2
episodic,Blue,0,2.5,2,-2,-1.7620329454680983,2
episodic,Green,1,2.0,1,-1,0.8722786801170315,2
episodic,Yellow,0,2.5,2,-4,-2.4834105275689633,7
episodic,Blue,0,3.5,4,1,-0.7728713574721566,7
episodic,Green,0,3.0,3,1,0.0,7
episodic,Red,0,2.5,2,2,-0.41467450305010767,3
episodic,Green,0,3.0,3,-3,-1.5903619654745489,3
episodic,Yellow,1,3.0,3,2,3.1276450509019864,3
episodic,Scene,0,2.5,2,2,0.0,3
episodic,Food,0,3.0,3,-4,-1.1608099377968504,3
episodic,Animal,0,2.5,2,3,0.0,3
episodic,Green,0,4.0,5,-4,-4.344607484384499,5
episodic,Red,1,3.5,4,3,1.2458350761661283,5
episodic,Yellow,0,3.0,3,1,0.0,5
episodic,Red,0,3.5,4,1,-1.3364958099983182,4
episodic,Yellow,0,2.5,2,-4,-1.5491217108120618,4
episodic,Green,1,4.5,6,1,0.6908227916449999,4
episodic,Object,0,4.5,6,-3,-2.950525250902428,7
episodic,Scene,0,1.5,0,-1,0.0,7
episodic,Animal,1,3.0,3,3,0.7923187792263622,7
episodic,Blue,0,2.5,2,-1,0.0,5
episodic,Green,0,3.0,3,2,-0.7821021710986307,5
episodic,Yellow,0,2.0,1,-1,0.0,5
episodic,Red,0,2.0,1,-1,-1.2485014246985604,8
episodic,Green,0,2.5,2,2,0.0,8
episodic,Blue,1,3.5,4,1,1.8135490203604463,8
episodic,Red,0,3.5,4,-3,-1.4825048311474478,5
episodic,Green,1,4.0,5,4,2.918765647402002,5
episodic,Blue,0,2.0,1,-1,0.0,5
episodic,Red,1,3.5,4,2,1.5945290477330765,7
episodic,Green,0,3.0,3,-1,-1.9123536027179437,7
episodic,Blue,1,3.0,3,1,1.8047008524191914,7
episodic,Red,1,4.0,5,2,2.4004153289579455,1
episodic,Blue,0,2.5,2,-4,-1.1657098654781861,1
episodic,Yellow,1,4.0,5,3,1.804630304412946,1
episodic,Object,0,2.5,2,-1,0.0,4
episodic,Scene,0,2.0,1,-1,0.0,4
episodic,Animal,0,2.0,1,3,-0.8858484888928939,4
episodic,Green,0,1.5,0,2,0.0,5
episodic,Blue,0,3.5,4,-2,-2.3083310595562323,5
episodic,Yellow,1,3.0,3,1,1.4325904612885778,5
episodic,Yellow,1,2.5,2,2,1.2214817528487059,2
episodic,Blue,0,2.0,1,2,0.0,2
episodic,Green,0,3.0,3,-2,-1.1663035238511064,2
episodic,Green,0,2.0,1,2,0.0,1
episodic,Yellow,1,4.0,5,1,1.3515779917077804,1
episodic,Red,0,2.0,1,-4,0.0,1
episodic,Red,0,4.0,5,-1,-3.618617465422643,4
episodic,Yellow,1,3.5,4,1,1.7697609602112,4
episodic,Green,1,3.0,3,2,1.5985770002281745,4
episodic,Blue,0,2.0,1,1,0.0,3
episodic,Yellow,0,2.5,2,-1,0.0,3
episodic,Red,0,2.0,1,-3,0.0,3
episodic,Animal,1,4.0,5,3,1.3722046682311968,8
episodic,Food,1,3.5,4,-2,0.40398302035048583,8
episodic,Object,0,2.5,2,-2,-2.1536308633458194,8
episodic,Food,0,2.5,2,-2,0.0,7
episodic,Object,0,2.5,2,-1,0.0,7
episodic,Scene,0,2.0,1,2,0.0,7
episodic,Yellow,0,3.0,3,-2,-2.7705455308748017,6
episodic,Blue,1,2.5,2,1,1.6552165572311863,6
episodic,Red,1,4.0,5,3,0.940338067853971,6
episodic,Green,0,3.0,3,-2,-2.080159135475006,1
episodic,Yellow,0,2.5,2,2,-1.7133523214052122,1
episodic,Red,0,3.0,3,-1,-1.7134314188329272,1
episodic,Animal,0,4.5,6,-2,-1.3479604645560057,8
episodic,Scene,0,1.5,0,-2,0.0,8
episodic,Food,1,3.5,4,5,4.786984764223925,8
episodic,Object,0,3.0,3,-1,-0.5966269279449796,5
episodic,Scene,0,1.5,0,2,0.0,5
episodic,Animal,0,3.0,3,-1,-0.861840570152254,5
episodic,Green,1,3.0,3,2,4.686515720521241,5
episodic,Blue,1,2.5,2,-1,0.727121877215605,5
episodic,Yellow,0,3.0,3,-2,-2.178495850911875,5
episodic,Animal,0,2.0,1,-1,-1.0563894561289686,3
episodic,Scene,0,4.0,5,-1,-2.111278069575801,3
episodic,Food,0,3.0,3,2,0.0,3
episodic,Scene,0,2.5,2,2,0.0,5
episodic,Animal,0,4.0,5,-1,-2.138779760421313,5
episodic,Food,0,2.0,1,-2,0.0,5
episodic,Object,0,3.0,3,-1,-2.069086115556559,5
episodic,Food,1,3.5,4,2,2.381212270246546,5
episodic,Animal,0,2.0,1,1,0.0,5
episodic,Scene,0,2.0,1,-1,0.0,2
episodic,Food,1,2.5,2,3,1.1425199357408724,2
episodic,Animal,0,3.0,3,-1,-0.7059199400568675,2
episodic,Animal,0,3.5,4,-3,-3.0640309786029944,3
episodic,Food,1,3.5,4,1,0.41147266162124163,3
episodic,Object,0,3.0,3,-1,-1.5283345466922476,3
episodic,Green,0,2.5,2,2,0.0,8
episodic,Yellow,1,3.0,3,1,1.794197694487098,8
episodic,Red,0,3.0,3,-3,-3.8708975188541306,8
episodic,Animal,0,2.5,2,-1,0.0,8
episodic,Scene,1,4.0,5,2,2.3258845727574577,8
episodic,Food,1,2.0,1,-1,1.9811063630072747,8
episodic,Food,0,2.5,2,1,0.0,7
episodic,Scene,0,4.5,6,-2,-1.8458493644678975,7
episodic,Object,1,2.5,2,2,1.8860635233503196,7
episodic,Food,0,3.5,4,-2,-1.5394336564266564,7
episodic,Object,0,4.5,6,-1,-1.1612903083637804,7
episodic,Scene,1,3.5,4,2,3.320641274459196,7
episodic,Object,1,3.0,3,1,0.6860502543253485,5
episodic,Food,0,2.5,2,-2,0.0,5
episodic,Animal,0,3.5,4,-1,-1.386639411664259,5
episodic,Food,0,3.5,4,2,0.0,7
episodic,Scene,0,4.5,6,-2,-0.1903778165952903,7
episodic,Object,0,4.5,6,-2,-1.1521401909845552,7
episodic,Red,1,3.5,4,1,0.6403981737750423,4
episodic,Yellow,0,3.0,3,-3,-1.9160394288841842,4
episodic,Green,1,3.5,4,1,0.42905098180272716,4
episodic,Food,0,2.5,2,-1,0.0,7
episodic,Scene,1,2.0,1,1,1.4969143992663956,7
episodic,Object,0,2.5,2,-2,0.0,7
episodic,Green,0,3.0,3,-2,-1.538089573327139,6
episodic,Red,1,3.0,3,1,2.1170027285864617,6
episodic,Yellow,0,3.5,4,2,0.0,6
episodic,Red,0,4.0,5,-2,-1.3263030424306381,8
episodic,Green,0,2.5,2,1,0.0,8
episodic,Blue,0,2.0,1,1,0.0,8
episodic,Green,1,2.0,1,1,0.9365219832319869,5
episodic,Blue,0,3.0,3,2,0.0,5
episodic,Yellow,0,2.0,1,-3,0.0,5
episodic,Scene,0,3.5,4,-2,-1.0849511560314453,7
episodic,Object,0,3.5,4,-1,0.0,7
episodic,Animal,0,2.5,2,2,0.0,7
episodic,Red,0,2.5,2,-2,-1.3294953478743228,4
episodic,Yellow,0,3.5,4,2,-1.0929134665095834,4
episodic,Blue,1,3.0,3,-1,1.2131443888786324,4
episodic,Animal,0,2.5,2,-3,-1.1947661952290614,8
episodic,Food,1,4.5,6,4,2.081441886733997,8
episodic,Object,0,2.5,2,-2,0.0,8
episodic,Red,1,4.5,6,1,1.2527993213429824,2
episodic,Yellow,0,1.5,0,-2,0.0,2
episodic,Green,0,2.5,2,-1,0.0,2
episodic,Yellow,0,2.5,2,2,0.0,6
episodic,Blue,0,3.0,3,-2,-0.6650834378389656,6
episodic,Red,0,2.0,1,1,-1.5370573536484322,6
episodic,Red,0,2.0,1,2,0.0,7
episodic,Green,0,1.5,0,1,0.0,7
episodic,Blue,0,2.5,2,-3,0.0,7
episodic,Scene,0,2.0,1,1,0.0,5
episodic,Animal,1,4.0,5,1,0.6591822044406205,5
episodic,Food,1,2.5,2,-1,0.7633646382865029,5
episodic,Object,1,3.5,4,1,0.19889060661099645,1
episodic,Animal,0,4.0,5,-1,-1.858388617220023,1
episodic,Food,0,2.5,2,-2,-2.5456273677607193,1
episodic,Blue,0,3.0,3,1,0.0,8
episodic,Red,0,3.5,4,-2,-1.9854191106192927,8
episodic,Yellow,0,4.0,5,-1,-1.8149276966886168,8
episodic,Scene,0,4.0,5,-1,-0.9532107924747972,5
episodic,Animal,0,2.0,1,1,0.0,5
episodic,Food,0,2.5,2,1,0.0,5
episodic,Object,0,2.0,1,-4,0.0,8
episodic,Animal,1,4.5,6,1,2.158978963947108,8
episodic,Food,0,4.0,5,1,0.0,8
episodic,Animal,0,4.5,6,-1,-1.3192859881778358,5
episodic,Scene,0,3.5,4,-1,-1.5041790974943727,5
episodic,Object,1,3.0,3,1,1.2719749285209607,5
episodic,Animal,0,3.5,4,-1,-0.6538743380174858,5
episodic,Object,0,2.5,2,-3,0.0,5
episodic,Scene,1,3.5,4,3,3.0195866499821604,5
episodic,Animal,0,3.0,3,1,0.0,4
episodic,Object,1,4.5,6,1,0.19093302988641214,4
episodic,Food,0,4.0,5,-1,-0.07189091548900017,4
episodic,Red,0,2.0,1,-3,0.0,5
episodic,Green,0,2.0,1,2,0.0,5
episodic,Blue,0,3.0,3,2,0.0,5
episodic,Animal,1,2.5,2,3,1.495999860117045,6
episodic,Food,0,2.5,2,-3,-2.6491943990648252,6
episodic,Scene,0,3.5,4,-1,-1.3869330202041597,6
episodic,Scene,1,3.0,3,2,2.4795795586771083,7
episodic,Food,0,2.5,2,-2,-2.2008975112275766,7
episodic,Object,0,1.5,0,-2,0.0,7
episodic,Object,1,2.5,2,1,0.06224309150700036,3
episodic,Animal,1,3.5,4,-1,1.1354537358919599,3
episodic,Scene,0,2.0,1,-2,0.0,3
episodic,Animal,1,3.0,3,3,0.3288355643312243,8
episodic,Food,0,3.5,4,-2,-2.9495789745403522,8
episodic,Object,0,2.0,1,-2,0.0,8
episodic,Food,1,4.0,5,-1,1.677671513730104,7
episodic,Scene,1,4.5,6,1,0.35981274974302146,7
episodic,Object,0,2.0,1,-1,0.0,7
episodic,Red,0,3.0,3,-1,-1.6303387871856452,6
episodic,Green,0,1.5,0,1,0.0,6
episodic,Blue,0,2.0,1,-2,-1.6363202704346032,6
episodic,Blue,0,2.5,2,-3,-1.960061937828662,1
episodic,Yellow,0,2.0,1,-1,0.0,1
episodic,Green,1,2.5,2,3,2.0618684207548004,1
episodic,Blue,0,2.0,1,3,0.0,1
episodic,Yellow,0,4.5,6,-2,-1.5223230548687907,1
episodic,Green,0,2.5,2,-1,0.0,1
episodic,Yellow,0,2.0,1,4,0.0,7
episodic,Blue,0,3.5,4,-4,-5.107236795374705,7
episodic,Green,1,4.0,5,2,2.6235855284317875,7
episodic,Object,0,2.5,2,-1,-1.860095796751771,4
episodic,Scene,0,3.0,3,-1,-1.868272740083252,4
episodic,Animal,1,3.5,4,1,2.3774775236584262,4
episodic,Yellow,0,2.5,2,3,0.0,4
episodic,Red,0,3.0,3,-1,-0.5881383442143837,4
episodic,Blue,1,2.0,1,-2,1.7434157401230637,4
episodic,Red,1,4.0,5,2,1.5109737818393127,7
episodic,Green,1,3.5,4,3,2.3903811360152956,7
episodic,Blue,0,3.5,4,-2,-1.4220227703558619,7
episodic,Green,0,1.5,0,2,0.0,7
episodic,Yellow,0,2.0,1,-2,0.0,7
episodic,Red,0,4.5,6,-2,-2.400232079494231,7
episodic,Yellow,0,4.5,6,-1,-1.2137007931324808,7
episodic,Blue,0,3.0,3,1,-2.5527982111767447,7
episodic,Green,0,3.0,3,-2,-2.204446337287318,7
episodic,Object,0,2.0,1,-1,0.0,1
episodic,Scene,1,3.5,4,1,1.6721002107617189,1
episodic,Food,1,2.0,1,-2,1.6182598737556573,1
episodic,Yellow,1,3.5,4,3,0.8839228260099585,7
episodic,Blue,1,3.0,3,-2,0.876891504936778,7
episodic,Green,0,4.5,6,-2,-1.9027037962974114,7
episodic,Blue,1,4.0,5,1,1.248485780222741,7
episodic,Green,0,2.0,1,-3,-1.8867965593507678,7
episodic,Yellow,0,3.5,4,1,0.0,7
episodic,Food,0,4.0,5,1,0.0,2
episodic,Object,1,3.0,3,1,0.12194456016820188,2
episodic,Scene,0,3.5,4,-1,-0.6309253185096029,2
episodic,Blue,1,2.5,2,1,0.9067216699187397,8
episodic,Red,0,3.5,4,1,-0.6616299331281932,8
episodic,Yellow,0,3.0,3,-4,-2.323912474090841,8
episodic,Red,1,2.5,2,4,1.5512363150007324,6
episodic,Green,0,3.5,4,-2,-2.4713504736676457,6
episodic,Blue,0,3.0,3,-1,-0.2092542012145875,6
episodic,Object,1,3.0,3,-2,2.1732811303417185,5
episodic,Food,0,3.5,4,-1,0.0,5
episodic,Animal,1,4.0,5,2,0.9718125267799866,5
episodic,Animal,0,2.5,2,-1,0.0,4
episodic,Object,0,3.0,3,2,0.0,4
episodic,Food,0,3.5,4,-2,-3.138749942996207,4
episodic,Blue,1,2.0,1,3,2.456178657917123,1
episodic,Yellow,0,3.0,3,1,0.0,1
episodic,Green,0,2.5,2,-3,0.0,1
episodic,Blue,0,2.5,2,1,0.0,8
episodic,Red,0,3.0,3,2,0.0,8
episodic,Yellow,0,2.0,1,-2,0.0,8
episodic,Green,1,3.0,3,1,2.257595953412844,7
episodic,Yellow,1,3.0,3,1,1.7197387144556087,7
episodic,Red,0,4.0,5,-2,-2.3625780531900036,7
episodic,Animal,0,2.0,1,2,0.0,5
episodic,Scene,0,2.0,1,-1,-0.545814543490933,5
episodic,Object,0,3.0,3,-2,0.0,5
episodic,Object,1,3.0,3,5,1.4350539789645311,1
episodic,Animal,0,2.5,2,-4,0.0,1
episodic,Food,0,4.0,5,-2,-2.465177250957701,1
episodic,Object,0,2.0,1,-3,-1.7824929228408117,3
episodic,Animal,0,3.0,3,1,0.0,3
episodic,Scene,1,3.0,3,1,0.5766322350014298,3
episodic,Red,0,4.0,5,-1,-0.19211624967463514,2
episodic,Yellow,1,4.0,5,4,2.8657190514897963,2
episodic,Green,0,2.5,2,-4,-2.0025023540524614,2
episodic,Red,0,1.5,0,-2,0.0,3
episodic,Green,0,1.5,0,-2,0.0,3
episodic,Yellow,1,3.0,3,4,1.2147179204602372,3
episodic,Object,0,2.5,2,2,0.0,4
episodic,Scene,1,2.5,2,3,0.7229403537028771,4
episodic,Animal,0,3.5,4,-4,-1.6834265931530434,4
episodic,Red,1,4.5,6,2,1.7821730012084396,4
episodic,Yellow,1,4.0,5,1,0.1868781044983594,4
episodic,Green,1,2.0,1,-1,0.019497195615846508,4
episodic,Food,1,3.5,4,3,2.3189229161236815,7
episodic,Scene,0,2.0,1,-2,0.0,7
episodic,Object,0,3.5,4,-2,0.0,7
episodic,Object,0,3.0,3,1,-1.6642049724349235,8
episodic,Animal,0,3.5,4,2,-0.7679951920316695,8
episodic,Food,0,2.0,1,-2,0.0,8
episodic,Green,0,2.5,2,-1,-1.5707852049800621,5
episodic,Red,1,4.0,5,4,4.630322776744733,5
episodic,Yellow,0,1.5,0,-2,0.0,5
episodic,Blue,0,4.0,5,1,-1.0548122349701283,2
episodic,Red,0,3.5,4,1,0.0,2
episodic,Green,1,3.0,3,-1,0.3093148473091958,2
episodic,Object,0,1.5,0,1,0.0,1
episodic,Scene,0,3.0,3,-2,-2.2206298883599405,1
episodic,Food,1,2.0,1,2,1.100230721583673,1
episodic,Object,0,2.5,2,-1,-1.3169442710089079,4
episodic,Animal,0,2.0,1,-2,0.0,4
episodic,Scene,1,3.5,4,3,2.186250071739543,4
episodic,Animal,1,4.5,6,2,3.5534091851180363,1
episodic,Scene,0,4.0,5,-2,-1.2454615792061334,1
episodic,Food,1,4.5,6,2,2.061063688751951,1
episodic,Food,0,4.5,6,-1,-1.516046889212725,4
episodic,Animal,0,3.5,4,4,0.0,4
episodic,Object,0,3.5,4,-2,-1.530065278311717,4
episodic,Yellow,1,2.0,1,1,1.5577704892789828,2
episodic,Blue,0,2.5,2,-1,-1.2800605658142556,2
episodic,Green,0,3.5,4,-1,-1.9786172819886247,2
episodic,Green,1,3.0,3,4,2.735102336797191,7
episodic,Yellow,0,3.0,3,-4,-3.371898368446253,7
episodic,Red,1,4.5,6,1,1.1169021958037486,7
episodic,Blue,1,3.0,3,4,2.8311107758986314,2
episodic,Red,0,3.0,3,-2,-1.6924476771480979,2
episodic,Green,0,2.5,2,-1,-1.0371744001944994,2
episodic,Animal,0,2.0,1,-2,0.0,1
episodic,Object,1,3.0,3,3,0.48921679396299567,1
episodic,Food,1,2.5,2,2,2.342568903174667,1
episodic,Red,0,2.0,1,-2,-0.9793525231269395,1
episodic,Blue,1,4.5,6,4,5.0583779993639695,1
episodic,Yellow,0,2.5,2,-3,0.0,1
episodic,Red,0,2.5,2,-2,-1.9095526727637948,7
episodic,Green,0,3.5,4,-3,-3.856136872733979,7
episodic,Blue,1,3.5,4,3,2.8380234403690023,7
episodic,Object,0,3.0,3,-2,-2.8133054411844163,3
episodic,Animal,0,3.0,3,1,0.0,3
episodic,Scene,0,2.0,1,2,0.0,3
episodic,Red,1,3.0,3,3,2.606318843264368,2
episodic,Green,0,2.5,2,2,0.0,2
episodic,Blue,0,3.5,4,-3,-2.926912398973683,2
episodic,Blue,0,3.0,3,-5,-2.5094700298530332,2
episodic,Yellow,1,3.5,4,4,4.439131442104881,2
episodic,Green,0,2.0,1,1,0.0,2
episodic,Red,0,4.0,5,-1,-0.36441872353660054,3
episodic,Blue,0,3.5,4,-1,0.0,3
episodic,Green,0,3.0,3,1,-2.69641555734031,3
episodic,Object,1,3.0,3,2,3.268385434216145,5
episodic,Scene,0,2.5,2,1,0.0,5
episodic,Animal,1,2.0,1,-2,0.9478570581482146,5
episodic,Animal,0,4.5,6,-2,-2.4591349456037523,3
episodic,Food,0,3.0,3,-2,-2.444097719777217,3
episodic,Object,0,1.5,0,3,0.0,3
episodic,Scene,0,3.5,4,-1,-0.7619469584711844,6
episodic,Food,1,3.5,4,2,4.097355138116829,6
episodic,Object,0,4.0,5,-1,-1.2252317235989534,6
episodic,Scene,1,2.5,2,-1,0.3425976474926402,6
episodic,Food,1,2.5,2,2,0.3925992816700621,6
episodic,Object,0,3.0,3,-1,-0.2020500000307689,6
episodic,Object,0,3.0,3,-1,-1.489360668978287,1
episodic,Animal,1,2.0,1,4,2.330742151416758,1
episodic,Food,0,2.0,1,-1,0.0,1
episodic,Animal,0,2.0,1,1,-0.6051517161034977,1
episodic,Object,0,3.0,3,1,0.0,1
episodic,Food,0,3.0,3,-1,-0.4065495486059486,1
episodic,Animal,0,3.0,3,-4,-1.7287613333446503,6
episodic,Food,0,2.5,2,1,0.0,6
episodic,Scene,0,3.0,3,1,0.0,6
episodic,Animal,1,3.5,4,2,1.736112674832406,5
episodic,Object,1,4.0,5,2,2.028956001510834,5
episodic,Scene,0,2.0,1,-2,0.0,5
episodic,Green,0,3.5,4,-1,0.0,8
episodic,Yellow,1,3.5,4,3,2.923068979437352,8
episodic,Red,0,2.0,1,-3,-1.8680080492267777,8
episodic,Red,0,2.0,1,-1,0.0,1
episodic,Blue,0,4.5,6,-2,-1.6498960762801174,1
episodic,Yellow,1,3.5,4,2,1.321919057731356,1
episodic,Red,1,3.0,3,-2,0.028573790947112876,8
episodic,Green,0,3.0,3,-1,-1.3114505629040052,8
episodic,Blue,1,4.0,5,4,2.3414675870506096,8
episodic,Object,1,3.5,4,1,2.3277899262317168,3
episodic,Animal,1,2.5,2,1,1.9924695133882695,3
episodic,Scene,0,2.0,1,-1,0.0,3
episodic,Object,0,2.5,2,-2,-2.389869158525056,1
episodic,Scene,0,2.0,1,2,0.0,1
episodic,Food,0,2.5,2,3,-1.503208745771113,1
episodic,Red,0,3.0,3,-1,-0.860924522344519,7
episodic,Green,0,2.0,1,6,0.0,7
episodic,Blue,0,2.0,1,-3,0.0,7
episodic,Blue,0,4.0,5,1,-0.18764317877501968,2
episodic,Yellow,0,2.5,2,-1,0.0,2
episodic,Green,0,3.5,4,-2,-2.1907925419991843,2
episodic,Object,0,2.5,2,-1,0.0,8
episodic,Animal,0,3.0,3,1,-0.8679053940050458,8
episodic,Food,1,3.5,4,1,0.2445181123161192,8
episodic,Blue,0,3.0,3,1,-0.6447249036011353,2
episodic,Yellow,1,3.0,3,1,1.5573701286983694,2
episodic,Green,0,3.5,4,-2,-2.4510469795494254,2
episodic,Food,0,3.0,3,-1,-2.1837773657297497,7
episodic,Scene,1,2.0,1,-2,1.8575957224113302,7
episodic,Object,1,2.5,2,2,2.83904016103789,7
episodic,Red,0,2.0,1,1,0.0,4
episodic,Yellow,0,3.5,4,-3,-1.55054084705788,4
episodic,Green,1,4.5,6,1,1.220583475768608,4
episodic,Scene,1,2.0,1,3,1.1693797322190982,7
episodic,Object,0,3.5,4,-3,-2.331963414750906,7
episodic,Animal,0,3.0,3,-2,0.0,7
episodic,Animal,1,2.5,2,3,1.0881843763688972,4
episodic,Object,0,4.0,5,-5,-4.098458937304539,4
episodic,Scene,1,3.0,3,2,1.9619391090775067,4
episodic,Object,1,3.0,3,1,1.566000500844908,1
episodic,Animal,0,3.5,4,-1,-0.808970148872959,1
episodic,Food,0,1.5,0,-2,0.0,1
episodic,Red,0,1.5,0,-2,0.0,7
episodic,Green,0,3.0,3,-2,-0.4530478337456191,7
episodic,Blue,0,2.5,2,3,0.0,7
episodic,Red,1,3.0,3,1,0.4606526273205829,4
episodic,Yellow,0,2.5,2,-3,0.0,4
episodic,Green,0,2.0,1,2,0.0,4
episodic,Scene,0,2.5,2,2,0.0,2
episodic,Food,1,2.0,1,-1,0.23061908767586536,2
episodic,Animal,0,2.5,2,-1,0.0,2
episodic,Scene,1,4.5,6,2,2.3100795582156266,5
episodic,Animal,0,3.5,4,-1,-1.483031667557808,5
episodic,Food,0,4.5,6,-2,-1.8171265729806612,5
episodic,Animal,1,4.0,5,2,2.3756471123802467,4
episodic,Object,0,2.5,2,-3,0.0,4
episodic,Food,1,4.0,5,2,0.09903096436296832,4
episodic,Animal,1,3.0,3,2,2.9490603837909646,3
episodic,Scene,0,3.0,3,-3,-0.9599102006688613,3
episodic,Food,1,3.5,4,1,0.41463548890320034,3
episodic,Blue,0,1.5,0,2,0.0,3
episodic,Green,1,2.0,1,2,2.108036332579469,3
episodic,Yellow,0,2.5,2,-6,-1.6252258738310967,3
episodic,Object,0,3.5,4,-1,-0.9507563006698868,4
episodic,Scene,0,3.5,4,-1,-2.2607099504678034,4
episodic,Animal,1,3.5,4,2,0.5689233795312403,4
episodic,Green,1,2.5,2,2,1.846269211613789,5
episodic,Red,0,2.0,1,-2,-0.9218800346507232,5
episodic,Yellow,0,2.5,2,2,0.0,5
episodic,Green,0,3.0,3,-3,-1.4145382849558055,6
episodic,Yellow,0,2.0,1,2,0.0,6
episodic,Red,0,3.0,3,1,0.0,6
episodic,Blue,0,2.5,2,-2,-2.2454328033614206,3
episodic,Yellow,0,2.0,1,-1,0.0,3
episodic,Red,1,3.5,4,1,3.2931489758850447,3
episodic,Red,1,3.0,3,-1,0.8689112127936153,3
episodic,Blue,0,1.5,0,2,0.0,3
episodic,Green,0,3.0,3,-2,-2.3900641530753566,3
episodic,Object,0,4.0,5,1,-0.796877644926447,1
episodic,Scene,0,3.5,4,2,0.0,1
episodic,Food,0,3.5,4,-2,-4.3666504457513815,1
episodic,Animal,0,3.0,3,-4,-2.1637537666012197,5
episodic,Scene,1,3.0,3,4,1.6170247197747516,5
episodic,Object,0,2.0,1,-1,0.0,5
episodic,Scene,0,2.5,2,-1,0.0,6
episodic,Food,1,3.0,3,2,1.680389459659227,6
episodic,Object,0,2.0,1,-1,0.0,6
episodic,Blue,1,3.0,3,3,1.0293277416067907,2
episodic,Red,1,3.0,3,1,1.1961752229803744,2
episodic,Green,0,2.5,2,-4,-1.6023441951574404,2
episodic,Blue,1,2.5,2,1,1.2462809563657715,1
