wid,option,choice,rt,correct,trial_number,phase,n_images_with_option,n_images_with_option_wid,recalled_offer_value,true_offer_value
we820c40,Birds,0.0,973.0,1.0,22.0,choice,3.0,1,-3,-3
wd1f6033,Birds,0.0,1145.0,1.0,23.0,choice,3.0,3,-1,-3
wa9588e1,Birds,1.0,4220.0,0.0,5.0,choice,3.0,1,1,-3
w417dedd,Birds,0.0,937.0,1.0,2.0,choice,3.0,3,-1,-3
waf5ed76,Birds,0.0,1123.0,1.0,13.0,choice,3.0,1,-3,-3
wb83a52c,Birds,1.0,6391.0,0.0,2.0,choice,3.0,2,-1,-3
wf9d56e4,Birds,0.0,3564.0,1.0,3.0,choice,3.0,3,-1,-3
w00c391f,Birds,1.0,2122.0,0.0,1.0,choice,3.0,3,1,-3
wae73c1f,Birds,0.0,7066.0,1.0,19.0,choice,3.0,3,-1,-3
wbdee46f,Birds,0.0,4334.0,1.0,14.0,choice,3.0,3,-1,-3
wd1558cc,Birds,0.0,739.0,1.0,28.0,choice,3.0,3,0,-3
w0cf8802,Birds,1.0,677.0,0.0,8.0,choice,3.0,2,0,-3
w31b7dbe,Birds,0.0,2161.0,1.0,29.0,choice,3.0,4,-1,-3
w1efb25c,Birds,0.0,2058.0,1.0,30.0,choice,3.0,3,-1,-3
w017e3cd,Birds,0.0,2186.0,1.0,1.0,choice,3.0,1,-2,-3
w865d6ad,Birds,0.0,585.0,1.0,30.0,choice,3.0,2,-2,-3
w4810e3e,Birds,0.0,1313.0,1.0,9.0,choice,3.0,3,-1,-3
w161eef2,Birds,0.0,2639.0,1.0,26.0,choice,3.0,3,0,-3
wd9e76e4,Birds,0.0,872.0,1.0,5.0,choice,3.0,4,2,-3
w6355333,Birds,0.0,300.0,1.0,12.0,choice,3.0,3,-2,-3
wa620fe2,Birds,0.0,1075.0,1.0,15.0,choice,3.0,4,-3,-3
w812d061,Birds,1.0,610.0,0.0,5.0,choice,3.0,0,0,-3
wf9347d8,Birds,0.0,591.0,1.0,25.0,choice,3.0,3,-2,-3
w5624f17,Birds,0.0,2082.0,1.0,7.0,choice,3.0,3,-1,-3
wad2e584,Birds,0.0,4042.0,1.0,6.0,choice,3.0,3,0,-3
wf2e46b5,Birds,1.0,1957.0,0.0,8.0,choice,3.0,3,0,-3
wbff56f6,Birds,0.0,3275.0,1.0,20.0,choice,3.0,2,-2,-3
w3067c35,Birds,0.0,1125.0,1.0,26.0,choice,3.0,1,1,-3
wc136bb6,Birds,0.0,654.0,1.0,7.0,choice,3.0,3,0,-3
wa24f9fe,Birds,0.0,796.0,1.0,20.0,choice,3.0,2,-2,-3
w51d8142,Birds,0.0,1845.0,1.0,25.0,choice,3.0,4,-1,-3
wf7e1cf2,Birds,1.0,708.0,0.0,22.0,choice,3.0,3,0,-3
w915dec2,Birds,0.0,470.0,1.0,28.0,choice,3.0,3,-1,-3
w4e312fd,Birds,0.0,658.0,1.0,28.0,choice,3.0,3,0,-3
w0c6daff,Birds,0.0,1110.0,1.0,14.0,choice,3.0,3,0,-3
w472a3b0,Birds,0.0,571.0,1.0,5.0,choice,3.0,3,-2,-3
w7b672a4,Birds,1.0,1085.0,0.0,28.0,choice,3.0,2,0,-3
wa06df17,Birds,1.0,3634.0,0.0,19.0,choice,3.0,2,1,-3
w0e327f3,Birds,1.0,5886.0,0.0,4.0,choice,3.0,3,-3,-3
w1afb6bd,Birds,0.0,1437.0,1.0,22.0,choice,3.0,3,-3,-3
w08dda5e,Birds,0.0,2333.0,1.0,8.0,choice,3.0,3,-2,-3
w49dc7cd,Birds,0.0,1560.0,1.0,13.0,choice,3.0,0,-1,-3
w7574933,Birds,0.0,2166.0,1.0,29.0,choice,3.0,3,0,-3
w2e9806f,Mammals,1.0,3163.0,1.0,10.0,choice,3.0,2,2,1
wf57281a,Mammals,1.0,1144.0,1.0,12.0,choice,3.0,3,2,1
wc861d09,Mammals,0.0,4011.0,0.0,17.0,choice,3.0,3,3,1
w3ef8767,Mammals,0.0,2028.0,0.0,22.0,choice,3.0,3,1,1
wb050285,Mammals,0.0,108.0,0.0,4.0,choice,3.0,4,3,1
w2c5d7eb,Mammals,1.0,1117.0,1.0,4.0,choice,3.0,3,1,1
w567d945,Mammals,0.0,7428.0,0.0,18.0,choice,3.0,3,1,1
wbf71104,Mammals,0.0,2327.0,0.0,6.0,choice,3.0,6,0,1
wdcba2fa,Mammals,1.0,3703.0,1.0,13.0,choice,3.0,3,1,1
w06dc745,Mammals,0.0,2187.0,0.0,13.0,choice,3.0,2,0,1
wd3b5cb5,Mammals,0.0,4780.0,0.0,30.0,choice,3.0,5,2,1
wea422b2,Mammals,,,0.0,23.0,choice,3.0,1,2,1
w8b71afe,Mammals,1.0,5682.0,1.0,28.0,choice,3.0,3,1,1
wea26d76,Mammals,1.0,3874.0,1.0,7.0,choice,3.0,3,3,1
w28e335e,Mammals,0.0,2418.0,0.0,17.0,choice,3.0,3,2,1
w8d04c13,Mammals,0.0,4726.0,0.0,9.0,choice,3.0,6,2,1
w882868f,Mammals,1.0,1535.0,1.0,13.0,choice,3.0,2,2,1
w973e0a4,Mammals,,,0.0,7.0,choice,3.0,3,2,1
w38281a7,Mammals,1.0,5157.0,1.0,21.0,choice,3.0,3,1,1
w15afaeb,Mammals,1.0,5627.0,1.0,11.0,choice,3.0,3,2,1
we820c40,Mammals,,,0.0,1.0,choice,3.0,3,2,1
wd1f6033,Mammals,0.0,4832.0,0.0,1.0,choice,3.0,2,1,1
wa9588e1,Mammals,0.0,370.0,0.0,12.0,choice,3.0,2,1,1
w417dedd,Mammals,1.0,1948.0,1.0,7.0,choice,3.0,3,1,1
waf5ed76,Mammals,0.0,2278.0,0.0,2.0,choice,3.0,3,1,1
wb83a52c,Mammals,1.0,1080.0,1.0,16.0,choice,3.0,3,1,1
wf9d56e4,Mammals,1.0,2160.0,1.0,19.0,choice,3.0,3,1,1
w00c391f,Mammals,1.0,1406.0,1.0,24.0,choice,3.0,3,1,1
wae73c1f,Mammals,0.0,823.0,0.0,24.0,choice,3.0,3,1,1
wbdee46f,Mammals,1.0,565.0,1.0,17.0,choice,3.0,3,2,1
wd1558cc,Mammals,0.0,2137.0,0.0,19.0,choice,3.0,3,1,1
w0cf8802,Mammals,1.0,3862.0,1.0,26.0,choice,3.0,3,1,1
w31b7dbe,Mammals,0.0,2698.0,0.0,6.0,choice,3.0,1,2,1
w1efb25c,Mammals,1.0,4959.0,1.0,9.0,choice,3.0,0,1,1
w017e3cd,Mammals,1.0,4431.0,1.0,28.0,choice,3.0,3,0,1
w865d6ad,Mammals,1.0,3615.0,1.0,23.0,choice,3.0,3,1,1
w4810e3e,Mammals,1.0,3759.0,1.0,27.0,choice,3.0,4,3,1
w161eef2,Mammals,1.0,913.0,1.0,13.0,choice,3.0,3,-2,1
wd9e76e4,Mammals,0.0,2966.0,0.0,8.0,choice,3.0,7,3,1
w6355333,Mammals,0.0,3670.0,0.0,9.0,choice,3.0,3,1,1
wa620fe2,Mammals,1.0,2126.0,1.0,18.0,choice,3.0,4,2,1
w812d061,Mammals,1.0,432.0,1.0,13.0,choice,3.0,5,-1,1
wf9347d8,Mammals,1.0,1164.0,1.0,23.0,choice,3.0,3,-1,1
w5624f17,Mammals,0.0,841.0,0.0,26.0,choice,3.0,4,2,1
wad2e584,Mammals,0.0,1575.0,0.0,3.0,choice,3.0,1,1,1
wf2e46b5,Mammals,0.0,839.0,0.0,21.0,choice,3.0,3,0,1
wbff56f6,Mammals,1.0,5976.0,1.0,14.0,choice,3.0,4,1,1
w3067c35,Mammals,1.0,5745.0,1.0,5.0,choice,3.0,4,0,1
wc136bb6,Mammals,0.0,3035.0,0.0,25.0,choice,3.0,4,3,1
wa24f9fe,Mammals,1.0,1765.0,1.0,30.0,choice,3.0,2,2,1
w51d8142,Mammals,1.0,3384.0,1.0,21.0,choice,3.0,6,1,1
wf7e1cf2,Mammals,1.0,3150.0,1.0,25.0,choice,3.0,0,1,1
w915dec2,Mammals,1.0,406.0,1.0,14.0,choice,3.0,5,2,1
w4e312fd,Mammals,1.0,2820.0,1.0,7.0,choice,3.0,3,2,1
w0c6daff,Mammals,0.0,1985.0,0.0,2.0,choice,3.0,6,2,1
w472a3b0,Mammals,1.0,671.0,1.0,8.0,choice,3.0,3,1,1
w7b672a4,Mammals,0.0,1572.0,0.0,29.0,choice,3.0,2,1,1
wa06df17,Mammals,1.0,6389.0,1.0,1.0,choice,3.0,4,1,1
w0e327f3,Mammals,1.0,5249.0,1.0,2.0,choice,3.0,6,1,1
w1afb6bd,Mammals,1.0,2866.0,1.0,27.0,choice,3.0,3,3,1
w08dda5e,Mammals,1.0,4504.0,1.0,29.0,choice,3.0,6,2,1
w49dc7cd,Mammals,1.0,479.0,1.0,22.0,choice,3.0,0,3,1
w7574933,Mammals,1.0,1520.0,1.0,30.0,choice,3.0,6,1,1
w2e9806f,Insects,0.0,1837.0,1.0,11.0,choice,1.0,1,0,-1
wf57281a,Insects,0.0,744.0,1.0,22.0,choice,1.0,1,-1,-1
wc861d09,Insects,0.0,2494.0,1.0,8.0,choice,1.0,0,0,-1
w3ef8767,Insects,0.0,980.0,1.0,17.0,choice,1.0,1,0,-1
wb050285,Insects,0.0,3214.0,1.0,22.0,choice,1.0,1,-1,-1
w2c5d7eb,Insects,0.0,2650.0,1.0,29.0,choice,1.0,1,-1,-1
w567d945,Insects,0.0,4297.0,1.0,5.0,choice,1.0,1,0,-1
wbf71104,Insects,0.0,1573.0,1.0,25.0,choice,1.0,1,1,-1
wdcba2fa,Insects,1.0,1341.0,0.0,17.0,choice,1.0,0,1,-1
w06dc745,Insects,0.0,796.0,1.0,20.0,choice,1.0,1,-1,-1
wd3b5cb5,Insects,0.0,6468.0,1.0,25.0,choice,1.0,1,-1,-1
wea422b2,Insects,0.0,746.0,1.0,4.0,choice,1.0,0,0,-1
w8b71afe,Insects,1.0,3044.0,0.0,7.0,choice,1.0,1,0,-1
wea26d76,Insects,0.0,4816.0,1.0,16.0,choice,1.0,0,0,-1
w28e335e,Insects,0.0,4176.0,1.0,18.0,choice,1.0,1,1,-1
w8d04c13,Insects,0.0,2418.0,1.0,12.0,choice,1.0,1,0,-1
w882868f,Insects,0.0,540.0,1.0,11.0,choice,1.0,0,-1,-1
w973e0a4,Insects,0.0,1454.0,1.0,21.0,choice,1.0,1,-1,-1
w38281a7,Insects,0.0,2354.0,1.0,18.0,choice,1.0,1,-1,-1
w15afaeb,Insects,0.0,1792.0,1.0,4.0,choice,1.0,1,-1,-1
we820c40,Insects,0.0,1516.0,1.0,5.0,choice,1.0,1,0,-1
wd1f6033,Insects,0.0,3599.0,1.0,25.0,choice,1.0,0,0,-1
wa9588e1,Insects,0.0,399.0,1.0,27.0,choice,1.0,1,0,-1
w417dedd,Insects,0.0,2161.0,1.0,11.0,choice,1.0,1,0,-1
waf5ed76,Insects,0.0,632.0,1.0,10.0,choice,1.0,1,-1,-1
wb83a52c,Insects,0.0,1466.0,1.0,19.0,choice,1.0,1,0,-1
wf9d56e4,Insects,,,0.0,15.0,choice,1.0,1,0,-1
w00c391f,Insects,1.0,2764.0,0.0,2.0,choice,1.0,1,0,-1
wae73c1f,Insects,0.0,2830.0,1.0,14.0,choice,1.0,1,-1,-1
wbdee46f,Insects,0.0,1358.0,1.0,21.0,choice,1.0,1,-1,-1
wd1558cc,Insects,0.0,1763.0,1.0,12.0,choice,1.0,0,0,-1
w0cf8802,Insects,0.0,2022.0,1.0,10.0,choice,1.0,1,0,-1
w31b7dbe,Insects,1.0,5250.0,0.0,10.0,choice,1.0,0,0,-1
w1efb25c,Insects,0.0,1251.0,1.0,27.0,choice,1.0,1,-1,-1
w017e3cd,Insects,0.0,3633.0,1.0,13.0,choice,1.0,1,-1,-1
w865d6ad,Insects,0.0,539.0,1.0,20.0,choice,1.0,1,0,-1
w4810e3e,Insects,0.0,2215.0,1.0,16.0,choice,1.0,1,-1,-1
w161eef2,Insects,1.0,1219.0,0.0,14.0,choice,1.0,1,0,-1
wd9e76e4,Insects,0.0,1317.0,1.0,7.0,choice,1.0,2,0,-1
w6355333,Insects,0.0,6032.0,1.0,6.0,choice,1.0,1,-1,-1
wa620fe2,Insects,0.0,2070.0,1.0,24.0,choice,1.0,1,0,-1
w812d061,Insects,0.0,474.0,1.0,3.0,choice,1.0,1,0,-1
wf9347d8,Insects,0.0,1993.0,1.0,19.0,choice,1.0,1,-1,-1
w5624f17,Insects,0.0,915.0,1.0,27.0,choice,1.0,1,-1,-1
wad2e584,Insects,0.0,3203.0,1.0,8.0,choice,1.0,1,1,-1
wf2e46b5,Insects,0.0,230.0,1.0,27.0,choice,1.0,1,0,-1
wbff56f6,Insects,0.0,1471.0,1.0,27.0,choice,1.0,1,-1,-1
w3067c35,Insects,0.0,1392.0,1.0,12.0,choice,1.0,0,0,-1
wc136bb6,Insects,0.0,3685.0,1.0,18.0,choice,1.0,1,0,-1
wa24f9fe,Insects,,,0.0,29.0,choice,1.0,1,-1,-1
w51d8142,Insects,0.0,965.0,1.0,16.0,choice,1.0,1,0,-1
wf7e1cf2,Insects,0.0,3058.0,1.0,2.0,choice,1.0,0,0,-1
w915dec2,Insects,0.0,1657.0,1.0,4.0,choice,1.0,1,0,-1
w4e312fd,Insects,0.0,1290.0,1.0,17.0,choice,1.0,1,0,-1
w0c6daff,Insects,0.0,1637.0,1.0,1.0,choice,1.0,1,1,-1
w472a3b0,Insects,0.0,3807.0,1.0,23.0,choice,1.0,1,-1,-1
w7b672a4,Insects,0.0,3104.0,1.0,10.0,choice,1.0,0,0,-1
wa06df17,Insects,0.0,3394.0,1.0,18.0,choice,1.0,1,-1,-1
w0e327f3,Insects,,,0.0,1.0,choice,1.0,1,-1,-1
w1afb6bd,Insects,0.0,2283.0,1.0,4.0,choice,1.0,1,-1,-1
w08dda5e,Insects,0.0,1087.0,1.0,18.0,choice,1.0,1,0,-1
w49dc7cd,Insects,0.0,995.0,1.0,23.0,choice,1.0,1,0,-1
w7574933,Insects,0.0,686.0,1.0,11.0,choice,1.0,1,-1,-1
w2e9806f,Sky,1.0,2305.0,0.0,12.0,choice,4.0,3,0,-2
wf57281a,Sky,0.0,3938.0,1.0,11.0,choice,4.0,2,-2,-2
wc861d09,Sky,0.0,5153.0,1.0,27.0,choice,4.0,2,2,-2
w3ef8767,Sky,0.0,2968.0,1.0,26.0,choice,4.0,3,2,-2
wb050285,Sky,0.0,912.0,1.0,26.0,choice,4.0,4,-1,-2
w2c5d7eb,Sky,0.0,1935.0,1.0,30.0,choice,4.0,5,-2,-2
w567d945,Sky,1.0,7128.0,0.0,13.0,choice,4.0,1,-2,-2
wbf71104,Sky,0.0,742.0,1.0,8.0,choice,4.0,1,0,-2
wdcba2fa,Sky,0.0,542.0,1.0,18.0,choice,4.0,2,0,-2
w06dc745,Sky,1.0,1981.0,0.0,7.0,choice,4.0,1,1,-2
wd3b5cb5,Sky,0.0,2980.0,1.0,27.0,choice,4.0,4,1,-2
wea422b2,Sky,0.0,5324.0,1.0,9.0,choice,4.0,1,1,-2
w8b71afe,Sky,0.0,6328.0,1.0,27.0,choice,4.0,4,2,-2
wea26d76,Sky,0.0,3628.0,1.0,26.0,choice,4.0,3,2,-2
w28e335e,Sky,0.0,5191.0,1.0,7.0,choice,4.0,1,-1,-2
w8d04c13,Sky,1.0,631.0,0.0,15.0,choice,4.0,2,0,-2
w882868f,Sky,0.0,2398.0,1.0,27.0,choice,4.0,4,-1,-2
w973e0a4,Sky,0.0,808.0,1.0,30.0,choice,4.0,3,-1,-2
w38281a7,Sky,,,0.0,4.0,choice,4.0,3,-2,-2
w15afaeb,Sky,1.0,5624.0,0.0,22.0,choice,4.0,4,1,-2
we820c40,Sky,0.0,379.0,1.0,30.0,choice,4.0,2,0,-2
wd1f6033,Sky,0.0,449.0,1.0,14.0,choice,4.0,2,-2,-2
wa9588e1,Sky,1.0,1294.0,0.0,26.0,choice,4.0,3,-2,-2
w417dedd,Sky,1.0,1476.0,0.0,17.0,choice,4.0,4,-1,-2
waf5ed76,Sky,1.0,2142.0,0.0,25.0,choice,4.0,3,-2,-2
wb83a52c,Sky,1.0,5383.0,0.0,8.0,choice,4.0,5,0,-2
wf9d56e4,Sky,1.0,1180.0,0.0,30.0,choice,4.0,4,-1,-2
w00c391f,Sky,0.0,1344.0,1.0,9.0,choice,4.0,1,0,-2
wae73c1f,Sky,0.0,6249.0,1.0,18.0,choice,4.0,3,-2,-2
wbdee46f,Sky,0.0,3121.0,1.0,18.0,choice,4.0,3,-1,-2
wd1558cc,Sky,1.0,1793.0,0.0,18.0,choice,4.0,3,1,-2
w0cf8802,Sky,1.0,3474.0,0.0,1.0,choice,4.0,2,2,-2
w31b7dbe,Sky,1.0,4799.0,0.0,15.0,choice,4.0,0,-1,-2
w1efb25c,Sky,1.0,2861.0,0.0,18.0,choice,4.0,3,-2,-2
w017e3cd,Sky,0.0,7279.0,1.0,4.0,choice,4.0,3,1,-2
w865d6ad,Sky,0.0,896.0,1.0,17.0,choice,4.0,0,0,-2
w4810e3e,Sky,1.0,5912.0,0.0,20.0,choice,4.0,4,1,-2
w161eef2,Sky,1.0,335.0,0.0,12.0,choice,4.0,2,0,-2
wd9e76e4,Sky,1.0,800.0,0.0,26.0,choice,4.0,5,2,-2
w6355333,Sky,0.0,491.0,1.0,29.0,choice,4.0,4,-2,-2
wa620fe2,Sky,1.0,4879.0,0.0,16.0,choice,4.0,5,0,-2
w812d061,Sky,1.0,428.0,0.0,21.0,choice,4.0,4,-1,-2
wf9347d8,Sky,1.0,2855.0,0.0,10.0,choice,4.0,4,0,-2
w5624f17,Sky,1.0,2467.0,0.0,2.0,choice,4.0,3,1,-2
wad2e584,Sky,1.0,316.0,0.0,21.0,choice,4.0,3,0,-2
wf2e46b5,Sky,1.0,583.0,0.0,25.0,choice,4.0,2,2,-2
wbff56f6,Sky,0.0,4716.0,1.0,9.0,choice,4.0,3,-2,-2
w3067c35,Sky,1.0,507.0,0.0,19.0,choice,4.0,0,2,-2
wc136bb6,Sky,1.0,1512.0,0.0,21.0,choice,4.0,3,0,-2
wa24f9fe,Sky,0.0,5594.0,1.0,24.0,choice,4.0,3,-1,-2
w51d8142,Sky,0.0,1212.0,1.0,7.0,choice,4.0,4,-1,-2
wf7e1cf2,Sky,1.0,3348.0,0.0,24.0,choice,4.0,3,0,-2
w915dec2,Sky,1.0,2831.0,0.0,5.0,choice,4.0,3,0,-2
w4e312fd,Sky,0.0,523.0,1.0,23.0,choice,4.0,0,0,-2
w0c6daff,Sky,0.0,1826.0,1.0,4.0,choice,4.0,3,0,-2
w472a3b0,Sky,0.0,423.0,1.0,27.0,choice,4.0,0,-1,-2
w7b672a4,Sky,0.0,1497.0,1.0,15.0,choice,4.0,0,2,-2
wa06df17,Sky,1.0,3847.0,0.0,11.0,choice,4.0,3,0,-2
w0e327f3,Sky,,,0.0,7.0,choice,4.0,3,-2,-2
w1afb6bd,Sky,0.0,274.0,1.0,24.0,choice,4.0,4,0,-2
w08dda5e,Sky,1.0,1759.0,0.0,21.0,choice,4.0,4,-1,-2
w49dc7cd,Sky,0.0,4898.0,1.0,3.0,choice,4.0,1,1,-2
w7574933,Sky,1.0,3412.0,0.0,14.0,choice,4.0,3,0,-2
w2e9806f,Vegetables,1.0,2762.0,1.0,13.0,choice,3.0,3,-1,1
wf57281a,Vegetables,1.0,3039.0,1.0,25.0,choice,3.0,3,1,1
wc861d09,Vegetables,0.0,5981.0,0.0,22.0,choice,3.0,3,1,1
w3ef8767,Vegetables,1.0,2362.0,1.0,3.0,choice,3.0,3,2,1
wb050285,Vegetables,1.0,624.0,1.0,25.0,choice,3.0,3,1,1
w2c5d7eb,Vegetables,0.0,3405.0,0.0,11.0,choice,3.0,3,-1,1
w567d945,Vegetables,1.0,7314.0,1.0,22.0,choice,3.0,3,2,1
wbf71104,Vegetables,1.0,1039.0,1.0,9.0,choice,3.0,3,0,1
wdcba2fa,Vegetables,1.0,388.0,1.0,6.0,choice,3.0,3,0,1
w06dc745,Vegetables,0.0,1252.0,0.0,12.0,choice,3.0,3,1,1
wd3b5cb5,Vegetables,1.0,2756.0,1.0,21.0,choice,3.0,1,0,1
wea422b2,Vegetables,1.0,322.0,1.0,30.0,choice,3.0,0,0,1
w8b71afe,Vegetables,1.0,3817.0,1.0,13.0,choice,3.0,3,0,1
wea26d76,Vegetables,0.0,2002.0,0.0,24.0,choice,3.0,3,1,1
w28e335e,Vegetables,0.0,6958.0,0.0,6.0,choice,3.0,3,2,1
w8d04c13,Vegetables,1.0,2567.0,1.0,23.0,choice,3.0,3,1,1
w882868f,Vegetables,1.0,896.0,1.0,12.0,choice,3.0,1,0,1
w973e0a4,Vegetables,1.0,733.0,1.0,23.0,choice,3.0,1,2,1
w38281a7,Vegetables,1.0,2049.0,1.0,23.0,choice,3.0,3,2,1
w15afaeb,Vegetables,0.0,589.0,0.0,23.0,choice,3.0,3,-1,1
we820c40,Vegetables,1.0,1506.0,1.0,11.0,choice,3.0,3,0,1
wd1f6033,Vegetables,0.0,1382.0,0.0,5.0,choice,3.0,2,0,1
wa9588e1,Vegetables,1.0,1250.0,1.0,8.0,choice,3.0,3,1,1
w417dedd,Vegetables,1.0,293.0,1.0,29.0,choice,3.0,2,1,1
waf5ed76,Vegetables,1.0,926.0,1.0,24.0,choice,3.0,3,2,1
wb83a52c,Vegetables,1.0,2530.0,1.0,3.0,choice,3.0,3,2,1
wf9d56e4,Vegetables,0.0,1075.0,0.0,23.0,choice,3.0,3,1,1
w00c391f,Vegetables,0.0,2539.0,0.0,29.0,choice,3.0,2,1,1
wae73c1f,Vegetables,1.0,3117.0,1.0,26.0,choice,3.0,3,-1,1
wbdee46f,Vegetables,1.0,3862.0,1.0,19.0,choice,3.0,3,0,1
wd1558cc,Vegetables,1.0,1037.0,1.0,1.0,choice,3.0,2,0,1
w0cf8802,Vegetables,0.0,637.0,0.0,15.0,choice,3.0,3,0,1
w31b7dbe,Vegetables,0.0,2154.0,0.0,8.0,choice,3.0,3,1,1
w1efb25c,Vegetables,1.0,950.0,1.0,20.0,choice,3.0,3,2,1
w017e3cd,Vegetables,1.0,3361.0,1.0,29.0,choice,3.0,3,2,1
w865d6ad,Vegetables,1.0,5426.0,1.0,12.0,choice,3.0,3,2,1
w4810e3e,Vegetables,0.0,2338.0,0.0,23.0,choice,3.0,3,-1,1
w161eef2,Vegetables,1.0,558.0,1.0,4.0,choice,3.0,4,0,1
wd9e76e4,Vegetables,1.0,1806.0,1.0,10.0,choice,3.0,3,1,1
w6355333,Vegetables,1.0,5532.0,1.0,15.0,choice,3.0,2,0,1
wa620fe2,Vegetables,1.0,5279.0,1.0,10.0,choice,3.0,3,0,1
w812d061,Vegetables,0.0,581.0,0.0,12.0,choice,3.0,3,0,1
wf9347d8,Vegetables,1.0,2062.0,1.0,8.0,choice,3.0,3,1,1
w5624f17,Vegetables,1.0,5758.0,1.0,1.0,choice,3.0,3,1,1
wad2e584,Vegetables,1.0,2416.0,1.0,14.0,choice,3.0,2,1,1
wf2e46b5,Vegetables,1.0,567.0,1.0,19.0,choice,3.0,3,1,1
wbff56f6,Vegetables,1.0,2004.0,1.0,11.0,choice,3.0,3,3,1
w3067c35,Vegetables,1.0,391.0,1.0,28.0,choice,3.0,4,1,1
wc136bb6,Vegetables,0.0,6166.0,0.0,22.0,choice,3.0,2,0,1
wa24f9fe,Vegetables,1.0,4900.0,1.0,16.0,choice,3.0,2,0,1
w51d8142,Vegetables,1.0,1750.0,1.0,1.0,choice,3.0,4,-1,1
wf7e1cf2,Vegetables,0.0,884.0,0.0,5.0,choice,3.0,3,2,1
w915dec2,Vegetables,1.0,6119.0,1.0,3.0,choice,3.0,3,1,1
w4e312fd,Vegetables,0.0,434.0,0.0,30.0,choice,3.0,3,0,1
w0c6daff,Vegetables,1.0,134.0,1.0,21.0,choice,3.0,2,1,1
w472a3b0,Vegetables,1.0,4383.0,1.0,15.0,choice,3.0,3,-1,1
w7b672a4,Vegetables,1.0,3812.0,1.0,5.0,choice,3.0,1,0,1
wa06df17,Vegetables,1.0,4006.0,1.0,7.0,choice,3.0,3,1,1
w0e327f3,Vegetables,0.0,7283.0,0.0,18.0,choice,3.0,2,1,1
w1afb6bd,Vegetables,1.0,2365.0,1.0,9.0,choice,3.0,3,0,1
w08dda5e,Vegetables,1.0,1801.0,1.0,13.0,choice,3.0,3,-1,1
w49dc7cd,Vegetables,0.0,1547.0,0.0,5.0,choice,3.0,3,-1,1
w7574933,Vegetables,0.0,4704.0,0.0,1.0,choice,3.0,2,0,1
w2e9806f,Pets,1.0,718.0,1.0,14.0,choice,2.0,2,2,2
wf57281a,Pets,1.0,631.0,1.0,2.0,choice,2.0,3,2,2
wc861d09,Pets,1.0,5912.0,1.0,26.0,choice,2.0,1,2,2
w3ef8767,Pets,1.0,2932.0,1.0,13.0,choice,2.0,2,2,2
wb050285,Pets,1.0,1925.0,1.0,27.0,choice,2.0,0,2,2
w2c5d7eb,Pets,1.0,783.0,1.0,6.0,choice,2.0,2,2,2
w567d945,Pets,1.0,771.0,1.0,9.0,choice,2.0,2,2,2
wbf71104,Pets,1.0,4073.0,1.0,18.0,choice,2.0,2,0,2
wdcba2fa,Pets,0.0,567.0,0.0,26.0,choice,2.0,2,1,2
w06dc745,Pets,1.0,1680.0,1.0,6.0,choice,2.0,3,1,2
wd3b5cb5,Pets,1.0,1168.0,1.0,9.0,choice,2.0,2,2,2
wea422b2,Pets,1.0,1956.0,1.0,17.0,choice,2.0,1,2,2
w8b71afe,Pets,1.0,2375.0,1.0,12.0,choice,2.0,2,0,2
wea26d76,Pets,1.0,1680.0,1.0,28.0,choice,2.0,2,2,2
w28e335e,Pets,1.0,998.0,1.0,29.0,choice,2.0,2,2,2
w8d04c13,Pets,1.0,1567.0,1.0,10.0,choice,2.0,2,2,2
w882868f,Pets,1.0,205.0,1.0,20.0,choice,2.0,2,2,2
w973e0a4,Pets,1.0,362.0,1.0,25.0,choice,2.0,2,2,2
w38281a7,Pets,1.0,738.0,1.0,28.0,choice,2.0,2,2,2
w15afaeb,Pets,1.0,1003.0,1.0,27.0,choice,2.0,3,1,2
we820c40,Pets,1.0,490.0,1.0,26.0,choice,2.0,2,2,2
wd1f6033,Pets,1.0,723.0,1.0,21.0,choice,2.0,2,2,2
wa9588e1,Pets,1.0,2019.0,1.0,23.0,choice,2.0,2,1,2
w417dedd,Pets,1.0,2547.0,1.0,1.0,choice,2.0,2,1,2
waf5ed76,Pets,1.0,449.0,1.0,30.0,choice,2.0,2,2,2
wb83a52c,Pets,1.0,1149.0,1.0,11.0,choice,2.0,2,1,2
wf9d56e4,Pets,1.0,280.0,1.0,8.0,choice,2.0,2,2,2
w00c391f,Pets,1.0,1141.0,1.0,19.0,choice,2.0,2,1,2
wae73c1f,Pets,1.0,5762.0,1.0,22.0,choice,2.0,2,2,2
wbdee46f,Pets,1.0,319.0,1.0,9.0,choice,2.0,2,2,2
wd1558cc,Pets,1.0,3801.0,1.0,15.0,choice,2.0,2,1,2
w0cf8802,Pets,0.0,1386.0,0.0,27.0,choice,2.0,2,0,2
w31b7dbe,Pets,1.0,1243.0,1.0,14.0,choice,2.0,2,2,2
w1efb25c,Pets,1.0,735.0,1.0,28.0,choice,2.0,2,2,2
w017e3cd,Pets,1.0,4678.0,1.0,19.0,choice,2.0,2,0,2
w865d6ad,Pets,1.0,160.0,1.0,15.0,choice,2.0,2,2,2
w4810e3e,Pets,1.0,6457.0,1.0,10.0,choice,2.0,2,2,2
w161eef2,Pets,1.0,900.0,1.0,30.0,choice,2.0,2,-1,2
wd9e76e4,Pets,0.0,2934.0,0.0,17.0,choice,2.0,3,2,2
