wid,option,choice,rt,correct,trial_number,phase,n_images_with_option,n_images_with_option_wid,recalled_offer_value,true_offer_value
w38281a7,Leaves,,,0.0,11.0,choice,6.0,6,-2,-2
w15afaeb,Leaves,0.0,4321.0,1.0,19.0,choice,6.0,6,-2,-2
we820c40,Leaves,0.0,6088.0,1.0,19.0,choice,6.0,3,-1,-2
wd1f6033,Leaves,0.0,3348.0,1.0,20.0,choice,6.0,5,0,-2
wa9588e1,Leaves,1.0,308.0,0.0,11.0,choice,6.0,4,1,-2
w417dedd,Leaves,1.0,2144.0,0.0,9.0,choice,6.0,4,0,-2
waf5ed76,Leaves,0.0,5388.0,1.0,23.0,choice,6.0,5,-4,-2
wb83a52c,Leaves,0.0,1297.0,1.0,4.0,choice,6.0,6,0,-2
wf9d56e4,Leaves,0.0,463.0,1.0,27.0,choice,6.0,0,0,-2
w00c391f,Leaves,1.0,3090.0,0.0,10.0,choice,6.0,1,1,-2
wae73c1f,Leaves,0.0,3474.0,1.0,28.0,choice,6.0,3,-2,-2
wbdee46f,Leaves,0.0,962.0,1.0,30.0,choice,6.0,6,0,-2
wd1558cc,Leaves,1.0,1864.0,0.0,4.0,choice,6.0,4,0,-2
w0cf8802,Leaves,0.0,1391.0,1.0,6.0,choice,6.0,7,2,-2
w31b7dbe,Leaves,1.0,920.0,0.0,11.0,choice,6.0,4,0,-2
w1efb25c,Leaves,1.0,3457.0,0.0,13.0,choice,6.0,4,0,-2
w017e3cd,Leaves,0.0,1334.0,1.0,3.0,choice,6.0,5,-1,-2
w865d6ad,Leaves,0.0,427.0,1.0,27.0,choice,6.0,0,0,-2
w4810e3e,Leaves,0.0,2790.0,1.0,26.0,choice,6.0,5,-2,-2
w161eef2,Leaves,0.0,4101.0,1.0,23.0,choice,6.0,2,2,-2
wd9e76e4,Leaves,0.0,1412.0,1.0,23.0,choice,6.0,6,2,-2
w6355333,Leaves,1.0,3406.0,0.0,26.0,choice,6.0,2,0,-2
wa620fe2,Leaves,0.0,2507.0,1.0,5.0,choice,6.0,1,-1,-2
w812d061,Leaves,0.0,728.0,1.0,27.0,choice,6.0,2,1,-2
wf9347d8,Leaves,1.0,441.0,0.0,9.0,choice,6.0,5,-2,-2
w5624f17,Leaves,1.0,2404.0,0.0,30.0,choice,6.0,6,-1,-2
wad2e584,Leaves,0.0,2805.0,1.0,28.0,choice,6.0,0,0,-2
wf2e46b5,Leaves,1.0,2180.0,0.0,24.0,choice,6.0,0,2,-2
wbff56f6,Leaves,,,0.0,3.0,choice,6.0,2,-1,-2
w3067c35,Leaves,0.0,4053.0,1.0,2.0,choice,6.0,0,3,-2
wc136bb6,Leaves,0.0,943.0,1.0,14.0,choice,6.0,5,0,-2
wa24f9fe,Leaves,1.0,2124.0,0.0,25.0,choice,6.0,0,0,-2
w51d8142,Leaves,0.0,2003.0,1.0,8.0,choice,6.0,5,1,-2
wf7e1cf2,Leaves,0.0,1111.0,1.0,13.0,choice,6.0,0,0,-2
w915dec2,Leaves,0.0,6846.0,1.0,19.0,choice,6.0,5,0,-2
w4e312fd,Leaves,0.0,1378.0,1.0,2.0,choice,6.0,3,0,-2
w0c6daff,Leaves,0.0,925.0,1.0,8.0,choice,6.0,5,3,-2
w472a3b0,Leaves,0.0,3329.0,1.0,13.0,choice,6.0,4,-2,-2
w7b672a4,Leaves,0.0,2879.0,1.0,7.0,choice,6.0,2,2,-2
wa06df17,Leaves,0.0,2256.0,1.0,14.0,choice,6.0,0,0,-2
w0e327f3,Leaves,1.0,3937.0,0.0,13.0,choice,6.0,7,-1,-2
w1afb6bd,Leaves,1.0,884.0,0.0,23.0,choice,6.0,6,-2,-2
w08dda5e,Leaves,0.0,1904.0,1.0,6.0,choice,6.0,5,-1,-2
w49dc7cd,Leaves,1.0,4601.0,0.0,7.0,choice,6.0,4,-2,-2
w7574933,Leaves,0.0,1870.0,1.0,26.0,choice,6.0,6,1,-2
w2e9806f,Wild Animals,0.0,4324.0,1.0,28.0,choice,4.0,5,-1,-4
wf57281a,Wild Animals,0.0,1285.0,1.0,5.0,choice,4.0,4,-2,-4
wc861d09,Wild Animals,1.0,7248.0,0.0,16.0,choice,4.0,3,-1,-4
w3ef8767,Wild Animals,1.0,4973.0,0.0,29.0,choice,4.0,4,-1,-4
wb050285,Wild Animals,0.0,1134.0,1.0,11.0,choice,4.0,3,-3,-4
w2c5d7eb,Wild Animals,0.0,959.0,1.0,8.0,choice,4.0,4,-4,-4
w567d945,Wild Animals,0.0,1859.0,1.0,26.0,choice,4.0,3,-2,-4
wbf71104,Wild Animals,0.0,976.0,1.0,3.0,choice,4.0,4,-1,-4
wdcba2fa,Wild Animals,1.0,5156.0,0.0,2.0,choice,4.0,4,1,-4
w06dc745,Wild Animals,0.0,2034.0,1.0,25.0,choice,4.0,4,-2,-4
wd3b5cb5,Wild Animals,0.0,3799.0,1.0,3.0,choice,4.0,4,-3,-4
wea422b2,Wild Animals,0.0,645.0,1.0,16.0,choice,4.0,1,-1,-4
w8b71afe,Wild Animals,0.0,4302.0,1.0,15.0,choice,4.0,4,-1,-4
wea26d76,Wild Animals,,,0.0,9.0,choice,4.0,5,0,-4
w28e335e,Wild Animals,0.0,3803.0,1.0,12.0,choice,4.0,3,-1,-4
w8d04c13,Wild Animals,0.0,639.0,1.0,14.0,choice,4.0,5,-2,-4
w882868f,Wild Animals,0.0,689.0,1.0,7.0,choice,4.0,4,-4,-4
w973e0a4,Wild Animals,0.0,1533.0,1.0,14.0,choice,4.0,4,-1,-4
w38281a7,Wild Animals,0.0,2494.0,1.0,29.0,choice,4.0,5,-3,-4
w15afaeb,Wild Animals,0.0,3907.0,1.0,3.0,choice,4.0,5,-2,-4
we820c40,Wild Animals,0.0,3619.0,1.0,2.0,choice,4.0,4,-3,-4
wd1f6033,Wild Animals,0.0,2052.0,1.0,11.0,choice,4.0,4,-1,-4
wa9588e1,Wild Animals,0.0,1034.0,1.0,28.0,choice,4.0,4,1,-4
w417dedd,Wild Animals,0.0,1315.0,1.0,13.0,choice,4.0,5,-1,-4
waf5ed76,Wild Animals,0.0,3213.0,1.0,21.0,choice,4.0,2,-4,-4
wb83a52c,Wild Animals,0.0,6418.0,1.0,24.0,choice,4.0,4,-1,-4
wf9d56e4,Wild Animals,0.0,3284.0,1.0,1.0,choice,4.0,4,-1,-4
w00c391f,Wild Animals,0.0,2161.0,1.0,18.0,choice,4.0,5,1,-4
wae73c1f,Wild Animals,,,0.0,20.0,choice,4.0,3,-2,-4
wbdee46f,Wild Animals,0.0,3627.0,1.0,24.0,choice,4.0,1,-2,-4
wd1558cc,Wild Animals,0.0,2525.0,1.0,27.0,choice,4.0,4,0,-4
w0cf8802,Wild Animals,1.0,4884.0,0.0,25.0,choice,4.0,4,0,-4
w31b7dbe,Wild Animals,0.0,2758.0,1.0,4.0,choice,4.0,4,-1,-4
w1efb25c,Wild Animals,0.0,2639.0,1.0,21.0,choice,4.0,4,-2,-4
w017e3cd,Wild Animals,0.0,3337.0,1.0,10.0,choice,4.0,3,-3,-4
w865d6ad,Wild Animals,0.0,533.0,1.0,7.0,choice,4.0,4,-2,-4
w4810e3e,Wild Animals,0.0,1809.0,1.0,7.0,choice,4.0,3,-2,-4
w161eef2,Wild Animals,1.0,3909.0,0.0,1.0,choice,4.0,3,0,-4
wd9e76e4,Wild Animals,0.0,2881.0,1.0,22.0,choice,4.0,4,2,-4
w6355333,Wild Animals,0.0,1203.0,1.0,25.0,choice,4.0,6,-3,-4
wa620fe2,Wild Animals,0.0,1303.0,1.0,4.0,choice,4.0,5,-3,-4
w812d061,Wild Animals,0.0,578.0,1.0,30.0,choice,4.0,3,0,-4
wf9347d8,Wild Animals,0.0,3966.0,1.0,26.0,choice,4.0,3,-3,-4
w5624f17,Wild Animals,0.0,806.0,1.0,11.0,choice,4.0,4,-2,-4
wad2e584,Wild Animals,1.0,2495.0,0.0,30.0,choice,4.0,4,1,-4
wf2e46b5,Wild Animals,0.0,660.0,1.0,18.0,choice,4.0,4,0,-4
wbff56f6,Wild Animals,0.0,1108.0,1.0,16.0,choice,4.0,3,-3,-4
w3067c35,Wild Animals,0.0,2409.0,1.0,30.0,choice,4.0,3,1,-4
wc136bb6,Wild Animals,,,0.0,16.0,choice,4.0,2,0,-4
wa24f9fe,Wild Animals,0.0,2776.0,1.0,26.0,choice,4.0,4,-3,-4
w51d8142,Wild Animals,0.0,5833.0,1.0,3.0,choice,4.0,5,-1,-4
wf7e1cf2,Wild Animals,1.0,620.0,0.0,18.0,choice,4.0,4,0,-4
w915dec2,Wild Animals,0.0,5300.0,1.0,2.0,choice,4.0,6,-1,-4
w4e312fd,Wild Animals,0.0,2031.0,1.0,16.0,choice,4.0,4,0,-4
w0c6daff,Wild Animals,0.0,2266.0,1.0,19.0,choice,4.0,4,1,-4
w472a3b0,Wild Animals,0.0,3398.0,1.0,10.0,choice,4.0,1,-3,-4
w7b672a4,Wild Animals,0.0,2481.0,1.0,11.0,choice,4.0,3,0,-4
wa06df17,Wild Animals,0.0,2752.0,1.0,6.0,choice,4.0,3,0,-4
w0e327f3,Wild Animals,0.0,4811.0,1.0,21.0,choice,4.0,4,-4,-4
w1afb6bd,Wild Animals,0.0,4381.0,1.0,5.0,choice,4.0,4,-4,-4
w08dda5e,Wild Animals,1.0,759.0,0.0,12.0,choice,4.0,5,-2,-4
w49dc7cd,Wild Animals,1.0,995.0,0.0,26.0,choice,4.0,4,-1,-4
w7574933,Wild Animals,0.0,4119.0,1.0,8.0,choice,4.0,4,-1,-4
w2e9806f,Sports Court,1.0,4951.0,1.0,29.0,choice,2.0,2,0,2
wf57281a,Sports Court,0.0,5573.0,0.0,15.0,choice,2.0,2,0,2
wc861d09,Sports Court,0.0,3493.0,0.0,4.0,choice,2.0,2,2,2
w3ef8767,Sports Court,0.0,3032.0,0.0,9.0,choice,2.0,2,2,2
wb050285,Sports Court,1.0,1033.0,1.0,8.0,choice,2.0,2,0,2
w2c5d7eb,Sports Court,1.0,1489.0,1.0,24.0,choice,2.0,2,2,2
w567d945,Sports Court,1.0,2900.0,1.0,15.0,choice,2.0,2,2,2
wbf71104,Sports Court,1.0,786.0,1.0,24.0,choice,2.0,2,1,2
wdcba2fa,Sports Court,0.0,667.0,0.0,5.0,choice,2.0,2,0,2
w06dc745,Sports Court,1.0,1938.0,1.0,14.0,choice,2.0,2,2,2
wd3b5cb5,Sports Court,1.0,4504.0,1.0,7.0,choice,2.0,2,2,2
wea422b2,Sports Court,0.0,422.0,0.0,7.0,choice,2.0,1,1,2
w8b71afe,Sports Court,1.0,3207.0,1.0,10.0,choice,2.0,2,0,2
wea26d76,Sports Court,1.0,2821.0,1.0,14.0,choice,2.0,2,2,2
w28e335e,Sports Court,1.0,417.0,1.0,16.0,choice,2.0,0,1,2
w8d04c13,Sports Court,1.0,811.0,1.0,8.0,choice,2.0,2,1,2
w882868f,Sports Court,0.0,3936.0,0.0,28.0,choice,2.0,1,-1,2
w973e0a4,Sports Court,1.0,713.0,1.0,15.0,choice,2.0,1,2,2
w38281a7,Sports Court,1.0,1186.0,1.0,7.0,choice,2.0,2,2,2
w15afaeb,Sports Court,1.0,4233.0,1.0,20.0,choice,2.0,2,1,2
we820c40,Sports Court,0.0,6688.0,0.0,12.0,choice,2.0,1,2,2
wd1f6033,Sports Court,0.0,2892.0,0.0,30.0,choice,2.0,2,1,2
wa9588e1,Sports Court,0.0,648.0,0.0,24.0,choice,2.0,2,2,2
w417dedd,Sports Court,0.0,1281.0,0.0,19.0,choice,2.0,2,0,2
waf5ed76,Sports Court,1.0,6586.0,1.0,1.0,choice,2.0,2,1,2
wb83a52c,Sports Court,1.0,5663.0,1.0,1.0,choice,2.0,2,-1,2
wf9d56e4,Sports Court,1.0,749.0,1.0,9.0,choice,2.0,2,2,2
w00c391f,Sports Court,1.0,2926.0,1.0,30.0,choice,2.0,2,2,2
wae73c1f,Sports Court,0.0,4759.0,0.0,1.0,choice,2.0,2,-1,2
wbdee46f,Sports Court,1.0,1378.0,1.0,5.0,choice,2.0,2,2,2
wd1558cc,Sports Court,1.0,1711.0,1.0,8.0,choice,2.0,2,1,2
w0cf8802,Sports Court,0.0,357.0,0.0,23.0,choice,2.0,2,1,2
w31b7dbe,Sports Court,0.0,6342.0,0.0,26.0,choice,2.0,2,1,2
w1efb25c,Sports Court,1.0,1747.0,1.0,5.0,choice,2.0,2,0,2
w017e3cd,Sports Court,1.0,4335.0,1.0,5.0,choice,2.0,2,2,2
w865d6ad,Sports Court,1.0,3661.0,1.0,29.0,choice,2.0,2,1,2
w4810e3e,Sports Court,0.0,4159.0,0.0,18.0,choice,2.0,2,-2,2
w161eef2,Sports Court,1.0,2372.0,1.0,8.0,choice,2.0,2,2,2
wd9e76e4,Sports Court,1.0,1405.0,1.0,29.0,choice,2.0,3,2,2
w6355333,Sports Court,1.0,2121.0,1.0,8.0,choice,2.0,2,2,2
wa620fe2,Sports Court,1.0,458.0,1.0,22.0,choice,2.0,2,1,2
w812d061,Sports Court,0.0,754.0,0.0,20.0,choice,2.0,3,0,2
wf9347d8,Sports Court,1.0,4830.0,1.0,7.0,choice,2.0,2,0,2
w5624f17,Sports Court,1.0,2057.0,1.0,29.0,choice,2.0,2,2,2
wad2e584,Sports Court,0.0,2947.0,0.0,25.0,choice,2.0,2,1,2
wf2e46b5,Sports Court,1.0,439.0,1.0,7.0,choice,2.0,2,2,2
wbff56f6,Sports Court,1.0,2031.0,1.0,18.0,choice,2.0,2,2,2
w3067c35,Sports Court,1.0,767.0,1.0,27.0,choice,2.0,1,2,2
wc136bb6,Sports Court,0.0,939.0,0.0,30.0,choice,2.0,2,0,2
wa24f9fe,Sports Court,1.0,1966.0,1.0,10.0,choice,2.0,1,2,2
w51d8142,Sports Court,0.0,1101.0,0.0,24.0,choice,2.0,3,0,2
wf7e1cf2,Sports Court,1.0,2290.0,1.0,27.0,choice,2.0,2,0,2
w915dec2,Sports Court,1.0,1745.0,1.0,8.0,choice,2.0,1,2,2
w4e312fd,Sports Court,1.0,456.0,1.0,6.0,choice,2.0,2,0,2
w0c6daff,Sports Court,1.0,902.0,1.0,12.0,choice,2.0,2,2,2
w472a3b0,Sports Court,1.0,1791.0,1.0,16.0,choice,2.0,2,2,2
w7b672a4,Sports Court,1.0,2188.0,1.0,18.0,choice,2.0,0,2,2
wa06df17,Sports Court,1.0,3573.0,1.0,12.0,choice,2.0,1,2,2
w0e327f3,Sports Court,1.0,4833.0,1.0,22.0,choice,2.0,1,2,2
w1afb6bd,Sports Court,1.0,2776.0,1.0,25.0,choice,2.0,2,2,2
w08dda5e,Sports Court,0.0,4428.0,0.0,20.0,choice,2.0,2,1,2
w49dc7cd,Sports Court,0.0,2453.0,0.0,28.0,choice,2.0,1,0,2
w7574933,Sports Court,1.0,2030.0,1.0,21.0,choice,2.0,1,2,2
w2e9806f,Sweet Foods,1.0,1654.0,1.0,30.0,choice,4.0,1,1,2
wf57281a,Sweet Foods,1.0,1098.0,1.0,18.0,choice,4.0,2,1,2
wc861d09,Sweet Foods,1.0,1360.0,1.0,14.0,choice,4.0,4,3,2
w3ef8767,Sweet Foods,1.0,1077.0,1.0,30.0,choice,4.0,4,-1,2
wb050285,Sweet Foods,1.0,794.0,1.0,21.0,choice,4.0,1,1,2
w2c5d7eb,Sweet Foods,1.0,877.0,1.0,10.0,choice,4.0,3,2,2
w567d945,Sweet Foods,1.0,5433.0,1.0,19.0,choice,4.0,4,-1,2
wbf71104,Sweet Foods,0.0,1648.0,0.0,14.0,choice,4.0,2,1,2
wdcba2fa,Sweet Foods,1.0,902.0,1.0,30.0,choice,4.0,4,0,2
w06dc745,Sweet Foods,1.0,479.0,1.0,8.0,choice,4.0,1,2,2
wd3b5cb5,Sweet Foods,1.0,1654.0,1.0,23.0,choice,4.0,4,2,2
wea422b2,Sweet Foods,1.0,1427.0,1.0,6.0,choice,4.0,2,2,2
w8b71afe,Sweet Foods,1.0,4087.0,1.0,24.0,choice,4.0,4,3,2
wea26d76,Sweet Foods,1.0,3204.0,1.0,13.0,choice,4.0,3,3,2
w28e335e,Sweet Foods,1.0,851.0,1.0,10.0,choice,4.0,1,2,2
w8d04c13,Sweet Foods,1.0,696.0,1.0,17.0,choice,4.0,3,2,2
w882868f,Sweet Foods,1.0,2166.0,1.0,15.0,choice,4.0,2,1,2
w973e0a4,Sweet Foods,1.0,700.0,1.0,27.0,choice,4.0,4,0,2
w38281a7,Sweet Foods,1.0,992.0,1.0,13.0,choice,4.0,1,2,2
w15afaeb,Sweet Foods,1.0,4842.0,1.0,14.0,choice,4.0,4,0,2
we820c40,Sweet Foods,,,0.0,13.0,choice,4.0,1,1,2
wd1f6033,Sweet Foods,1.0,3042.0,1.0,24.0,choice,4.0,1,2,2
wa9588e1,Sweet Foods,1.0,438.0,1.0,17.0,choice,4.0,4,1,2
w417dedd,Sweet Foods,0.0,2859.0,0.0,14.0,choice,4.0,3,1,2
waf5ed76,Sweet Foods,1.0,1016.0,1.0,3.0,choice,4.0,3,-1,2
wb83a52c,Sweet Foods,1.0,3844.0,1.0,23.0,choice,4.0,1,2,2
wf9d56e4,Sweet Foods,1.0,1008.0,1.0,26.0,choice,4.0,4,3,2
w00c391f,Sweet Foods,0.0,2645.0,0.0,17.0,choice,4.0,3,0,2
wae73c1f,Sweet Foods,1.0,3140.0,1.0,16.0,choice,4.0,4,2,2
wbdee46f,Sweet Foods,1.0,372.0,1.0,15.0,choice,4.0,3,2,2
wd1558cc,Sweet Foods,1.0,539.0,1.0,25.0,choice,4.0,3,0,2
w0cf8802,Sweet Foods,1.0,611.0,1.0,22.0,choice,4.0,4,0,2
w31b7dbe,Sweet Foods,0.0,6324.0,0.0,16.0,choice,4.0,0,1,2
w1efb25c,Sweet Foods,1.0,1392.0,1.0,7.0,choice,4.0,4,3,2
w017e3cd,Sweet Foods,1.0,3366.0,1.0,9.0,choice,4.0,3,1,2
w865d6ad,Sweet Foods,1.0,2049.0,1.0,24.0,choice,4.0,4,0,2
w4810e3e,Sweet Foods,1.0,5593.0,1.0,1.0,choice,4.0,1,1,2
w161eef2,Sweet Foods,0.0,1595.0,0.0,19.0,choice,4.0,3,1,2
wd9e76e4,Sweet Foods,1.0,1367.0,1.0,25.0,choice,4.0,5,1,2
w6355333,Sweet Foods,,,0.0,11.0,choice,4.0,4,3,2
wa620fe2,Sweet Foods,1.0,2679.0,1.0,17.0,choice,4.0,4,2,2
w812d061,Sweet Foods,1.0,328.0,1.0,28.0,choice,4.0,1,2,2
wf9347d8,Sweet Foods,1.0,2723.0,1.0,4.0,choice,4.0,1,2,2
w5624f17,Sweet Foods,1.0,2686.0,1.0,15.0,choice,4.0,4,1,2
wad2e584,Sweet Foods,1.0,567.0,1.0,19.0,choice,4.0,1,-2,2
wf2e46b5,Sweet Foods,1.0,936.0,1.0,26.0,choice,4.0,2,3,2
wbff56f6,Sweet Foods,1.0,1420.0,1.0,21.0,choice,4.0,3,2,2
w3067c35,Sweet Foods,0.0,3408.0,0.0,8.0,choice,4.0,2,1,2
wc136bb6,Sweet Foods,1.0,1587.0,1.0,27.0,choice,4.0,1,2,2
wa24f9fe,Sweet Foods,1.0,3196.0,1.0,27.0,choice,4.0,3,2,2
w51d8142,Sweet Foods,1.0,603.0,1.0,20.0,choice,4.0,1,1,2
wf7e1cf2,Sweet Foods,1.0,3958.0,1.0,30.0,choice,4.0,1,1,2
w915dec2,Sweet Foods,0.0,5764.0,0.0,16.0,choice,4.0,3,-1,2
w4e312fd,Sweet Foods,0.0,2494.0,0.0,19.0,choice,4.0,3,0,2
w0c6daff,Sweet Foods,0.0,2098.0,0.0,28.0,choice,4.0,1,2,2
w472a3b0,Sweet Foods,1.0,786.0,1.0,11.0,choice,4.0,1,0,2
w7b672a4,Sweet Foods,0.0,3140.0,0.0,8.0,choice,4.0,5,1,2
wa06df17,Sweet Foods,1.0,2417.0,1.0,8.0,choice,4.0,3,0,2
w0e327f3,Sweet Foods,1.0,3388.0,1.0,16.0,choice,4.0,3,3,2
w1afb6bd,Sweet Foods,1.0,1119.0,1.0,30.0,choice,4.0,3,2,2
w08dda5e,Sweet Foods,1.0,1013.0,1.0,26.0,choice,4.0,1,4,2
w49dc7cd,Sweet Foods,1.0,4338.0,1.0,12.0,choice,4.0,1,0,2
w7574933,Sweet Foods,1.0,2445.0,1.0,6.0,choice,4.0,3,2,2
