,choice_bin,rt,value,value_memory,Combined,n_memories,total_pairs_remembered,total_values_remembered,n_value_remembered,n_pair_remembered,memory_quality,game,wid
0,1.0,7243.0,1,-7.0,True,1,4,2,0,1,1,1,wc9da487
1,1.0,4086.0,9,9.0,True,1,4,2,1,1,2,1,wc9da487
2,0.0,2309.0,-7,7.0,True,1,4,2,0,1,1,1,wc9da487
3,0.0,3203.0,-8,-8.0,True,1,4,2,1,1,2,1,wc9da487
4,1.0,3387.0,-1,8.0,False,4,4,1,0,1,1,2,wc9da487
5,0.0,1959.0,-1,3.0,False,4,4,1,1,3,4,2,wc9da487
6,1.0,4402.0,3,3.0,False,4,4,1,1,3,4,2,wc9da487
7,0.0,1932.0,-5,8.0,False,4,4,1,0,1,1,2,wc9da487
8,1.0,2733.0,5,7.0,False,2,3,0,0,1,1,3,wc9da487
9,1.0,5778.0,-2,-5.0,False,2,3,0,0,2,2,3,wc9da487
10,1.0,3228.0,-10,7.0,False,2,3,0,0,2,2,3,wc9da487
11,0.0,2306.0,13,-5.0,False,2,3,0,0,1,1,3,wc9da487
12,1.0,5293.0,-9,5.0,True,2,2,1,0,1,1,4,wc9da487
13,1.0,1885.0,1,16.0,True,2,2,1,1,1,2,4,wc9da487
14,1.0,6704.0,2,6.0,True,2,2,1,0,0,0,4,wc9da487
15,0.0,3569.0,12,0.0,True,2,2,1,0,0,0,4,wc9da487
16,0.0,4831.0,-19,-9.0,False,4,7,2,1,4,5,1,w8365c9a
17,1.0,962.0,-10,-4.0,False,4,7,2,0,3,3,1,w8365c9a
18,1.0,1463.0,6,4.0,False,4,7,2,1,3,4,1,w8365c9a
19,0.0,839.0,-1,-3.0,True,2,7,3,0,2,2,2,w8365c9a
20,1.0,1254.0,-2,-1.0,True,2,7,3,1,1,2,2,w8365c9a
21,1.0,1267.0,3,3.0,True,2,7,3,2,2,4,2,w8365c9a
22,1.0,1822.0,9,2.0,False,2,3,2,0,1,1,3,w8365c9a
23,1.0,1357.0,-3,-7.0,False,2,3,2,1,2,3,3,w8365c9a
24,1.0,2207.0,-8,-8.0,False,2,3,2,2,2,4,3,w8365c9a
25,1.0,1384.0,4,1.0,False,2,3,2,1,1,2,3,w8365c9a
26,1.0,1142.0,-6,-6.0,True,1,3,3,1,1,2,4,w8365c9a
27,0.0,42.0,2,2.0,True,1,3,3,1,1,2,4,w8365c9a
28,1.0,1582.0,-5,-5.0,True,1,3,3,1,1,2,4,w8365c9a
29,1.0,668.0,8,3.0,True,1,3,3,0,0,0,4,w8365c9a
30,1.0,3250.0,3,1.0,True,2,6,0,0,1,1,1,wfe13849
31,0.0,1510.0,7,3.0,True,2,6,0,0,1,1,1,wfe13849
32,0.0,1271.0,-7,0.0,True,2,6,0,0,2,2,1,wfe13849
33,1.0,3034.0,-1,6.0,True,2,6,0,0,2,2,1,wfe13849
34,1.0,1569.0,3,8.0,True,1,1,1,0,0,0,2,wfe13849
35,0.0,2752.0,2,2.0,True,1,1,1,1,1,2,2,wfe13849
36,1.0,3255.0,-8,8.0,True,1,1,1,0,0,0,2,wfe13849
37,0.0,3040.0,-4,4.0,True,1,1,1,0,0,0,2,wfe13849
38,1.0,2310.0,-8,-2.0,False,4,6,3,2,3,5,3,wfe13849
39,0.0,3518.0,9,12.0,False,4,6,3,2,3,5,3,wfe13849
40,0.0,1434.0,3,1.0,False,4,6,3,1,3,4,3,wfe13849
41,1.0,824.0,-14,-13.0,False,4,6,3,1,3,4,3,wfe13849
42,0.0,2130.0,4,5.0,False,2,3,1,0,1,1,4,wfe13849
43,0.0,2871.0,5,-9.0,False,2,3,1,0,1,1,4,wfe13849
44,1.0,5063.0,-3,-4.0,False,2,3,1,1,2,3,4,wfe13849
45,1.0,867.0,-4,10.0,False,2,3,1,1,2,3,4,wfe13849
46,0.0,6982.0,-3,-3.0,False,4,8,8,4,4,8,1,w14749bb
47,1.0,1227.0,6,6.0,False,4,8,8,4,4,8,1,w14749bb
48,1.0,6860.0,14,14.0,False,4,8,8,4,4,8,1,w14749bb
49,0.0,2259.0,-11,-11.0,False,4,8,8,4,4,8,1,w14749bb
50,1.0,5746.0,-3,-1.0,False,2,4,2,1,2,3,2,w14749bb
51,0.0,4997.0,-13,-11.0,False,2,4,2,1,2,3,2,w14749bb
52,1.0,792.0,-6,-16.0,False,2,4,2,1,2,3,2,w14749bb
53,1.0,709.0,4,-6.0,False,2,4,2,1,2,3,2,w14749bb
54,0.0,4605.0,-14,-14.0,True,2,7,4,2,1,3,3,w14749bb
55,1.0,2436.0,1,4.0,True,2,7,4,1,2,3,3,w14749bb
56,0.0,5262.0,1,5.0,True,2,7,4,0,2,2,3,w14749bb
57,1.0,2793.0,12,-2.0,True,2,7,4,1,2,3,3,w14749bb
58,1.0,2121.0,-5,-6.0,True,1,2,2,0,1,1,4,w14749bb
59,1.0,1061.0,7,7.0,True,1,2,2,1,0,1,4,w14749bb
60,0.0,540.0,2,-6.0,True,1,2,2,0,0,0,4,w14749bb
61,0.0,7238.0,-8,-9.0,True,2,7,2,0,2,2,1,w3de2f5d
62,1.0,3115.0,-4,-5.0,True,2,7,2,0,1,1,1,w3de2f5d
63,1.0,2116.0,14,13.0,True,2,7,2,0,2,2,1,w3de2f5d
64,0.0,5898.0,-6,-6.0,True,2,7,2,2,2,4,1,w3de2f5d
65,0.0,4919.0,-7,0.0,False,4,7,0,0,4,4,2,w3de2f5d
66,1.0,2590.0,-11,4.0,False,4,7,0,0,4,4,2,w3de2f5d
67,1.0,3351.0,-3,10.0,False,4,7,0,0,3,3,2,w3de2f5d
68,0.0,1450.0,1,6.0,False,4,7,0,0,3,3,2,w3de2f5d
69,1.0,1137.0,5,10.0,False,2,3,3,1,1,2,3,w3de2f5d
70,0.0,3881.0,-6,-1.0,False,2,3,3,1,2,3,3,w3de2f5d
71,0.0,686.0,-15,-15.0,False,2,3,3,2,2,4,3,w3de2f5d
72,1.0,854.0,-4,-4.0,False,2,3,3,2,1,3,3,w3de2f5d
73,1.0,4146.0,3,4.0,True,1,2,1,0,1,1,4,w3de2f5d
74,0.0,1395.0,-9,-6.0,True,1,2,1,0,1,1,4,w3de2f5d
75,1.0,3676.0,-1,-7.0,True,1,2,1,0,0,0,4,w3de2f5d
76,1.0,1422.0,7,7.0,True,1,2,1,1,0,1,4,w3de2f5d
77,1.0,4068.0,14,-1.0,True,2,8,0,0,2,2,1,w878d525
78,0.0,3379.0,5,7.0,True,2,8,0,0,2,2,1,w878d525
79,1.0,3126.0,-2,-7.0,True,2,8,0,0,2,2,1,w878d525
80,1.0,5607.0,-9,5.0,True,2,8,0,0,2,2,1,w878d525
81,1.0,3196.0,4,-7.0,False,4,6,0,0,3,3,2,w878d525
82,1.0,1715.0,-5,2.0,False,4,6,0,0,3,3,2,w878d525
83,1.0,855.0,-5,-6.0,False,4,6,0,0,3,3,2,w878d525
84,0.0,2838.0,-14,3.0,False,4,6,0,0,3,3,2,w878d525
85,1.0,2060.0,9,9.0,True,1,2,1,1,1,2,3,w878d525
86,0.0,4099.0,-3,-5.0,True,1,2,1,0,0,0,3,w878d525
87,1.0,1672.0,-2,-5.0,True,1,2,1,0,1,1,3,w878d525
88,0.0,852.0,7,-3.0,True,1,2,1,0,0,0,3,w878d525
89,1.0,2285.0,-1,2.0,False,2,4,2,1,2,3,4,w878d525
90,0.0,3294.0,-5,2.0,False,2,4,2,0,2,2,4,w878d525
91,1.0,869.0,2,2.0,False,2,4,2,2,2,4,4,w878d525
92,0.0,361.0,-2,2.0,False,2,4,2,1,2,3,4,w878d525
93,1.0,1696.0,-9,1.0,False,4,3,5,3,2,5,1,w4161e62
94,1.0,1861.0,5,8.0,False,4,3,5,1,1,2,1,w4161e62
95,1.0,4207.0,-1,-1.0,False,4,3,5,4,2,6,1,w4161e62
96,0.0,1464.0,13,6.0,False,4,3,5,2,1,3,1,w4161e62
97,1.0,3482.0,-1,2.0,True,1,1,0,0,1,1,2,w4161e62
98,0.0,1419.0,7,4.0,True,1,1,0,0,0,0,2,w4161e62
99,1.0,635.0,-8,6.0,True,1,1,0,0,0,0,2,w4161e62
100,1.0,7342.0,-4,-5.0,True,2,6,6,1,1,2,3,w4161e62
101,0.0,6220.0,-7,-7.0,True,2,6,6,2,1,3,3,w4161e62
102,1.0,3965.0,10,10.0,True,2,6,6,2,2,4,3,w4161e62
103,0.0,4156.0,7,8.0,True,2,6,6,1,2,3,3,w4161e62
104,0.0,5536.0,4,4.0,False,2,3,4,2,2,4,4,w4161e62
105,0.0,4002.0,-13,-13.0,False,2,3,4,2,1,3,4,w4161e62
106,0.0,3672.0,-2,-2.0,False,2,3,4,2,2,4,4,w4161e62
107,1.0,661.0,-7,-7.0,False,2,3,4,2,1,3,4,w4161e62
108,1.0,4818.0,-7,-7.0,False,2,4,3,2,2,4,1,w874b529
109,0.0,2694.0,-3,-3.0,False,2,4,3,2,2,4,1,w874b529
110,1.0,1731.0,3,2.0,False,2,4,3,1,2,3,1,w874b529
111,1.0,2696.0,7,6.0,False,2,4,3,1,2,3,1,w874b529
112,1.0,6431.0,11,11.0,True,2,4,3,2,1,3,2,w874b529
113,0.0,2242.0,5,7.0,True,2,4,3,1,1,2,2,w874b529
114,1.0,5866.0,-14,2.0,True,2,4,3,0,2,2,2,w874b529
115,1.0,4424.0,2,0.0,True,2,4,3,0,0,0,2,w874b529
116,1.0,3646.0,-7,3.0,True,1,1,0,0,1,1,3,w874b529
117,0.0,3390.0,4,3.0,True,1,1,0,0,0,0,3,w874b529
118,1.0,2170.0,-1,3.0,True,1,1,0,0,0,0,3,w874b529
119,1.0,2326.0,9,3.0,True,1,1,0,0,0,0,3,w874b529
120,1.0,4458.0,2,22.0,False,4,3,1,0,2,2,4,w874b529
121,1.0,1717.0,-7,13.0,False,4,3,1,0,1,1,4,w874b529
122,0.0,1642.0,-5,1.0,False,4,3,1,1,1,2,4,w874b529
123,1.0,2249.0,4,10.0,False,4,3,1,1,2,3,4,w874b529
124,0.0,121.0,16,16.0,False,4,7,6,4,3,7,1,wa8d8399
125,0.0,2537.0,-9,-14.0,False,4,7,6,2,4,6,1,wa8d8399
126,0.0,2536.0,8,-2.0,False,4,7,6,3,3,6,1,wa8d8399
127,1.0,4565.0,3,3.0,True,1,4,1,1,1,2,2,wa8d8399
128,0.0,3838.0,-4,4.0,True,1,4,1,0,1,1,2,wa8d8399
129,1.0,2604.0,9,-2.0,True,1,4,1,0,1,1,2,wa8d8399
130,0.0,669.0,-8,-9.0,True,1,4,1,0,1,1,2,wa8d8399
131,0.0,2492.0,1,11.0,False,2,4,0,0,2,2,3,wa8d8399
132,1.0,2735.0,-2,7.0,False,2,4,0,0,2,2,3,wa8d8399
133,1.0,2478.0,-5,11.0,False,2,4,0,0,2,2,3,wa8d8399
134,0.0,1007.0,4,7.0,False,2,4,0,0,2,2,3,wa8d8399
135,0.0,3363.0,-5,-1.0,True,2,8,4,1,2,3,4,wa8d8399
136,1.0,1966.0,-7,-7.0,True,2,8,4,2,2,4,4,wa8d8399
137,1.0,5259.0,11,11.0,True,2,8,4,0,2,2,4,wa8d8399
138,0.0,776.0,-3,-1.0,True,2,8,4,1,2,3,4,wa8d8399
139,1.0,3759.0,-6,-6.0,False,2,4,2,2,2,4,1,wccce275
140,0.0,6149.0,11,-6.0,False,2,4,2,1,2,3,1,wccce275
141,0.0,2873.0,3,-18.0,False,2,4,2,0,2,2,1,wccce275
142,1.0,4572.0,-14,-18.0,False,2,4,2,1,2,3,1,wccce275
143,1.0,2086.0,-9,-12.0,True,2,8,2,0,2,2,2,wccce275
144,0.0,4106.0,8,3.0,True,2,8,2,1,2,3,2,wccce275
145,1.0,2169.0,10,1.0,True,2,8,2,1,2,3,2,wccce275
146,0.0,2595.0,-9,-9.0,True,1,4,4,1,1,2,3,wccce275
147,1.0,1494.0,7,7.0,True,1,4,4,1,1,2,3,wccce275
148,0.0,1706.0,-6,-6.0,True,1,4,4,1,1,2,3,wccce275
149,1.0,654.0,8,8.0,True,1,4,4,1,1,2,3,wccce275
150,1.0,1431.0,26,24.0,False,4,8,3,3,4,7,4,wccce275
151,1.0,1193.0,5,12.0,False,4,8,3,1,4,5,4,wccce275
152,0.0,724.0,7,15.0,False,4,8,3,2,4,6,4,wccce275
153,0.0,822.0,-14,3.0,False,4,8,3,0,4,4,4,wccce275
154,1.0,2735.0,6,-1.0,False,2,1,0,0,0,0,1,w7da2f6b
155,1.0,4026.0,-5,10.0,False,2,1,0,0,0,0,1,w7da2f6b
156,0.0,2881.0,-4,-12.0,False,2,1,0,0,1,1,1,w7da2f6b
157,0.0,2412.0,-15,-1.0,False,2,1,0,0,1,1,1,w7da2f6b
158,1.0,5312.0,-4,1.0,True,2,5,1,0,1,1,2,w7da2f6b
159,0.0,2471.0,-5,-11.0,True,2,5,1,0,2,2,2,w7da2f6b
160,1.0,2199.0,1,8.0,True,2,5,1,1,1,2,2,w7da2f6b
161,1.0,695.0,11,4.0,True,2,5,1,0,1,1,2,w7da2f6b
162,1.0,1808.0,4,-2.0,False,4,5,2,0,3,3,3,w7da2f6b
163,0.0,4300.0,-2,0.0,False,4,5,2,2,3,5,3,w7da2f6b
164,1.0,1206.0,-3,-24.0,False,4,5,2,0,2,2,3,w7da2f6b
165,0.0,728.0,-9,-22.0,False,4,5,2,2,2,4,3,w7da2f6b
166,1.0,6548.0,2,0.0,True,1,3,0,0,1,1,4,w7da2f6b
167,1.0,1850.0,-1,3.0,True,1,3,0,0,1,1,4,w7da2f6b
168,0.0,2411.0,6,0.0,True,1,3,0,0,0,0,4,w7da2f6b
169,1.0,998.0,-9,0.0,True,1,3,0,0,1,1,4,w7da2f6b
170,1.0,4507.0,7,-7.0,False,4,7,0,0,4,4,1,we326806
171,0.0,5473.0,-6,-5.0,False,4,7,0,0,3,3,1,we326806
172,0.0,6346.0,-7,-13.0,False,4,7,0,0,4,4,1,we326806
173,1.0,711.0,8,1.0,False,4,7,0,0,3,3,1,we326806
174,1.0,4540.0,15,14.0,True,2,5,1,1,1,2,2,we326806
175,1.0,1840.0,-8,9.0,True,2,5,1,0,1,1,2,we326806
176,1.0,3036.0,1,-6.0,True,2,5,1,0,2,2,2,we326806
177,1.0,4566.0,7,3.0,True,1,3,0,0,0,0,3,we326806
178,0.0,2639.0,-5,-6.0,True,1,3,0,0,1,1,3,we326806
179,1.0,3898.0,2,3.0,True,1,3,0,0,1,1,3,we326806
180,0.0,2436.0,-6,-7.0,True,1,3,0,0,1,1,3,we326806
181,1.0,3790.0,10,10.0,False,2,4,3,2,2,4,4,we326806
182,0.0,2787.0,-2,5.0,False,2,4,3,1,2,3,4,we326806
183,1.0,2073.0,1,1.0,False,2,4,3,2,2,4,4,we326806
184,1.0,3391.0,-11,-4.0,False,2,4,3,1,2,3,4,we326806
185,1.0,2120.0,5,-6.0,True,1,2,0,0,1,1,1,we7f30b2
186,1.0,1148.0,-6,3.0,True,1,2,0,0,1,1,1,we7f30b2
187,0.0,455.0,-2,2.0,True,1,2,0,0,0,0,1,we7f30b2
188,0.0,307.0,3,-2.0,True,1,2,0,0,0,0,1,we7f30b2
189,1.0,1225.0,-12,-12.0,False,4,0,1,1,0,1,2,we7f30b2
190,0.0,522.0,8,13.0,False,4,0,1,0,0,0,2,we7f30b2
191,1.0,334.0,-5,-13.0,False,4,0,1,1,0,1,2,we7f30b2
192,1.0,467.0,1,14.0,False,4,0,1,0,0,0,2,we7f30b2
193,0.0,1632.0,7,13.0,False,2,0,0,0,0,0,3,we7f30b2
194,0.0,1541.0,-3,-9.0,False,2,0,0,0,0,0,3,we7f30b2
195,0.0,2741.0,-6,4.0,False,2,0,0,0,0,0,3,we7f30b2
196,1.0,311.0,10,0.0,False,2,0,0,0,0,0,3,we7f30b2
197,0.0,5385.0,1,5.0,True,2,0,0,0,0,0,4,we7f30b2
198,1.0,2124.0,-15,-12.0,True,2,0,0,0,0,0,4,we7f30b2
199,1.0,2614.0,1,-3.0,True,2,0,0,0,0,0,4,we7f30b2
200,1.0,4066.0,5,-2.0,True,2,0,0,0,0,0,4,we7f30b2
201,0.0,4508.0,1,1.0,False,2,4,3,2,2,4,1,wdc86e5c
202,0.0,3573.0,-5,-1.0,False,2,4,3,1,2,3,1,wdc86e5c
203,1.0,1116.0,1,5.0,False,2,4,3,1,2,3,1,wdc86e5c
204,1.0,1899.0,7,7.0,False,2,4,3,2,2,4,1,wdc86e5c
205,0.0,2694.0,-6,-6.0,True,1,4,4,1,1,2,2,wdc86e5c
206,1.0,1909.0,4,4.0,True,1,4,4,1,1,2,2,wdc86e5c
207,0.0,4076.0,-8,-8.0,True,1,4,4,1,1,2,2,wdc86e5c
208,1.0,3839.0,10,10.0,True,2,8,7,2,2,4,3,wdc86e5c
209,1.0,5220.0,-12,-13.0,True,2,8,7,1,2,3,3,wdc86e5c
210,1.0,2484.0,-9,-9.0,True,2,8,7,2,2,4,3,wdc86e5c
211,0.0,2700.0,5,5.0,True,2,8,7,2,2,4,3,wdc86e5c
212,0.0,3119.0,12,-1.0,False,4,7,5,3,3,6,4,wdc86e5c
213,0.0,3761.0,15,3.0,False,4,7,5,3,4,7,4,wdc86e5c
214,0.0,4712.0,-6,-8.0,False,4,7,5,2,4,6,4,wdc86e5c
215,0.0,5239.0,-9,-12.0,False,4,7,5,2,3,5,4,wdc86e5c
216,1.0,3394.0,-13,-1.0,False,2,4,1,1,2,3,1,wcd1948e
217,0.0,4163.0,-4,11.0,False,2,4,1,0,2,2,1,wcd1948e
218,1.0,5212.0,7,7.0,False,2,4,1,0,2,2,1,wcd1948e
219,0.0,4813.0,11,11.0,False,4,8,7,4,4,8,2,wcd1948e
220,0.0,5535.0,-1,-5.0,False,4,8,7,3,4,7,2,wcd1948e
221,0.0,5839.0,16,12.0,False,4,8,7,3,4,7,2,wcd1948e
222,1.0,1674.0,-6,-6.0,False,4,8,7,4,4,8,2,wcd1948e
223,1.0,4626.0,11,-1.0,True,2,8,5,0,2,2,3,wcd1948e
224,0.0,6596.0,15,15.0,True,2,8,5,2,2,4,3,wcd1948e
225,1.0,3555.0,-7,-7.0,True,2,8,5,2,2,4,3,wcd1948e
226,0.0,1663.0,3,-3.0,True,1,4,3,0,1,1,4,wcd1948e
227,1.0,6203.0,-2,-2.0,True,1,4,3,1,1,2,4,wcd1948e
228,1.0,4858.0,-5,-5.0,True,1,4,3,1,1,2,4,wcd1948e
229,1.0,2838.0,-2,9.0,False,2,3,1,0,1,1,1,w41ca9e4
230,1.0,1724.0,2,4.0,False,2,3,1,0,2,2,1,w41ca9e4
231,0.0,3136.0,3,-2.0,False,2,3,1,1,2,3,1,w41ca9e4
232,1.0,1072.0,-1,3.0,False,2,3,1,1,1,2,1,w41ca9e4
233,1.0,1296.0,17,14.0,False,4,4,0,0,2,2,2,w41ca9e4
234,0.0,1242.0,-5,0.0,False,4,4,0,0,2,2,2,w41ca9e4
235,1.0,601.0,17,19.0,False,4,4,0,0,3,3,2,w41ca9e4
236,0.0,614.0,-5,-5.0,False,4,4,0,0,1,1,2,w41ca9e4
237,1.0,2852.0,3,11.0,True,2,7,1,1,2,3,3,w41ca9e4
238,0.0,4981.0,16,12.0,True,2,7,1,0,2,2,3,w41ca9e4
239,0.0,2375.0,-8,2.0,True,1,2,0,0,1,1,4,w41ca9e4
240,1.0,935.0,2,8.0,True,1,2,0,0,0,0,4,w41ca9e4
241,1.0,740.0,-3,2.0,True,1,2,0,0,0,0,4,w41ca9e4
242,0.0,427.0,7,-5.0,True,1,2,0,0,1,1,4,w41ca9e4
243,0.0,5837.0,-1,-1.0,True,1,4,1,1,1,2,1,w968b953
244,1.0,5395.0,4,-2.0,True,1,4,1,0,1,1,1,w968b953
245,0.0,5458.0,8,4.0,True,1,4,1,0,1,1,1,w968b953
246,1.0,6203.0,-6,8.0,True,1,4,1,0,1,1,1,w968b953
247,0.0,3307.0,-13,-8.0,False,4,6,4,1,3,4,2,w968b953
248,1.0,3544.0,14,6.0,False,4,6,4,2,3,5,2,w968b953
249,0.0,2645.0,-20,-1.0,False,4,6,4,2,3,5,2,w968b953
250,1.0,3588.0,7,13.0,False,4,6,4,3,3,6,2,w968b953
251,0.0,4427.0,2,-1.0,False,2,2,3,1,1,2,3,w968b953
252,0.0,1617.0,-9,-12.0,False,2,2,3,1,1,2,3,w968b953
253,1.0,1807.0,12,12.0,False,2,2,3,2,1,3,3,w968b953
254,0.0,3468.0,1,1.0,False,2,2,3,2,1,3,3,w968b953
255,0.0,5602.0,-4,-11.0,True,2,4,5,1,0,1,4,w968b953
256,0.0,4149.0,-9,-5.0,True,2,4,5,1,1,2,4,w968b953
257,1.0,2635.0,2,2.0,True,2,4,5,2,1,3,4,w968b953
258,1.0,2186.0,3,4.0,True,2,4,5,1,2,3,4,w968b953
259,1.0,3828.0,-2,-2.0,True,1,2,2,1,1,2,1,w0d52954
260,0.0,3089.0,-4,-4.0,True,1,2,2,1,0,1,1,w0d52954
261,1.0,424.0,9,8.0,True,1,2,2,0,0,0,1,w0d52954
262,0.0,5616.0,-8,-13.0,True,2,7,1,0,2,2,2,w0d52954
263,1.0,1626.0,9,1.0,True,2,7,1,0,2,2,2,w0d52954
264,1.0,350.0,1,-2.0,True,2,7,1,1,1,2,2,w0d52954
265,0.0,388.0,-2,0.0,True,2,7,1,0,2,2,2,w0d52954
266,1.0,4669.0,5,-10.0,False,2,4,1,0,2,2,3,w0d52954
267,0.0,2038.0,-4,-14.0,False,2,4,1,1,2,3,3,w0d52954
268,1.0,1449.0,-10,-4.0,False,2,4,1,1,2,3,3,w0d52954
269,1.0,694.0,-1,0.0,False,2,4,1,0,2,2,3,w0d52954
270,1.0,5115.0,-5,14.0,False,4,8,1,0,4,4,4,w0d52954
271,0.0,1237.0,23,-2.0,False,4,8,1,1,4,5,4,w0d52954
272,0.0,1476.0,-20,18.0,False,4,8,1,0,4,4,4,w0d52954
273,1.0,410.0,8,2.0,False,4,8,1,1,4,5,4,w0d52954
274,1.0,2950.0,-10,3.0,False,4,4,0,0,1,1,1,w990c47b
275,0.0,3168.0,8,9.0,False,4,4,0,0,3,3,1,w990c47b
276,1.0,5099.0,6,-1.0,False,4,4,0,0,3,3,1,w990c47b
277,0.0,2413.0,-8,13.0,False,4,4,0,0,1,1,1,w990c47b
278,1.0,3707.0,16,16.0,True,2,5,8,2,0,2,2,w990c47b
279,1.0,3247.0,2,2.0,True,2,5,8,2,2,4,2,w990c47b
280,0.0,2869.0,7,7.0,True,2,5,8,2,1,3,2,w990c47b
281,1.0,1403.0,-6,-6.0,True,2,5,8,2,2,4,2,w990c47b
282,1.0,3844.0,6,6.0,False,2,2,4,2,2,4,3,w990c47b
283,0.0,2679.0,-6,-6.0,False,2,2,4,2,1,3,3,w990c47b
284,1.0,3067.0,9,9.0,False,2,2,4,2,1,3,3,w990c47b
285,1.0,695.0,-3,-3.0,False,2,2,4,2,0,2,3,w990c47b
286,1.0,5298.0,-7,-7.0,True,1,3,4,1,1,2,4,w990c47b
287,1.0,6905.0,3,3.0,True,1,3,4,1,1,2,4,w990c47b
288,1.0,4018.0,9,9.0,True,1,3,4,1,0,1,4,w990c47b
289,1.0,3078.0,-8,-8.0,True,1,3,4,1,1,2,4,w990c47b
290,0.0,4210.0,7,0.0,False,4,3,0,0,1,1,1,w849c169
291,1.0,3598.0,11,2.0,False,4,3,0,0,2,2,1,w849c169
292,1.0,1994.0,-17,6.0,False,4,3,0,0,1,1,1,w849c169
293,0.0,606.0,-13,8.0,False,4,3,0,0,2,2,1,w849c169
294,0.0,1539.0,-7,0.0,False,2,2,2,1,0,1,2,w849c169
295,1.0,3960.0,-2,-10.0,False,2,2,2,1,1,2,2,w849c169
