,index,wid,option,choice,rt,correct,trial_number,game,phase,n_true_memories,value,remembered_value,n_total_memories_shown,n_total_memories,n_remembered_shown,n_remembered,recalled_mem_value
1282,1640,wb2e2d84,Land,1.0,3208.0,0,1,1,choice,2,-1,0.0,2,2,1,3,2.0
1283,1642,wb2e2d84,Solid,1.0,3877.0,0,3,1,choice,4,-1,3.0,2,2,2,2,4.0
1284,1643,wb2e2d84,Small,1.0,2549.0,1,4,1,choice,1,1,2.0,2,2,1,2,2.0
1285,1644,wb2e2d84,Large,0.0,3113.0,1,1,2,choice,3,-4,-2.0,4,4,1,3,2.0
1286,1645,wb2e2d84,Animal,1.0,1483.0,1,2,2,choice,2,1,-1.0,4,4,1,2,1.0
1287,1646,wb2e2d84,Pattern,0.0,2992.0,1,3,2,choice,4,-3,-3.0,4,4,2,2,1.0
1288,1649,wb2e2d84,Small,1.0,1780.0,0,2,3,choice,4,-2,-1.0,1,1,1,3,1.0
1289,1651,wb2e2d84,Sea,0.0,876.0,1,4,3,choice,3,-1,1.0,1,1,1,3,1.0
1290,1652,wb2e2d84,Object,1.0,1384.0,1,1,4,choice,2,1,0.0,5,5,2,3,0.0
1291,1653,wb2e2d84,Solid,1.0,2764.0,0,2,4,choice,3,-1,-1.0,5,5,3,3,-1.0
1292,1654,wb2e2d84,Land,1.0,1511.0,1,3,4,choice,1,1,1.0,5,5,1,1,1.0
1293,1655,wb2e2d84,Large,0.0,2303.0,1,4,4,choice,4,-1,0.0,5,5,3,3,-2.0
1294,1656,wb2e2d84,Animal,1.0,3012.0,0,1,5,choice,4,-3,0.0,3,3,2,3,3.0
1295,1657,wb2e2d84,Small,1.0,2372.0,1,2,5,choice,2,1,1.0,3,3,1,2,2.0
1296,1659,wb2e2d84,Pattern,0.0,1342.0,0,4,5,choice,3,5,2.0,3,3,2,3,3.0
1297,1660,wb2e2d84,Solid,1.0,3527.0,0,1,6,choice,3,-1,2.0,4,4,2,3,0.0
1298,1661,wb2e2d84,Large,0.0,1080.0,0,2,6,choice,2,1,3.0,4,4,1,3,1.0
1299,1663,wb2e2d84,Land,1.0,2611.0,1,4,6,choice,4,2,2.0,4,4,2,3,2.0
1300,1664,wb2e2d84,Large,0.0,1799.0,0,1,7,choice,2,1,2.0,3,3,2,4,2.0
1301,1665,wb2e2d84,Pattern,0.0,1925.0,0,2,7,choice,4,1,-1.0,3,3,2,3,2.0
1302,1666,wb2e2d84,Object,1.0,1006.0,1,3,7,choice,3,5,-3.0,3,3,1,2,1.0
1303,1668,w993543c,Land,1.0,2620.0,0,1,1,choice,4,-4,-4.0,3,3,3,4,-2.0
1304,1669,w993543c,Object,1.0,1575.0,0,2,1,choice,2,-1,0.0,3,3,2,4,0.0
1305,1670,w993543c,Pattern,0.0,1916.0,0,3,1,choice,3,2,1.0,3,3,1,3,1.0
1306,1672,w993543c,Solid,,,0,1,2,choice,4,-2,-2.0,6,6,4,4,-2.0
1307,1673,w993543c,Object,0.0,3566.0,1,2,2,choice,1,-2,-2.0,6,6,1,1,-2.0
1308,1674,w993543c,Large,1.0,3806.0,0,3,2,choice,3,-4,-4.0,6,6,3,3,-4.0
1309,1675,w993543c,Sea,0.0,7195.0,0,4,2,choice,2,1,1.0,6,6,2,2,1.0
1310,1676,w993543c,Animal,1.0,4711.0,1,1,3,choice,4,3,3.0,4,4,2,2,2.0
1311,1677,w993543c,Land,1.0,4112.0,0,2,3,choice,3,-2,1.0,4,4,2,2,2.0
1312,1679,w993543c,Pattern,1.0,2532.0,0,4,3,choice,2,-1,2.0,4,4,2,2,2.0
1313,1680,w993543c,Large,0.0,4806.0,1,1,4,choice,3,-2,-2.0,5,5,2,2,0.0
1314,1681,w993543c,Pattern,0.0,1450.0,1,2,4,choice,2,-1,-1.0,5,5,1,1,1.0
1315,1682,w993543c,Land,1.0,3394.0,1,3,4,choice,1,1,1.0,5,5,1,1,1.0
1316,1683,w993543c,Object,1.0,1495.0,1,4,4,choice,4,1,1.0,5,5,3,3,3.0
1317,1685,w993543c,Small,1.0,3542.0,0,2,5,choice,4,-3,-5.0,4,4,2,2,-2.0
1318,1686,w993543c,Animal,1.0,2727.0,1,3,5,choice,3,1,-1.0,4,4,3,3,-1.0
1319,1687,w993543c,Sea,0.0,1452.0,1,4,5,choice,2,-3,-3.0,4,4,1,1,-2.0
1320,1688,w993543c,Solid,1.0,3263.0,0,1,6,choice,1,-2,-2.0,5,5,1,1,-2.0
1321,1689,w993543c,Sea,0.0,146.0,1,2,6,choice,3,-3,-3.0,5,5,2,2,-4.0
1322,1690,w993543c,Large,1.0,1726.0,1,3,6,choice,2,2,2.0,5,5,1,1,1.0
1323,1691,w993543c,Animal,1.0,1222.0,0,4,6,choice,4,-5,-5.0,5,5,4,4,-5.0
1324,1692,w993543c,Solid,0.0,4144.0,1,1,7,choice,2,-1,-3.0,3,3,1,1,-2.0
1325,1693,w993543c,Land,1.0,2349.0,0,2,7,choice,3,-2,-3.0,3,3,2,2,-1.0
1326,1694,w993543c,Small,0.0,2127.0,0,3,7,choice,4,1,-1.0,3,3,2,2,-1.0
1327,1695,w993543c,Animal,1.0,4148.0,1,4,7,choice,1,1,1.0,3,3,1,1,1.0
1328,1696,wdb97422,Animal,1.0,7136.0,0,1,1,choice,4,-3,3.0,3,3,2,4,1.0
1329,1697,wdb97422,Land,,,0,2,1,choice,3,-1,1.0,3,3,1,2,2.0
1330,1698,wdb97422,Solid,1.0,2774.0,0,3,1,choice,1,-2,-1.0,3,3,1,3,-1.0
1331,1699,wdb97422,Large,0.0,2831.0,0,4,1,choice,2,1,0.0,3,3,1,3,2.0
1332,1700,wdb97422,Animal,0.0,2362.0,1,1,2,choice,4,-4,-4.0,5,5,3,3,-5.0
1333,1701,wdb97422,Small,1.0,3706.0,1,2,2,choice,3,1,1.0,5,5,2,2,0.0
1334,1702,wdb97422,Sea,1.0,5930.0,0,3,2,choice,2,-1,-1.0,5,5,2,2,-1.0
1335,1703,wdb97422,Pattern,0.0,4348.0,1,4,2,choice,1,-2,-1.0,5,5,1,1,-1.0
1336,1704,wdb97422,Pattern,0.0,4063.0,1,1,3,choice,3,-1,-2.0,3,3,2,2,-1.0
1337,1705,wdb97422,Object,1.0,3214.0,0,2,3,choice,4,-1,1.0,3,3,3,3,0.0
1338,1706,wdb97422,Large,0.0,5030.0,0,3,3,choice,1,2,-2.0,3,3,1,1,-2.0
1339,1707,wdb97422,Land,0.0,2153.0,1,4,3,choice,2,-4,2.0,3,3,1,1,1.0
1340,1708,wdb97422,Solid,1.0,2823.0,0,1,4,choice,3,-2,4.0,2,2,1,1,1.0
1341,1709,wdb97422,Animal,0.0,3545.0,0,2,4,choice,4,2,1.0,2,2,1,1,1.0
1342,1710,wdb97422,Land,1.0,1491.0,0,3,4,choice,1,-1,1.0,2,2,1,1,1.0
1343,1713,wdb97422,Large,0.0,1674.0,1,2,5,choice,2,-3,-3.0,3,3,1,1,-1.0
1344,1714,wdb97422,Object,1.0,1112.0,1,3,5,choice,4,1,1.0,3,3,3,3,3.0
1345,1715,wdb97422,Sea,0.0,4134.0,0,4,5,choice,1,2,2.0,3,3,1,2,2.0
1346,1716,wdb97422,Pattern,0.0,4353.0,1,1,6,choice,4,-1,-1.0,4,4,2,2,0.0
1347,1717,wdb97422,Land,1.0,5781.0,0,2,6,choice,3,-2,-2.0,4,4,2,2,0.0
1348,1719,wdb97422,Large,0.0,1057.0,1,4,6,choice,2,-3,-3.0,4,4,1,1,-1.0
1349,1721,wdb97422,Pattern,0.0,2431.0,1,2,7,choice,4,-1,-5.0,3,3,2,3,-2.0
1350,1722,wdb97422,Small,0.0,3702.0,1,3,7,choice,1,-1,-1.0,3,3,1,2,-1.0
1351,1723,wdb97422,Animal,1.0,2383.0,1,4,7,choice,2,1,-3.0,3,3,1,2,-1.0
1352,1749,wbf6ee18,Animal,1.0,2092.0,0,2,1,choice,3,-2,5.0,2,2,1,1,2.0
1353,1750,wbf6ee18,Solid,1.0,3594.0,0,3,1,choice,4,-2,2.0,2,2,1,1,2.0
1354,1752,wbf6ee18,Large,0.0,3593.0,0,1,2,choice,3,2,-1.0,4,4,2,4,-3.0
1355,1753,wbf6ee18,Animal,1.0,1131.0,1,2,2,choice,2,3,1.0,4,4,1,3,-1.0
1356,1754,wbf6ee18,Sea,1.0,1651.0,0,3,2,choice,1,-1,-2.0,4,4,1,2,-2.0
1357,1755,wbf6ee18,Pattern,1.0,1064.0,1,4,2,choice,4,1,-3.0,4,4,2,2,-3.0
1358,1756,wbf6ee18,Small,1.0,1675.0,1,1,3,choice,4,2,1.0,2,2,2,3,1.0
1359,1757,wbf6ee18,Sea,0.0,2954.0,1,2,3,choice,3,-2,-4.0,2,2,1,1,-1.0
1360,1759,wbf6ee18,Animal,1.0,2153.0,1,4,3,choice,1,2,2.0,2,2,1,3,2.0
1361,1761,wbf6ee18,Animal,1.0,1136.0,0,2,5,choice,4,-1,4.0,2,2,1,3,-1.0
1362,1762,wbf6ee18,Pattern,1.0,1158.0,0,3,5,choice,3,-1,-1.0,2,2,1,5,-2.0
1363,1763,wbf6ee18,Land,1.0,2230.0,0,4,5,choice,1,-2,-1.0,2,2,1,5,-1.0
1364,1764,wbf6ee18,Solid,0.0,3723.0,1,1,6,choice,3,-2,-1.0,1,1,1,3,2.0
1365,1767,wbf6ee18,Land,1.0,2001.0,1,4,6,choice,4,3,1.0,1,1,1,4,2.0
1366,1768,wbf6ee18,Large,0.0,1699.0,0,1,7,choice,2,3,1.0,2,2,2,5,1.0
1367,1769,wbf6ee18,Pattern,1.0,1187.0,1,2,7,choice,4,4,-2.0,2,2,2,4,1.0
1368,1771,wbf6ee18,Object,0.0,1807.0,0,4,7,choice,3,2,1.0,2,2,1,2,2.0
1369,1772,w9a48bb6,Solid,1.0,2949.0,0,1,1,choice,4,-1,1.0,5,5,4,4,1.0
1370,1773,w9a48bb6,Small,0.0,2180.0,1,2,1,choice,1,-2,-2.0,5,5,1,2,-2.0
1371,1774,w9a48bb6,Animal,1.0,6443.0,1,3,1,choice,3,1,1.0,5,5,3,3,1.0
1372,1775,w9a48bb6,Land,1.0,2356.0,0,4,1,choice,2,-1,-1.0,5,5,2,2,-1.0
1373,1776,w9a48bb6,Pattern,0.0,3457.0,0,1,2,choice,4,1,-1.0,3,3,2,3,1.0
1374,1777,w9a48bb6,Large,0.0,3965.0,1,2,2,choice,3,-1,-3.0,3,3,1,2,-1.0
1375,1779,w9a48bb6,Animal,1.0,1692.0,1,4,2,choice,2,1,1.0,3,3,1,2,2.0
1376,1780,w9a48bb6,Small,0.0,6862.0,0,1,3,choice,4,1,0.0,6,6,4,4,0.0
1377,1781,w9a48bb6,Sea,0.0,4744.0,1,2,3,choice,3,-1,-2.0,6,6,3,3,-2.0
1378,1782,w9a48bb6,Solid,1.0,5326.0,0,3,3,choice,2,-2,-3.0,6,6,2,2,-3.0
1379,1783,w9a48bb6,Animal,0.0,4093.0,0,4,3,choice,1,1,1.0,6,6,1,1,1.0
1380,1784,w9a48bb6,Solid,1.0,2383.0,0,1,4,choice,3,-1,2.0,3,3,1,2,2.0
1381,1785,w9a48bb6,Large,0.0,3954.0,1,2,4,choice,4,-2,0.0,3,3,2,3,0.0
1382,1786,w9a48bb6,Object,1.0,5982.0,1,3,4,choice,2,1,3.0,3,3,1,2,2.0
1383,1787,w9a48bb6,Land,0.0,1615.0,1,4,4,choice,1,-1,-1.0,3,3,1,2,-1.0
1384,1788,w9a48bb6,Animal,0.0,4803.0,1,1,5,choice,4,-2,-2.0,4,4,3,3,-1.0
1385,1789,w9a48bb6,Land,0.0,3649.0,1,2,5,choice,1,-1,-1.0,4,4,1,1,-1.0
1386,1790,w9a48bb6,Pattern,1.0,1136.0,1,3,5,choice,3,6,4.0,4,4,2,2,3.0
1387,1791,w9a48bb6,Small,1.0,1233.0,1,4,5,choice,2,1,0.0,4,4,1,1,1.0
1388,1793,w9a48bb6,Land,1.0,4151.0,1,2,6,choice,4,1,1.0,3,3,2,2,3.0
1389,1794,w9a48bb6,Large,0.0,4640.0,0,3,6,choice,2,1,1.0,3,3,1,1,2.0
1390,1796,w9a48bb6,Sea,0.0,3778.0,0,1,7,choice,1,2,1.0,3,3,1,2,1.0
1391,1797,w9a48bb6,Large,0.0,3259.0,1,2,7,choice,2,-2,-2.0,3,3,1,1,-1.0
1392,1798,w9a48bb6,Object,0.0,5385.0,0,3,7,choice,3,3,2.0,3,3,2,2,1.0
1393,1799,w9a48bb6,Pattern,1.0,1127.0,1,4,7,choice,4,2,1.0,3,3,3,3,2.0
1394,1800,wdc0f604,Solid,1.0,2978.0,0,1,1,choice,1,-1,-1.0,4,4,1,2,-1.0
1395,1801,wdc0f604,Large,1.0,3259.0,1,2,1,choice,2,3,2.0,4,4,1,2,1.0
1396,1802,wdc0f604,Land,0.0,1888.0,0,3,1,choice,3,5,1.0,4,4,2,3,0.0
1397,1803,wdc0f604,Animal,1.0,1411.0,1,4,1,choice,4,1,1.0,4,4,2,4,-2.0
1398,1804,wdc0f604,Sea,1.0,2916.0,0,1,2,choice,2,-1,-2.0,4,4,1,3,-1.0
1399,1805,wdc0f604,Small,0.0,3201.0,1,2,2,choice,3,-1,-2.0,4,4,2,3,-3.0
1400,1807,wdc0f604,Animal,1.0,2104.0,1,4,2,choice,4,1,0.0,4,4,2,4,0.0
1401,1808,wdc0f604,Object,0.0,6504.0,1,1,3,choice,4,-1,1.0,4,4,2,3,1.0
1402,1809,wdc0f604,Large,1.0,1294.0,1,2,3,choice,1,2,2.0,4,4,1,2,2.0
1403,1810,wdc0f604,Pattern,1.0,2252.0,1,3,3,choice,3,2,2.0,4,4,2,4,3.0
1404,1812,wdc0f604,Small,,,0,1,4,choice,2,4,3.0,2,2,1,4,1.0
1405,1813,wdc0f604,Animal,1.0,2541.0,1,2,4,choice,4,1,4.0,2,2,2,3,3.0
1406,1814,wdc0f604,Solid,1.0,1387.0,1,3,4,choice,3,2,1.0,2,2,1,2,1.0
1407,1816,wdc0f604,Large,1.0,2972.0,1,1,5,choice,2,4,4.0,5,5,2,2,4.0
1408,1817,wdc0f604,Object,0.0,6990.0,1,2,5,choice,4,-2,-1.0,5,5,3,3,1.0
1409,1818,wdc0f604,Sea,1.0,7023.0,0,3,5,choice,1,-1,1.0,5,5,1,1,1.0
1410,1819,wdc0f604,Solid,1.0,2467.0,1,4,5,choice,3,2,1.0,5,5,2,2,3.0
1411,1820,wdc0f604,Land,1.0,3108.0,1,1,6,choice,3,1,2.0,2,2,2,4,1.0
1412,1821,wdc0f604,Pattern,0.0,1725.0,1,2,6,choice,4,-4,-2.0,2,2,1,2,-1.0
1413,1822,wdc0f604,Large,1.0,7233.0,1,3,6,choice,2,3,3.0,2,2,1,3,2.0
1414,1824,wdc0f604,Animal,1.0,3884.0,1,1,7,choice,2,1,0.0,5,5,1,2,1.0
1415,1825,wdc0f604,Pattern,1.0,3521.0,0,2,7,choice,4,-2,0.0,5,5,3,3,-1.0
1416,1826,wdc0f604,Sea,0.0,1504.0,0,3,7,choice,3,2,-4.0,5,5,1,2,-4.0
1417,1827,wdc0f604,Small,1.0,2322.0,0,4,7,choice,1,-1,1.0,5,5,1,2,1.0
1418,1856,w107fce5,Object,1.0,3875.0,0,1,1,choice,4,-1,1.0,3,3,2,4,1.0
1419,1858,w107fce5,Sea,1.0,3556.0,0,3,1,choice,3,-2,2.0,3,3,1,1,2.0
1420,1859,w107fce5,Large,1.0,5300.0,1,4,1,choice,1,2,2.0,3,3,1,3,2.0
1421,1860,w107fce5,Solid,,,0,1,2,choice,4,1,1.0,4,4,2,2,0.0
1422,1861,w107fce5,Large,1.0,6106.0,0,2,2,choice,1,-1,-1.0,4,4,1,1,-1.0
1423,1862,w107fce5,Animal,0.0,3865.0,0,3,2,choice,3,2,0.0,4,4,2,2,-2.0
1424,1863,w107fce5,Sea,0.0,1556.0,1,4,2,choice,2,-2,-2.0,4,4,1,1,-1.0
1425,1864,w107fce5,Large,0.0,1361.0,1,1,3,choice,4,-4,1.0,2,2,1,1,-1.0
1426,1865,w107fce5,Animal,0.0,15.0,1,2,3,choice,2,-4,-2.0,2,2,1,2,-1.0
1427,1869,w107fce5,Animal,0.0,924.0,1,2,4,choice,4,-2,-2.0,1,1,1,1,-1.0
1428,1870,w107fce5,Sea,0.0,1745.0,1,3,4,choice,2,-1,0.0,1,1,1,1,-1.0
1429,1871,w107fce5,Pattern,0.0,796.0,0,4,4,choice,3,4,2.0,1,1,1,1,-1.0
1430,1873,w107fce5,Land,1.0,2948.0,1,2,5,choice,2,3,-3.0,2,2,1,1,-2.0
1431,1874,w107fce5,Large,1.0,1548.0,1,3,5,choice,4,1,-2.0,2,2,2,2,-3.0
1432,1875,w107fce5,Object,,,0,4,5,choice,3,3,-1.0,2,2,1,1,-2.0
1433,1876,w107fce5,Object,0.0,1048.0,1,1,6,choice,3,-2,-5.0,2,2,1,1,-2.0
1434,1877,w107fce5,Pattern,1.0,3145.0,0,2,6,choice,2,-3,-4.0,2,2,2,2,-4.0
1435,1879,w107fce5,Land,0.0,188.0,1,4,6,choice,4,-3,-7.0,2,2,2,2,-4.0
1436,1880,w107fce5,Small,0.0,1388.0,0,1,7,choice,4,2,2.0,2,2,1,1,-1.0
1437,1881,w107fce5,Land,1.0,331.0,0,2,7,choice,1,-1,-1.0,2,2,1,2,-1.0
1438,1882,w107fce5,Object,0.0,509.0,0,3,7,choice,3,3,-1.0,2,2,1,2,-1.0
1439,1883,w107fce5,Solid,0.0,468.0,1,4,7,choice,2,-2,1.0,2,2,1,1,-1.0
1440,1884,w9be1ae9,Large,1.0,2965.0,0,1,1,choice,2,-1,-3.0,2,2,1,2,-2.0
1441,1887,w9be1ae9,Land,1.0,1885.0,1,4,1,choice,3,1,-1.0,2,2,1,3,-2.0
1442,1888,w9be1ae9,Pattern,1.0,1702.0,1,1,2,choice,1,1,-1.0,3,3,1,3,-1.0
1443,1890,w9be1ae9,Small,0.0,520.0,1,3,2,choice,3,-2,1.0,3,3,2,2,0.0
1444,1891,w9be1ae9,Animal,1.0,513.0,1,4,2,choice,4,2,0.0,3,3,3,3,-2.0
1445,1892,w9be1ae9,Land,0.0,2380.0,1,1,3,choice,2,-3,1.0,2,2,1,3,-1.0
1446,1893,w9be1ae9,Large,1.0,1078.0,1,2,3,choice,1,2,1.0,2,2,1,2,1.0
1447,1894,w9be1ae9,Pattern,0.0,1139.0,0,3,3,choice,3,1,4.0,2,2,1,1,1.0
1448,1895,w9be1ae9,Object,0.0,924.0,0,4,3,choice,4,1,3.0,2,2,2,2,0.0
1449,1896,w9be1ae9,Solid,1.0,1702.0,1,1,4,choice,3,3,3.0,4,4,3,3,3.0
1450,1898,w9be1ae9,Small,0.0,2140.0,0,3,4,choice,2,1,4.0,4,4,2,2,4.0
1451,1899,w9be1ae9,Animal,1.0,1611.0,1,4,4,choice,4,1,5.0,4,4,3,3,6.0
1452,1900,w9be1ae9,Solid,1.0,7487.0,1,1,5,choice,3,6,1.0,1,1,1,1,1.0
1453,1904,w9be1ae9,Pattern,1.0,626.0,0,1,6,choice,4,-5,0.0,2,2,1,2,-2.0
1454,1905,w9be1ae9,Large,1.0,679.0,1,2,6,choice,2,3,1.0,2,2,1,1,-1.0
1455,1907,w9be1ae9,Land,1.0,1046.0,1,4,6,choice,3,1,-1.0,2,2,2,5,-3.0
1456,1908,w9be1ae9,Sea,1.0,1718.0,0,1,7,choice,3,-1,-4.0,4,4,2,2,-3.0
1457,1909,w9be1ae9,Small,0.0,725.0,0,2,7,choice,1,2,1.0,4,4,1,1,1.0
1458,1910,w9be1ae9,Pattern,1.0,828.0,0,3,7,choice,4,-1,0.0,4,4,4,4,0.0
1459,1911,w9be1ae9,Animal,0.0,797.0,0,4,7,choice,2,1,0.0,4,4,2,3,0.0
1460,1912,w720e820,Large,1.0,1556.0,0,1,1,choice,2,-2,-1.0,3,3,1,1,-4.0
1461,1913,w720e820,Animal,0.0,1973.0,0,2,1,choice,3,1,0.0,3,3,1,2,1.0
1462,1914,w720e820,Solid,1.0,1055.0,1,3,1,choice,4,4,1.0,3,3,1,1,1.0
1463,1916,w720e820,Solid,1.0,1006.0,1,1,2,choice,4,3,2.0,2,2,1,1,1.0
1464,1917,w720e820,Animal,1.0,1407.0,0,2,2,choice,2,-1,3.0,2,2,1,2,1.0
1465,1918,w720e820,Large,0.0,945.0,0,3,2,choice,3,1,1.0,2,2,1,2,1.0
1466,1919,w720e820,Sea,1.0,1135.0,0,4,2,choice,1,-2,1.0,2,2,1,3,1.0
1467,1920,w720e820,Small,1.0,2673.0,1,1,3,choice,3,3,-2.0,2,2,1,2,-2.0
1468,1922,w720e820,Sea,1.0,1947.0,1,3,3,choice,4,2,0.0,2,2,1,3,-2.0
1469,1924,w720e820,Small,1.0,1608.0,1,1,4,choice,3,2,3.0,4,4,2,3,2.0
1470,1925,w720e820,Object,0.0,709.0,1,2,4,choice,1,-1,-1.0,4,4,1,2,-1.0
1471,1926,w720e820,Land,0.0,324.0,0,3,4,choice,2,1,0.0,4,4,1,2,-1.0
1472,1927,w720e820,Pattern,1.0,391.0,1,4,4,choice,4,4,0.0,4,4,3,3,-1.0
1473,1928,w720e820,Small,1.0,1474.0,1,1,5,choice,3,2,-2.0,2,2,1,2,-1.0
1474,1929,w720e820,Animal,0.0,922.0,1,2,5,choice,2,-1,1.0,2,2,2,4,1.0
1475,1930,w720e820,Pattern,1.0,1287.0,1,3,5,choice,4,1,-1.0,2,2,1,3,-1.0
1476,1933,w720e820,Small,0.0,2010.0,0,2,6,choice,4,1,-1.0,1,1,1,3,1.0
1477,1934,w720e820,Object,0.0,2012.0,1,3,6,choice,3,-1,1.0,1,1,1,2,1.0
1478,1935,w720e820,Sea,1.0,643.0,1,4,6,choice,1,1,1.0,1,1,1,4,1.0
1479,1936,w720e820,Sea,1.0,1797.0,1,1,7,choice,4,1,5.0,2,2,1,2,1.0
1480,1938,w720e820,Pattern,1.0,637.0,0,3,7,choice,2,-2,2.0,2,2,1,2,1.0
1481,1939,w720e820,Large,1.0,398.0,1,4,7,choice,3,2,1.0,2,2,1,2,1.0
1482,1968,wd7482cf,Small,1.0,3103.0,1,1,1,choice,2,3,2.0,3,3,1,2,1.0
1483,1969,wd7482cf,Animal,1.0,2658.0,1,2,1,choice,3,2,-3.0,3,3,1,2,1.0
1484,1970,wd7482cf,Land,1.0,2248.0,0,3,1,choice,4,-1,2.0,3,3,2,3,3.0
1485,1971,wd7482cf,Pattern,0.0,3979.0,1,4,1,choice,1,-2,2.0,3,3,1,2,2.0
1486,1972,wd7482cf,Animal,1.0,2914.0,1,1,2,choice,2,2,2.0,4,4,2,3,2.0
1487,1973,wd7482cf,Pattern,0.0,2194.0,0,2,2,choice,1,1,1.0,4,4,1,1,1.0
1488,1974,wd7482cf,Sea,0.0,3068.0,0,3,2,choice,3,1,1.0,4,4,2,2,2.0
1489,1975,wd7482cf,Small,0.0,2827.0,1,4,2,choice,4,-1,-1.0,4,4,2,2,2.0
1490,1976,wd7482cf,Large,0.0,1931.0,1,1,3,choice,4,-1,-6.0,4,4,3,4,-5.0
1491,1977,wd7482cf,Solid,1.0,1567.0,1,2,3,choice,1,1,-1.0,4,4,1,2,-1.0
1492,1978,wd7482cf,Animal,0.0,2260.0,0,3,3,choice,3,2,-2.0,4,4,1,2,-2.0
1493,1979,wd7482cf,Sea,0.0,1008.0,1,4,3,choice,2,-2,-3.0,4,4,2,2,-3.0
1494,1980,wd7482cf,Sea,0.0,1351.0,1,1,4,choice,3,-1,-3.0,4,4,2,2,-1.0
1495,1981,wd7482cf,Large,0.0,2452.0,1,2,4,choice,4,-2,-3.0,4,4,2,3,-3.0
1496,1982,wd7482cf,Solid,1.0,1052.0,1,3,4,choice,1,2,2.0,4,4,1,2,2.0
1497,1983,wd7482cf,Object,1.0,1772.0,1,4,4,choice,2,1,0.0,4,4,1,2,-2.0
1498,1985,wd7482cf,Land,0.0,4203.0,1,2,5,choice,3,-1,-3.0,4,4,2,2,-1.0
1499,1986,wd7482cf,Object,0.0,2758.0,0,3,5,choice,4,1,-2.0,4,4,2,2,-1.0
1500,1987,wd7482cf,Pattern,0.0,3967.0,0,4,5,choice,2,3,2.0,4,4,1,2,1.0
1501,1988,wd7482cf,Solid,1.0,3043.0,1,1,6,choice,3,1,2.0,5,5,2,2,3.0
1502,1989,wd7482cf,Small,1.0,2673.0,1,2,6,choice,2,1,1.0,5,5,2,2,1.0
1503,1990,wd7482cf,Object,0.0,1995.0,1,3,6,choice,1,-1,-1.0,5,5,1,2,-1.0
1504,1991,wd7482cf,Land,0.0,2655.0,0,4,6,choice,4,3,1.0,5,5,4,5,1.0
1505,1993,wd7482cf,Large,0.0,1935.0,0,2,7,choice,3,1,-2.0,3,3,2,3,0.0
1506,1994,wd7482cf,Animal,1.0,634.0,1,3,7,choice,4,1,3.0,3,3,2,2,0.0
1507,1995,wd7482cf,Solid,1.0,5837.0,1,4,7,choice,2,2,-1.0,3,3,1,1,1.0
1508,1996,wa13a069,Solid,0.0,4188.0,0,1,1,choice,1,2,1.0,5,5,1,2,1.0
1509,1997,wa13a069,Large,1.0,3218.0,1,2,1,choice,2,1,0.0,5,5,2,2,0.0
1510,1998,wa13a069,Land,1.0,4146.0,0,3,1,choice,3,-1,-2.0,5,5,3,4,-2.0
1511,1999,wa13a069,Animal,0.0,4106.0,1,4,1,choice,4,-3,-3.0,5,5,3,4,-2.0
1512,2000,wa13a069,Animal,0.0,1787.0,1,1,2,choice,4,-4,-4.0,5,5,4,4,-4.0
1513,2001,wa13a069,Pattern,0.0,4276.0,1,2,2,choice,1,-2,-2.0,5,5,1,1,-2.0
1514,2002,wa13a069,Small,1.0,6905.0,0,3,2,choice,3,-1,-2.0,5,5,3,3,-2.0
1515,2003,wa13a069,Sea,1.0,3091.0,1,4,2,choice,2,3,2.0,5,5,2,2,2.0
1516,2004,wa13a069,Object,0.0,1752.0,1,1,3,choice,4,-1,-4.0,5,5,4,4,-4.0
1517,2005,wa13a069,Large,1.0,4905.0,1,2,3,choice,1,1,-2.0,5,5,1,1,-2.0
1518,2006,wa13a069,Pattern,1.0,4376.0,1,3,3,choice,3,2,-1.0,5,5,2,3,-3.0
1519,2007,wa13a069,Land,0.0,5098.0,1,4,3,choice,2,-3,-3.0,5,5,2,3,-3.0
1520,2008,wa13a069,Animal,1.0,3272.0,0,1,4,choice,4,-2,-3.0,4,4,3,4,-1.0
1521,2009,wa13a069,Solid,1.0,1982.0,1,2,4,choice,3,1,1.0,4,4,2,3,0.0
1522,2010,wa13a069,Small,1.0,3187.0,1,3,4,choice,2,1,0.0,4,4,2,3,0.0
1523,2011,wa13a069,Land,1.0,3588.0,1,4,4,choice,1,1,2.0,4,4,1,2,2.0
1524,2012,wa13a069,Object,1.0,1979.0,1,1,5,choice,4,2,3.0,5,5,3,4,4.0
1525,2013,wa13a069,Solid,1.0,5117.0,0,2,5,choice,3,-3,-2.0,5,5,3,4,-2.0
1526,2014,wa13a069,Sea,1.0,5115.0,1,3,5,choice,1,1,2.0,5,5,1,2,2.0
1527,2015,wa13a069,Large,0.0,2484.0,1,4,5,choice,2,-3,-1.0,5,5,2,3,-1.0
1528,2016,wa13a069,Land,0.0,4492.0,1,1,6,choice,3,-1,-1.0,5,5,2,2,-2.0
1529,2017,wa13a069,Pattern,1.0,3868.0,1,2,6,choice,4,1,0.0,5,5,3,3,-1.0
1530,2018,wa13a069,Large,0.0,3471.0,1,3,6,choice,2,-2,-2.0,5,5,2,3,-2.0
1531,2019,wa13a069,Object,1.0,2516.0,1,4,6,choice,1,2,2.0,5,5,1,2,2.0
1532,2020,wa13a069,Animal,1.0,3228.0,1,1,7,choice,2,4,4.0,3,3,1,4,2.0
