,index,wid,option,choice,rt,correct,trial_number,game,phase,n_true_memories,value,remembered_value,n_total_memories_shown,n_total_memories,n_remembered_shown,n_remembered,recalled_mem_value
516,661,we07eba7,Land,1.0,2866.0,1,2,1,choice,4,4,-3.0,5,5,3,3,-2.0
517,662,we07eba7,Object,0.0,3718.0,0,3,1,choice,2,4,-3.0,5,5,1,1,-2.0
518,663,we07eba7,Pattern,1.0,4149.0,1,4,1,choice,3,1,2.0,5,5,3,3,2.0
519,664,we07eba7,Solid,1.0,2505.0,0,1,2,choice,4,-1,0.0,4,4,4,4,0.0
520,665,we07eba7,Sea,1.0,3097.0,0,2,2,choice,2,-1,0.0,4,4,1,1,-2.0
521,666,we07eba7,Object,1.0,2958.0,1,3,2,choice,1,2,2.0,4,4,1,1,2.0
522,667,we07eba7,Large,0.0,2471.0,1,4,2,choice,3,-2,-1.0,4,4,3,3,-1.0
523,668,we07eba7,Pattern,1.0,4731.0,1,1,3,choice,2,3,0.0,5,5,2,3,0.0
524,669,we07eba7,Small,0.0,1488.0,1,2,3,choice,1,-2,-1.0,5,5,1,2,-1.0
525,670,we07eba7,Animal,1.0,3651.0,0,3,3,choice,4,-1,2.0,5,5,4,5,2.0
526,671,we07eba7,Land,1.0,3075.0,0,4,3,choice,3,-3,2.0,5,5,3,3,2.0
527,672,we07eba7,Land,1.0,3037.0,1,1,4,choice,1,2,1.0,2,2,1,3,1.0
528,673,we07eba7,Pattern,1.0,2608.0,1,2,4,choice,2,1,2.0,2,2,1,3,1.0
529,674,we07eba7,Large,0.0,1421.0,1,3,4,choice,3,-2,-3.0,2,2,1,3,-2.0
530,675,we07eba7,Object,1.0,911.0,0,4,4,choice,4,-2,-2.0,2,2,2,3,-1.0
531,676,we07eba7,Animal,0.0,4783.0,1,1,5,choice,3,-1,2.0,3,3,1,2,-1.0
532,677,we07eba7,Small,0.0,1739.0,0,2,5,choice,4,3,7.0,3,3,1,3,2.0
533,678,we07eba7,Sea,0.0,3288.0,0,3,5,choice,2,3,4.0,3,3,1,2,2.0
534,679,we07eba7,Pattern,1.0,3003.0,1,4,5,choice,1,1,2.0,3,3,1,3,2.0
535,680,we07eba7,Solid,1.0,2265.0,0,1,6,choice,1,-1,-2.0,4,4,1,3,-2.0
536,681,we07eba7,Sea,0.0,2371.0,1,2,6,choice,3,-4,-6.0,4,4,2,2,-4.0
537,682,we07eba7,Large,1.0,2550.0,0,3,6,choice,2,-1,-1.0,4,4,1,2,-2.0
538,683,we07eba7,Animal,1.0,2749.0,1,4,6,choice,4,1,-1.0,4,4,2,4,0.0
539,684,we07eba7,Animal,1.0,4784.0,0,1,7,choice,1,-2,1.0,3,3,1,2,1.0
540,685,we07eba7,Solid,1.0,2270.0,1,2,7,choice,2,3,2.0,3,3,1,1,1.0
541,686,we07eba7,Land,0.0,668.0,1,3,7,choice,3,-3,0.0,3,3,3,5,0.0
542,687,we07eba7,Small,1.0,1630.0,0,4,7,choice,4,-1,1.0,3,3,2,3,2.0
543,688,w93de42b,Small,1.0,4022.0,1,1,1,choice,1,2,2.0,6,6,1,1,2.0
544,689,w93de42b,Land,,,0,2,1,choice,4,-1,2.0,6,6,4,4,2.0
545,690,w93de42b,Pattern,1.0,4065.0,0,3,1,choice,3,-3,0.0,6,6,3,3,0.0
546,691,w93de42b,Object,1.0,5991.0,1,4,1,choice,2,2,2.0,6,6,2,2,2.0
547,692,w93de42b,Sea,0.0,3950.0,1,1,2,choice,2,-3,-3.0,5,5,1,1,-2.0
548,693,w93de42b,Solid,0.0,5206.0,0,2,2,choice,4,2,0.0,5,5,3,3,1.0
549,694,w93de42b,Large,0.0,2236.0,0,3,2,choice,3,3,-1.0,5,5,2,2,0.0
550,695,w93de42b,Object,1.0,5638.0,1,4,2,choice,1,2,1.0,5,5,1,1,1.0
551,696,w93de42b,Animal,0.0,2668.0,0,1,3,choice,4,3,1.0,4,4,3,3,0.0
552,697,w93de42b,Land,1.0,6075.0,1,2,3,choice,3,2,1.0,4,4,2,2,0.0
553,698,w93de42b,Pattern,0.0,5272.0,1,3,3,choice,2,-3,-3.0,4,4,2,2,-3.0
554,700,w93de42b,Pattern,1.0,5097.0,0,1,4,choice,2,-1,2.0,5,5,2,2,2.0
555,701,w93de42b,Large,0.0,1972.0,1,2,4,choice,3,-5,-2.0,5,5,2,2,-1.0
556,702,w93de42b,Land,1.0,2826.0,1,3,4,choice,1,1,1.0,5,5,1,1,1.0
557,703,w93de42b,Object,0.0,3180.0,1,4,4,choice,4,-2,1.0,5,5,4,4,1.0
558,704,w93de42b,Animal,1.0,5387.0,1,1,5,choice,3,1,-1.0,3,3,1,1,1.0
559,705,w93de42b,Sea,1.0,5845.0,1,2,5,choice,2,2,2.0,3,3,2,3,2.0
560,706,w93de42b,Pattern,0.0,3560.0,0,3,5,choice,1,1,1.0,3,3,1,1,1.0
561,707,w93de42b,Small,1.0,3837.0,0,4,5,choice,4,-1,-1.0,3,3,2,2,2.0
562,709,w93de42b,Large,0.0,3433.0,0,2,6,choice,2,3,1.0,2,2,1,1,2.0
563,711,w93de42b,Animal,1.0,2076.0,1,4,6,choice,4,2,0.0,2,2,1,1,2.0
564,712,wa88aaed,Solid,,,0,1,1,choice,4,-1,1.0,5,5,4,4,1.0
565,713,wa88aaed,Large,1.0,4975.0,1,2,1,choice,2,3,4.0,5,5,2,2,4.0
566,714,wa88aaed,Land,0.0,4952.0,1,3,1,choice,1,-1,-1.0,5,5,1,1,-1.0
567,715,wa88aaed,Animal,0.0,1504.0,1,4,1,choice,3,-4,-3.0,5,5,2,2,-2.0
568,716,wa88aaed,Sea,0.0,1924.0,0,1,2,choice,1,1,1.0,4,4,1,1,1.0
569,717,wa88aaed,Large,0.0,4133.0,1,2,2,choice,3,-2,6.0,4,4,3,3,6.0
570,718,wa88aaed,Solid,1.0,1466.0,0,3,2,choice,4,-2,6.0,4,4,3,4,5.0
571,719,wa88aaed,Animal,0.0,2974.0,1,4,2,choice,2,-3,4.0,4,4,2,3,4.0
572,720,wa88aaed,Small,1.0,2942.0,1,1,3,choice,3,1,0.0,2,2,1,2,0.0
573,721,wa88aaed,Solid,1.0,3716.0,0,2,3,choice,1,-2,0.0,2,2,1,2,0.0
574,722,wa88aaed,Sea,0.0,1642.0,1,3,3,choice,4,-1,0.0,2,2,1,2,0.0
575,723,wa88aaed,Object,1.0,2432.0,0,4,3,choice,2,-4,0.0,2,2,1,2,0.0
576,724,wa88aaed,Land,0.0,2968.0,0,1,4,choice,2,1,0.0,4,4,2,2,0.0
577,725,wa88aaed,Object,0.0,2554.0,1,2,4,choice,1,-1,-2.0,4,4,1,1,-2.0
578,726,wa88aaed,Small,1.0,2610.0,1,3,4,choice,3,3,5.0,4,4,2,2,4.0
579,727,wa88aaed,Pattern,0.0,2033.0,0,4,4,choice,4,2,3.0,4,4,2,2,0.0
580,728,wa88aaed,Land,0.0,3608.0,1,1,5,choice,1,-1,-2.0,4,4,1,3,-2.0
581,729,wa88aaed,Animal,1.0,3986.0,1,2,5,choice,2,1,1.0,4,4,2,2,1.0
582,730,wa88aaed,Small,0.0,3566.0,1,3,5,choice,3,-1,-4.0,4,4,2,3,-3.0
583,731,wa88aaed,Pattern,0.0,1634.0,0,4,5,choice,4,1,-2.0,4,4,2,3,-3.0
584,732,wa88aaed,Object,0.0,3552.0,0,1,6,choice,3,1,1.0,4,4,2,2,-1.0
585,733,wa88aaed,Small,1.0,1556.0,1,2,6,choice,4,2,2.0,4,4,3,4,0.0
586,734,wa88aaed,Pattern,0.0,2591.0,1,3,6,choice,2,-4,-4.0,4,4,2,2,-4.0
587,735,wa88aaed,Sea,1.0,1314.0,1,4,6,choice,1,2,1.0,4,4,1,2,1.0
588,736,wa88aaed,Large,1.0,4331.0,1,1,7,choice,3,1,2.0,5,5,3,3,2.0
589,737,wa88aaed,Animal,0.0,2277.0,1,2,7,choice,1,-1,2.0,5,5,1,1,2.0
590,738,wa88aaed,Sea,0.0,1926.0,1,3,7,choice,4,-3,1.0,5,5,3,3,2.0
591,739,wa88aaed,Pattern,1.0,1952.0,1,4,7,choice,2,1,1.0,5,5,1,1,2.0
592,740,w4140fe6,Animal,1.0,2003.0,1,1,1,choice,3,2,2.0,3,3,1,2,2.0
593,741,w4140fe6,Large,0.0,1368.0,1,2,1,choice,2,-1,-3.0,3,3,1,3,-2.0
594,743,w4140fe6,Solid,1.0,2756.0,1,4,1,choice,4,3,4.0,3,3,2,2,3.0
595,744,w4140fe6,Solid,1.0,1602.0,0,1,2,choice,4,-3,0.0,2,2,1,1,-2.0
596,748,w4140fe6,Sea,0.0,3274.0,1,1,3,choice,4,-2,-7.0,3,3,2,3,-3.0
597,749,w4140fe6,Solid,1.0,1408.0,1,2,3,choice,1,1,-1.0,3,3,1,3,-1.0
598,751,w4140fe6,Object,1.0,4686.0,1,4,3,choice,2,2,-3.0,3,3,1,2,-1.0
599,752,w4140fe6,Small,0.0,2150.0,1,1,4,choice,3,-2,-5.0,5,5,3,3,-5.0
600,753,w4140fe6,Land,0.0,5734.0,0,2,4,choice,2,2,-2.0,5,5,2,2,-2.0
601,754,w4140fe6,Pattern,1.0,1444.0,1,3,4,choice,4,2,-2.0,5,5,4,4,-2.0
602,755,w4140fe6,Object,0.0,1081.0,0,4,4,choice,1,1,-1.0,5,5,1,1,-1.0
603,756,w4140fe6,Animal,1.0,2020.0,1,1,5,choice,2,3,0.0,2,2,2,4,0.0
604,757,w4140fe6,Small,0.0,3757.0,1,2,5,choice,3,-1,-5.0,2,2,1,2,-2.0
605,758,w4140fe6,Pattern,0.0,914.0,1,3,5,choice,4,-3,-7.0,2,2,1,2,-2.0
606,760,w4140fe6,Sea,0.0,1327.0,0,1,6,choice,1,1,1.0,3,3,1,3,1.0
607,761,w4140fe6,Pattern,0.0,3312.0,0,2,6,choice,2,4,4.0,3,3,1,2,2.0
608,762,w4140fe6,Small,1.0,2619.0,0,3,6,choice,4,-1,0.0,3,3,2,3,3.0
609,763,w4140fe6,Object,1.0,1013.0,1,4,6,choice,3,1,2.0,3,3,2,2,3.0
610,764,w4140fe6,Large,1.0,2495.0,1,1,7,choice,3,1,1.0,3,3,1,2,1.0
611,765,w4140fe6,Pattern,0.0,4044.0,0,2,7,choice,2,3,-1.0,3,3,1,2,1.0
612,766,w4140fe6,Sea,0.0,3175.0,0,3,7,choice,4,1,-3.0,3,3,2,3,-2.0
613,767,w4140fe6,Animal,1.0,1638.0,0,4,7,choice,1,-1,-1.0,3,3,1,2,-1.0
614,768,w6079012,Large,1.0,3607.0,1,1,1,choice,2,1,4.0,3,3,1,3,2.0
615,769,w6079012,Solid,1.0,3951.0,0,2,1,choice,4,-2,3.0,3,3,2,3,3.0
616,771,w6079012,Animal,0.0,4202.0,0,4,1,choice,3,3,-1.0,3,3,2,4,0.0
617,772,w6079012,Solid,1.0,2905.0,0,1,2,choice,4,-1,1.0,4,4,3,4,0.0
618,773,w6079012,Animal,1.0,4796.0,0,2,2,choice,2,-3,3.0,4,4,2,2,3.0
619,774,w6079012,Sea,0.0,1219.0,0,3,2,choice,1,1,-1.0,4,4,1,3,-1.0
620,775,w6079012,Large,1.0,1420.0,0,4,2,choice,3,-1,4.0,4,4,2,4,3.0
621,776,w6079012,Small,0.0,1961.0,1,1,3,choice,3,-2,2.0,4,4,2,3,3.0
622,777,w6079012,Object,1.0,2176.0,0,2,3,choice,2,-1,2.0,4,4,2,3,2.0
623,778,w6079012,Sea,1.0,5027.0,0,3,3,choice,4,-2,2.0,4,4,2,2,2.0
624,779,w6079012,Solid,1.0,2482.0,1,4,3,choice,1,1,1.0,4,4,1,1,1.0
625,780,w6079012,Object,0.0,5087.0,0,1,4,choice,1,2,2.0,3,3,1,2,2.0
626,781,w6079012,Pattern,1.0,3354.0,1,2,4,choice,4,5,4.0,3,3,2,3,3.0
627,782,w6079012,Land,1.0,2279.0,1,3,4,choice,2,1,3.0,3,3,2,4,3.0
628,783,w6079012,Small,1.0,4855.0,0,4,4,choice,3,-1,2.0,3,3,2,2,3.0
629,784,w6079012,Pattern,0.0,1743.0,0,1,5,choice,4,1,3.0,5,5,3,3,1.0
630,785,w6079012,Land,0.0,1565.0,0,2,5,choice,1,2,-1.0,5,5,1,1,-1.0
631,786,w6079012,Animal,1.0,1238.0,0,3,5,choice,2,-3,3.0,5,5,2,2,3.0
632,787,w6079012,Small,1.0,2687.0,1,4,5,choice,3,2,1.0,5,5,3,3,1.0
633,788,w6079012,Object,0.0,3056.0,1,1,6,choice,3,-2,-2.0,4,4,3,5,-2.0
634,789,w6079012,Small,0.0,1888.0,1,2,6,choice,4,-1,-1.0,4,4,3,4,-2.0
635,790,w6079012,Pattern,0.0,1241.0,0,3,6,choice,2,3,1.0,4,4,1,3,-1.0
636,791,w6079012,Sea,0.0,1109.0,1,4,6,choice,1,-1,-2.0,4,4,1,3,-2.0
637,792,w6079012,Pattern,0.0,6431.0,0,1,7,choice,2,1,1.0,4,4,2,3,1.0
638,794,w6079012,Sea,1.0,1105.0,0,3,7,choice,4,-2,-1.0,4,4,3,4,-2.0
639,795,w6079012,Large,1.0,2425.0,1,4,7,choice,3,2,-1.0,4,4,2,2,0.0
640,796,w6c5aa72,Object,1.0,4384.0,0,1,2,choice,4,-1,-2.0,3,3,2,2,-3.0
641,797,w6c5aa72,Small,1.0,4958.0,1,2,2,choice,3,2,2.0,3,3,1,1,-1.0
642,798,w6c5aa72,Pattern,0.0,3290.0,1,3,2,choice,1,-2,-1.0,3,3,1,1,-1.0
643,799,w6c5aa72,Land,0.0,2464.0,1,4,2,choice,2,-1,-2.0,3,3,1,1,-1.0
644,803,w6c5aa72,Sea,1.0,3877.0,1,4,4,choice,3,2,1.0,1,1,1,1,1.0
645,805,wfd759db,Animal,1.0,4332.0,1,2,1,choice,3,3,3.0,5,5,2,2,2.0
646,806,wfd759db,Solid,1.0,1321.0,1,3,1,choice,4,1,2.0,5,5,3,3,1.0
647,807,wfd759db,Large,0.0,1125.0,1,4,1,choice,2,-3,-3.0,5,5,2,2,-3.0
648,808,wfd759db,Solid,0.0,6885.0,0,1,2,choice,4,1,0.0,5,5,3,3,-1.0
649,809,wfd759db,Large,0.0,1022.0,1,2,2,choice,3,-2,-3.0,5,5,3,3,-3.0
650,811,wfd759db,Animal,0.0,3536.0,1,4,2,choice,2,-3,-3.0,5,5,2,2,-3.0
651,812,wfd759db,Object,0.0,5850.0,0,1,3,choice,2,3,-1.0,4,4,1,2,-2.0
652,813,wfd759db,Solid,0.0,4054.0,0,2,3,choice,1,2,-2.0,4,4,1,3,-2.0
653,814,wfd759db,Small,1.0,1271.0,0,3,3,choice,3,-2,5.0,4,4,2,3,4.0
654,815,wfd759db,Sea,1.0,1148.0,1,4,3,choice,4,2,0.0,4,4,2,3,0.0
655,817,wfd759db,Land,0.0,1921.0,0,2,4,choice,2,3,3.0,1,1,1,2,2.0
656,818,wfd759db,Small,1.0,3427.0,0,3,4,choice,3,-1,4.0,1,1,1,1,2.0
657,819,wfd759db,Pattern,1.0,2461.0,1,4,4,choice,4,3,3.0,1,1,1,1,2.0
658,820,wfd759db,Small,1.0,4073.0,1,1,5,choice,3,2,-3.0,2,2,2,5,-1.0
659,821,wfd759db,Pattern,0.0,1638.0,0,2,5,choice,4,4,-5.0,2,2,2,3,-1.0
660,823,wfd759db,Animal,0.0,2515.0,0,4,5,choice,2,1,2.0,2,2,1,3,1.0
661,824,wfd759db,Pattern,1.0,3659.0,0,1,6,choice,2,-2,-2.0,4,4,2,3,-2.0
662,825,wfd759db,Sea,0.0,2965.0,0,2,6,choice,1,2,2.0,4,4,1,2,2.0
663,826,wfd759db,Small,1.0,2431.0,1,3,6,choice,4,4,4.0,4,4,3,3,3.0
664,827,wfd759db,Object,0.0,4049.0,0,4,6,choice,3,3,3.0,4,4,3,4,3.0
665,828,wfd759db,Sea,1.0,2645.0,1,1,7,choice,4,3,5.0,3,3,2,2,1.0
666,829,wfd759db,Large,0.0,3484.0,1,2,7,choice,3,-1,-3.0,3,3,2,2,-2.0
667,830,wfd759db,Pattern,1.0,1824.0,0,3,7,choice,2,-3,1.0,3,3,1,1,-1.0
668,860,w8146fb9,Land,1.0,6220.0,0,1,1,choice,4,-2,-1.0,4,4,2,2,-4.0
669,861,w8146fb9,Small,1.0,4769.0,0,2,1,choice,2,-1,0.0,4,4,1,2,-2.0
670,863,w8146fb9,Animal,0.0,2668.0,1,4,1,choice,3,-5,-5.0,4,4,3,3,-5.0
671,864,w8146fb9,Pattern,0.0,3240.0,1,1,2,choice,1,-2,1.0,6,6,1,1,1.0
672,865,w8146fb9,Sea,1.0,3380.0,1,2,2,choice,3,2,-1.0,6,6,3,3,-1.0
673,866,w8146fb9,Small,1.0,4195.0,0,3,2,choice,4,-2,-3.0,6,6,4,4,-3.0
674,867,w8146fb9,Animal,1.0,2972.0,1,4,2,choice,2,3,0.0,6,6,2,2,0.0
675,868,w8146fb9,Sea,1.0,4438.0,0,1,3,choice,2,-1,0.0,5,5,2,2,0.0
676,869,w8146fb9,Large,1.0,4388.0,1,2,3,choice,4,2,3.0,5,5,3,3,4.0
677,870,w8146fb9,Solid,1.0,4648.0,1,3,3,choice,1,2,2.0,5,5,1,1,2.0
678,871,w8146fb9,Animal,0.0,2538.0,1,4,3,choice,3,-3,-2.0,5,5,2,2,-1.0
679,872,w8146fb9,Object,1.0,3292.0,1,1,4,choice,2,2,3.0,5,5,1,1,1.0
680,873,w8146fb9,Sea,0.0,2333.0,0,2,4,choice,3,1,0.0,5,5,2,2,-2.0
681,874,w8146fb9,Large,1.0,2610.0,0,3,4,choice,4,-1,1.0,5,5,3,3,-1.0
682,875,w8146fb9,Solid,0.0,5210.0,1,4,4,choice,1,-2,-2.0,5,5,1,1,-2.0
683,877,w8146fb9,Land,1.0,1366.0,1,2,5,choice,3,2,-1.0,4,4,2,3,-2.0
684,878,w8146fb9,Object,0.0,1720.0,1,3,5,choice,4,-2,1.0,4,4,2,3,-2.0
685,880,w8146fb9,Land,1.0,1734.0,1,1,6,choice,4,2,-1.0,6,6,4,4,-1.0
686,881,w8146fb9,Small,1.0,2270.0,1,2,6,choice,2,3,0.0,6,6,2,2,0.0
687,882,w8146fb9,Solid,1.0,3621.0,0,3,6,choice,3,-3,-5.0,6,6,3,3,-5.0
688,883,w8146fb9,Object,0.0,1137.0,0,4,6,choice,1,2,1.0,6,6,1,1,1.0
689,884,w8146fb9,Land,0.0,2518.0,1,1,7,choice,1,-2,1.0,6,6,1,1,1.0
690,885,w8146fb9,Animal,0.0,4269.0,1,2,7,choice,4,-3,0.0,6,6,4,4,0.0
691,886,w8146fb9,Solid,1.0,2557.0,1,3,7,choice,2,1,1.0,6,6,2,2,1.0
692,887,w8146fb9,Large,0.0,1173.0,1,4,7,choice,3,-1,0.0,6,6,3,3,0.0
693,888,w21be7c0,Animal,1.0,1325.0,1,1,2,choice,2,1,0.0,5,5,1,1,-10.0
694,890,w21be7c0,Small,1.0,522.0,0,3,2,choice,4,-3,4.0,5,5,1,1,-10.0
695,891,w21be7c0,Sea,1.0,591.0,0,4,2,choice,3,-1,2.0,5,5,1,2,-10.0
696,892,w21be7c0,Animal,1.0,2338.0,1,1,3,choice,3,4,-2.0,6,6,2,2,-5.0
697,893,w21be7c0,Large,1.0,2536.0,0,2,3,choice,4,-1,-6.0,6,6,2,2,-5.0
698,895,w21be7c0,Sea,1.0,867.0,0,4,3,choice,2,-1,-4.0,6,6,2,2,-10.0
699,896,w21be7c0,Sea,0.0,1960.0,1,1,4,choice,3,-3,-3.0,4,4,3,4,-5.0
700,898,w21be7c0,Object,1.0,2354.0,1,3,4,choice,2,1,0.0,4,4,1,2,-4.0
701,899,w21be7c0,Large,0.0,1683.0,0,4,4,choice,4,1,-1.0,4,4,2,2,-6.0
702,900,w21be7c0,Land,0.0,3042.0,1,1,5,choice,3,-1,1.0,4,4,1,2,-2.0
703,901,w21be7c0,Object,1.0,1305.0,1,2,5,choice,4,4,-2.0,4,4,1,1,-4.0
704,902,w21be7c0,Large,1.0,1251.0,1,3,5,choice,1,2,-2.0,4,4,1,3,-4.0
705,903,w21be7c0,Pattern,1.0,1615.0,1,4,5,choice,2,4,-1.0,4,4,1,3,-4.0
706,904,w21be7c0,Small,1.0,1505.0,1,1,6,choice,2,3,1.0,6,6,1,1,-6.0
707,905,w21be7c0,Solid,0.0,1359.0,1,2,6,choice,3,-2,0.0,6,6,1,1,-6.0
708,907,w21be7c0,Land,1.0,1973.0,1,4,6,choice,4,4,2.0,6,6,1,1,-6.0
709,940,w62f57a5,Small,,,0,1,1,choice,2,-3,-1.0,5,5,1,2,-2.0
710,941,w62f57a5,Pattern,1.0,2738.0,1,2,1,choice,1,2,2.0,5,5,1,1,2.0
711,942,w62f57a5,Land,0.0,2772.0,1,3,1,choice,4,-3,-1.0,5,5,3,3,-2.0
712,943,w62f57a5,Animal,0.0,3044.0,1,4,1,choice,3,-3,-3.0,5,5,3,4,-3.0
713,944,w62f57a5,Animal,0.0,2085.0,1,1,2,choice,2,-1,-1.0,4,4,2,3,-1.0
714,945,w62f57a5,Pattern,0.0,4127.0,1,2,2,choice,1,-1,1.0,4,4,1,1,1.0
715,946,w62f57a5,Small,1.0,1567.0,0,3,2,choice,4,-3,2.0,4,4,3,3,0.0
716,947,w62f57a5,Sea,0.0,4373.0,0,4,2,choice,3,1,1.0,4,4,2,3,-1.0
717,948,w62f57a5,Large,1.0,4519.0,1,1,3,choice,4,3,5.0,5,5,4,4,5.0
718,949,w62f57a5,Animal,1.0,5250.0,1,2,3,choice,3,2,1.0,5,5,3,4,1.0
719,950,w62f57a5,Sea,0.0,1555.0,1,3,3,choice,2,-1,-1.0,5,5,1,2,1.0
720,951,w62f57a5,Solid,1.0,1879.0,1,4,3,choice,1,1,2.0,5,5,1,2,2.0
721,952,w62f57a5,Large,0.0,3543.0,1,1,4,choice,4,-3,-3.0,3,3,2,3,-3.0
722,953,w62f57a5,Object,0.0,5026.0,1,2,4,choice,2,-4,-3.0,3,3,1,3,-2.0
723,955,w62f57a5,Sea,0.0,1578.0,1,4,4,choice,3,-2,-1.0,3,3,2,4,0.0
724,956,w62f57a5,Land,1.0,3274.0,0,1,5,choice,3,-2,3.0,4,4,2,3,2.0
725,957,w62f57a5,Object,1.0,2370.0,1,2,5,choice,4,2,-2.0,4,4,3,4,-3.0
726,958,w62f57a5,Large,0.0,1543.0,0,3,5,choice,1,2,-2.0,4,4,1,3,-2.0
727,959,w62f57a5,Pattern,0.0,1274.0,0,4,5,choice,2,3,-1.0,4,4,2,3,-1.0
728,960,w62f57a5,Small,1.0,2522.0,1,1,6,choice,2,3,-1.0,5,5,2,3,-1.0
729,961,w62f57a5,Solid,0.0,2644.0,1,2,6,choice,3,-2,-3.0,5,5,2,3,-4.0
730,962,w62f57a5,Land,0.0,2876.0,0,3,6,choice,4,2,-4.0,5,5,4,4,-4.0
731,963,w62f57a5,Object,1.0,2668.0,1,4,6,choice,1,1,1.0,5,5,1,1,1.0
732,964,w62f57a5,Land,1.0,3728.0,0,1,7,choice,1,-2,-2.0,5,5,1,2,-2.0
733,965,w62f57a5,Animal,0.0,2896.0,1,2,7,choice,4,-4,-4.0,5,5,4,4,-4.0
734,966,w62f57a5,Large,0.0,1300.0,0,3,7,choice,3,1,-2.0,5,5,2,2,0.0
735,967,w62f57a5,Solid,1.0,1026.0,1,4,7,choice,2,3,-1.0,5,5,1,1,1.0
736,968,w063688a,Solid,1.0,4096.0,1,1,1,choice,4,2,5.0,6,6,4,4,5.0
737,969,w063688a,Animal,1.0,4564.0,1,2,1,choice,3,3,3.0,6,6,3,3,3.0
738,970,w063688a,Land,0.0,6736.0,0,3,1,choice,2,1,4.0,6,6,2,2,4.0
739,971,w063688a,Small,0.0,5430.0,1,4,1,choice,1,-1,-1.0,6,6,1,1,-1.0
740,972,w063688a,Small,0.0,6326.0,1,1,2,choice,3,-2,-2.0,6,6,3,3,-2.0
741,973,w063688a,Object,1.0,4226.0,1,2,2,choice,4,3,3.0,6,6,4,4,3.0
742,974,w063688a,Pattern,0.0,3634.0,1,3,2,choice,1,-2,2.0,6,6,1,1,2.0
743,975,w063688a,Land,0.0,4218.0,1,4,2,choice,2,-1,3.0,6,6,2,2,3.0
744,976,w063688a,Solid,0.0,4854.0,1,1,3,choice,3,-2,-2.0,5,5,3,4,-2.0
745,977,w063688a,Land,1.0,2775.0,1,2,3,choice,1,2,2.0,5,5,1,1,2.0
746,978,w063688a,Large,0.0,4861.0,1,3,3,choice,2,-3,-4.0,5,5,1,1,-2.0
747,979,w063688a,Object,0.0,2875.0,1,4,3,choice,4,-3,-8.0,5,5,3,3,-6.0
748,980,w063688a,Sea,0.0,4245.0,1,1,4,choice,3,-4,-4.0,6,6,3,3,-4.0
749,981,w063688a,Animal,0.0,3670.0,1,2,4,choice,1,-1,-1.0,6,6,1,1,-1.0
750,982,w063688a,Pattern,0.0,1634.0,0,3,4,choice,4,1,1.0,6,6,4,4,1.0
751,983,w063688a,Large,1.0,2900.0,1,4,4,choice,2,1,1.0,6,6,2,2,1.0
752,984,w063688a,Object,1.0,4081.0,1,1,5,choice,3,5,2.0,5,5,3,4,2.0
753,985,w063688a,Sea,0.0,3960.0,1,2,5,choice,2,-3,-4.0,5,5,2,3,-4.0
754,986,w063688a,Large,0.0,3693.0,0,3,5,choice,1,1,1.0,5,5,1,1,1.0
755,987,w063688a,Pattern,1.0,2031.0,0,4,5,choice,4,-1,0.0,5,5,3,3,-2.0
756,988,w063688a,Land,1.0,3153.0,1,1,6,choice,3,2,2.0,6,6,3,3,2.0
757,989,w063688a,Object,0.0,4864.0,1,2,6,choice,1,-1,-1.0,6,6,1,1,-1.0
758,990,w063688a,Small,1.0,4155.0,1,3,6,choice,2,3,3.0,6,6,2,2,3.0
759,991,w063688a,Pattern,1.0,3493.0,1,4,6,choice,4,3,3.0,6,6,4,4,3.0
760,992,w063688a,Small,0.0,2627.0,1,1,7,choice,4,-1,0.0,5,5,3,4,-2.0
761,993,w063688a,Sea,0.0,4172.0,1,2,7,choice,1,-1,-1.0,5,5,1,2,-1.0
762,994,w063688a,Animal,1.0,2384.0,1,3,7,choice,3,4,5.0,5,5,2,3,3.0
763,995,w063688a,Solid,1.0,3514.0,0,4,7,choice,2,-1,0.0,5,5,1,1,-2.0
764,1024,w31415e8,Large,,,0,1,1,choice,1,2,2.0,4,4,1,2,2.0
765,1025,w31415e8,Sea,0.0,3485.0,0,2,1,choice,3,1,3.0,4,4,2,2,3.0
766,1026,w31415e8,Object,0.0,3969.0,0,3,1,choice,4,3,5.0,4,4,3,5,5.0
767,1028,w31415e8,Solid,1.0,5521.0,0,1,2,choice,4,-3,1.0,5,5,3,3,-1.0
768,1029,w31415e8,Sea,0.0,4941.0,0,2,2,choice,2,1,1.0,5,5,1,2,-1.0
769,1030,w31415e8,Animal,0.0,4575.0,1,3,2,choice,3,-2,1.0,5,5,3,3,1.0
770,1031,w31415e8,Large,0.0,3812.0,1,4,2,choice,1,-1,-1.0,5,5,1,2,-1.0
771,1032,w31415e8,Animal,1.0,5541.0,1,1,3,choice,2,2,-1.0,5,5,1,1,1.0
772,1033,w31415e8,Large,1.0,1570.0,1,2,3,choice,4,2,2.0,5,5,3,3,4.0
773,1034,w31415e8,Land,0.0,3788.0,1,3,3,choice,1,-2,1.0,5,5,1,2,1.0
774,1035,w31415e8,Pattern,0.0,1703.0,0,4,3,choice,3,1,1.0,5,5,2,3,3.0
775,1036,w31415e8,Sea,0.0,4410.0,1,1,4,choice,2,-1,-1.0,5,5,2,3,-1.0
776,1037,w31415e8,Small,1.0,3709.0,1,2,4,choice,1,1,-1.0,5,5,1,2,-1.0
